----,
DateTime:,      2022/11/30, 13:23:09, 1669843388,
PIF:,             16.53,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #01110,
Gain:,          10,    5, 
S/N Ratio:,   843.44,
Position:,    0.0,        0.0,   NoData,
Cycles:,        2,
     1,        99,        100,        227,
   228,      3226,       3227,       3354,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    403.256,      31.204,      0.000,
    2,        3.3,    410.597,      35.789,      0.000,
    3,        5.8,    410.967,      40.287,      0.000,
    4,        8.3,    411.245,      43.390,      0.000,
    5,       10.8,    411.485,      45.445,      0.000,
    6,       13.3,    411.929,      46.647,      0.000,
    7,       15.8,    412.151,      47.491,      0.000,
    8,       18.3,    412.336,      48.021,      0.000,
    9,       20.8,    412.576,      48.348,      0.000,
   10,       23.3,    412.742,      48.518,      0.000,
   11,       25.8,    412.779,      48.511,      0.000,
   12,       28.3,    412.927,      48.659,      0.000,
   13,       30.8,    413.057,      48.720,      0.000,
   14,       33.3,    413.205,      48.815,      0.000,
   15,       35.8,    413.242,      48.805,      0.000,
   16,       38.3,    413.408,      48.743,      0.000,
   17,       40.8,    413.427,      48.707,      0.000,
   18,       43.3,    413.538,      48.761,      0.000,
   19,       45.8,    413.501,      48.634,      0.000,
   20,       48.3,    413.649,      48.709,      0.000,
   21,       50.8,    413.704,      48.629,      0.000,
   22,       53.3,    413.852,      48.609,      0.000,
   23,       55.8,    413.926,      48.641,      0.000,
   24,       58.3,    413.889,      48.599,      0.000,
   25,       60.8,    413.981,      48.424,      0.000,
   26,       63.3,    413.981,      48.559,      0.000,
   27,       65.8,    414.055,      48.513,      0.000,
   28,       68.3,    414.037,      48.415,      0.000,
   29,       70.8,    414.129,      48.472,      0.000,
   30,       73.3,    414.111,      48.429,      0.000,
   31,       75.8,    414.129,      48.406,      0.000,
