exp,exp_no,phyto,source,tp,datetime,date,time,plot_date,plot_datetime,mean_Fo,sd_Fo,mean_Fm,sd_Fm,mean_Fv,sd_Fv,mean_Fv_Fm,sd_Fv_Fm,mean_Fv_Fo,sd_Fv_Fo,mean_cells,sd_cells,mean_grn,sd_grn,mean_yel,sd_yel,mean_red,sd_red,mean_fsc,sd_fsc,mean_ssc,sd_ssc,poc_culture,sd_poc_culture,pon_culture,sd_pon_culture,poc_optics,sd_poc_optics,pon_optics,sd_pon_optics,mean_cn,sd_cn,wl,mean_cp,sd_cp,mean_ap,sd_ap,mean_bp,sd_bp,mean_abs_line_height,sd_abs_line_height,mean_chl_line_height,sd_chl_line_height
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,583.4,0.1962088091102613,0.04054672151437858,0.00314556542782989,2.8617892562578804e-4,0.19306324368243144,0.040260679501036,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,587.8,0.19450017035231568,0.04038111331651441,0.00314608957064962,2.3971094036668423e-4,0.19135408078166605,0.04014929322595154,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,592.7,0.19288770089449733,0.04006850345881881,0.00300581221477775,1.3835724852362163e-4,0.18988188867971956,0.03993874412910109,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,597.4,0.1912318324197577,0.03982704482485394,0.00296505858300065,1.6730324220578976e-4,0.18826677383675705,0.03967858446283587,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,602.1,0.18928536175642632,0.03959970835654958,0.00312966832366078,2.3173293874880128e-4,0.18615569343276556,0.03937420261874128,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,607,0.187135270923093,0.03923986352588161,0.0035262623179427,4.667495204354491e-4,0.1836090086051503,0.03880296788702456,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,612,0.18488094691411705,0.03898386102917314,0.0039961251117953,4.151972200749418e-4,0.1808848218023217,0.03858463625224773,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,616.9,0.18261700194629268,0.0386270617742927,0.0045742764335162,5.400393132155268e-4,0.17804272551277647,0.03808713884966168,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,621.9,0.18053534092032864,0.03830035563168259,0.0050590336205275,6.215305627242986e-4,0.17547630729980118,0.03768102999883552,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,626.5,0.178565444526928,0.03806237294368687,0.00534114437869843,5.686522188371848e-4,0.17322430014822954,0.03749374526499094,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,631.2,0.1767906923625663,0.03771475849356873,0.00543535618479093,6.275515635046309e-4,0.17135533617777535,0.03709277973771102,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,635.8,0.17494503844256434,0.03737118543850541,0.00537473002334126,6.0097542459928e-4,0.16957030841922308,0.03677149173664192,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,640.8,0.1730180247291667,0.03703283745443241,0.0052759475540117,5.789075157338508e-4,0.167742077175155,0.03645637051254388,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,645.3,0.1707402945833333,0.03693150503882739,0.00546054141627283,5.564173174875265e-4,0.16527975316706048,0.03637630145734949,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,650.2,0.16799509083333333,0.03647867523408105,0.00651628528964836,6.737801242617782e-4,0.16147880554368496,0.03580934759097485,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,654.9,0.165142657758976,0.03618919919069924,0.00869706647201973,8.917657341315508e-4,0.15644559128695626,0.03530186244743548,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,659.3,0.16247821659397702,0.03588893037349823,0.0119793543317017,0.00126858116382112,0.1504988622622753,0.03462784344120137,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,660,0.16221568447371232,0.03581771066067762,0.01256484026289477,0.00132308948092491,0.14965084421081754,0.03450219480665441,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,663.9,0.160753005517952,0.03542109420292067,0.01582683330811306,0.00162687672044394,0.14492617220983894,0.03380241312337097,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,668.8,0.16066538442564268,0.03551633556013901,0.01918189903819266,0.00203855511281221,0.14148348538745,0.03348726587708671,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,673.2,0.16231019458333332,0.03546071263728366,0.02090915149414963,0.00222714531645384,0.1414010430891837,0.03324000960456638,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,677.6,0.16518290967019067,0.03551494858249007,0.02056649084541883,0.00218344069714767,0.14461641882477183,0.03333946779640472,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,681.9,0.168268210991024,0.03588791472430752,0.0183227416517467,0.00194529012896371,0.1499454693392773,0.03394706526435086,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,686.1,0.17073459734147267,0.03607614167225937,0.0148122154858326,0.00157142213561728,0.15592238185564009,0.03450817233518542,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,690,0.17209405965416666,0.03597019297839637,0.0107634274816933,0.00115003711812163,0.16133063217247334,0.0348210344607583,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,693.9,0.17227556442166966,0.0361230751989114,0.00708849365096356,7.796219994978945e-4,0.16518707077070607,0.03534605171305786,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,697.8,0.171495947326418,0.03572573633615718,0.00419738220727946,4.619586595968627e-4,0.16729856511913854,0.03526624223966404,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,701.8,0.16996610363315534,0.03556546764382472,0.00227088459271704,2.105624671640686e-4,0.1676952190404383,0.03535493309447412,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,705.5,0.16864314164361568,0.03562892769081646,0.00111327170876423,9.870333151692849e-5,0.16752986993485144,0.03553500573562399,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,709.1,0.16745074338817934,0.03529297077175297,4.390730434486567e-4,1.0655229967267816e-4,0.1670116703447307,0.03520543582048303,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,712.8,0.16665244840877366,0.03546796751514509,1.4847883116191765e-4,8.985504738889538e-5,0.16650396957761177,0.03538785558311946,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,716.6,0.16641941999482066,0.03534578762192242,0,0,0.16641941999482066,0.03534578762192242,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,719.8,0.16651391616574132,0.03502130820753659,-7.685456228651267e-5,2.2813616889210084e-4,0.16659077072802783,0.03479499994525228,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,723.2,0.167023492459102,0.03576631548379667,2.1849625700382433e-5,1.7383070269976037e-4,0.16700164283340163,0.03559451644116213,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
TP22-14,2,italic('T. pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316.333333333333,1079.5259762198098,0.6830096253483499,0.01311893295027258,1.4623896128153084,0.01405342724951125,1.471416369690426,0.0192330924833241,1.8311374696229517,0.01253986467493132,1.2252823516668876,0.00639104390307307,2507.172657161558,720.0302796819194,768.2543612510316,132.43398068633005,32.593244543100255,9.360393635864952,9.98730669626341,1.7216417489222906,3.771954101510826,0.5689793128435265,726.5,0.16767667732034833,0.03551939537694965,1.1125955896425932e-4,1.349066970891621e-4,0.16756541776138406,0.03551827812542162,0.0167821715348588,0.00178509679300658,2.0558693953470573,0.12750691378618517
