----,
DateTime:,      2022/08/16, 15:27:09, 1660688828,
PIF:,              9.45,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #01110,
Gain:,          25,    5, 
S/N Ratio:,   944.08,
Position:,    0.0,        0.0,   NoData,
Cycles:,        2,
     1,        99,        100,        227,
   228,      3226,       3227,       3354,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    403.215,      48.115,      0.000,
    2,        3.3,    410.641,      49.872,      0.000,
    3,        5.8,    410.987,      51.595,      0.000,
    4,        8.3,    411.243,      52.836,      0.000,
    5,       10.8,    411.589,      53.703,      0.000,
    6,       13.3,    412.009,      54.373,      0.000,
    7,       15.8,    412.173,      54.908,      0.000,
    8,       18.3,    412.356,      55.390,      0.000,
    9,       20.8,    412.429,      55.726,      0.000,
   10,       23.3,    412.648,      55.967,      0.000,
   11,       25.8,    412.666,      56.075,      0.000,
   12,       28.3,    412.812,      56.480,      0.000,
   13,       30.8,    413.067,      56.604,      0.000,
   14,       33.3,    413.104,      56.716,      0.000,
   15,       35.8,    413.304,      56.729,      0.000,
   16,       38.3,    413.359,      56.855,      0.000,
   17,       40.8,    413.505,      57.056,      0.000,
   18,       43.3,    413.542,      57.156,      0.000,
   19,       45.8,    413.578,      57.070,      0.000,
   20,       48.3,    413.615,      57.187,      0.000,
   21,       50.8,    413.779,      57.241,      0.000,
   22,       53.3,    413.815,      57.286,      0.000,
   23,       55.8,    413.888,      57.213,      0.000,
   24,       58.3,    413.833,      57.373,      0.000,
   25,       60.8,    413.888,      57.406,      0.000,
   26,       63.3,    413.925,      57.497,      0.000,
   27,       65.8,    414.052,      57.482,      0.000,
   28,       68.3,    413.961,      57.544,      0.000,
   29,       70.8,    414.144,      57.491,      0.000,
   30,       73.3,    414.052,      57.571,      0.000,
   31,       75.8,    414.125,      57.556,      0.000,
