time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/08/24 16:21:43.239, 109, 160, 200
2022/08/24 16:21:44.743, 98, 167, 162
2022/08/24 16:21:46.248, 90, 181, 162
2022/08/24 16:21:47.753, 107, 182, 140
2022/08/24 16:21:49.258, 104, 162, 170
2022/08/24 16:21:50.764, 104, 178, 161
2022/08/24 16:21:52.269, 135, 179, 164
2022/08/24 16:21:53.775, 126, 155, 155
2022/08/24 16:21:55.280, 110, 148, 165
2022/08/24 16:21:56.785, 108, 151, 150
2022/08/24 16:21:58.289, 90, 184, 166
2022/08/24 16:21:59.795, 116, 170, 156
2022/08/24 16:22:01.300, 131, 144, 115
2022/08/24 16:22:02.805, 108, 160, 160
2022/08/24 16:22:04.310, 108, 141, 160
2022/08/24 16:22:05.815, 102, 169, 137
2022/08/24 16:22:07.319, 81, 174, 146
2022/08/24 16:22:08.825, 147, 169, 195
2022/08/24 16:22:10.330, 113, 186, 161
2022/08/24 16:22:11.836, 125, 147, 167
2022/08/24 16:22:13.341, 111, 158, 165
2022/08/24 16:22:14.846, 90, 200, 163
2022/08/24 16:22:16.351, 101, 170, 130
2022/08/24 16:22:17.856, 127, 171, 173
2022/08/24 16:22:19.362, 117, 146, 170
2022/08/24 16:22:20.867, 103, 146, 170
2022/08/24 16:22:22.373, 130, 152, 164
2022/08/24 16:22:23.877, 97, 158, 140
2022/08/24 16:22:25.383, 123, 168, 149
2022/08/24 16:22:26.887, 95, 151, 148
2022/08/24 16:22:28.393, 109, 193, 155
2022/08/24 16:22:29.897, 90, 187, 170
2022/08/24 16:22:31.403, 116, 139, 157
2022/08/24 16:22:32.908, 138, 153, 114
2022/08/24 16:22:34.413, 115, 175, 175
2022/08/24 16:22:35.919, 108, 163, 178
2022/08/24 16:22:37.423, 56, 164, 164
2022/08/24 16:22:38.929, 109, 172, 161
2022/08/24 16:22:40.435, 101, 159, 171
2022/08/24 16:22:41.940, 101, 181, 164
2022/08/24 16:22:43.445, 123, 155, 176
2022/08/24 16:22:44.950, 98, 164, 168
2022/08/24 16:22:46.454, 86, 176, 167
2022/08/24 16:22:47.959, 85, 174, 143
2022/08/24 16:22:49.464, 140, 170, 167
