time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/08/25 14:53:02.568, 209, 376, 414
2022/08/25 14:53:04.075, 193, 371, 409
2022/08/25 14:53:05.580, 182, 368, 423
2022/08/25 14:53:07.086, 163, 376, 407
2022/08/25 14:53:08.593, 184, 398, 392
2022/08/25 14:53:10.099, 193, 402, 415
2022/08/25 14:53:11.605, 202, 368, 422
2022/08/25 14:53:13.111, 205, 371, 417
2022/08/25 14:53:14.617, 180, 381, 424
2022/08/25 14:53:16.123, 202, 389, 399
2022/08/25 14:53:17.629, 224, 412, 419
2022/08/25 14:53:19.135, 199, 388, 404
2022/08/25 14:53:20.641, 206, 374, 407
2022/08/25 14:53:22.147, 187, 371, 458
2022/08/25 14:53:23.653, 191, 399, 462
2022/08/25 14:53:25.159, 194, 387, 422
2022/08/25 14:53:26.665, 191, 398, 396
2022/08/25 14:53:28.171, 189, 399, 412
2022/08/25 14:53:29.677, 178, 387, 422
2022/08/25 14:53:31.183, 202, 394, 397
2022/08/25 14:53:32.689, 194, 373, 403
2022/08/25 14:53:34.195, 215, 387, 407
2022/08/25 14:53:35.701, 196, 380, 409
2022/08/25 14:53:37.207, 179, 388, 413
2022/08/25 14:53:38.713, 176, 385, 398
2022/08/25 14:53:40.219, 185, 376, 397
2022/08/25 14:53:41.725, 172, 399, 399
2022/08/25 14:53:43.231, 176, 401, 419
2022/08/25 14:53:44.737, 179, 383, 413
2022/08/25 14:53:46.243, 187, 392, 404
2022/08/25 14:53:47.749, 209, 366, 415
2022/08/25 14:53:49.255, 206, 381, 401
2022/08/25 14:53:50.761, 200, 397, 414
2022/08/25 14:53:52.267, 205, 395, 417
2022/08/25 14:53:53.773, 175, 377, 407
2022/08/25 14:53:55.279, 214, 386, 426
2022/08/25 14:53:56.785, 193, 413, 414
2022/08/25 14:53:58.290, 211, 368, 428
2022/08/25 14:53:59.796, 199, 377, 426
2022/08/25 14:54:01.302, 226, 397, 423
2022/08/25 14:54:02.808, 182, 407, 420
2022/08/25 14:54:04.314, 163, 379, 399
2022/08/25 14:54:05.820, 205, 393, 404
