time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/08/25 18:43:23.079, 188, 323, 315
2022/08/25 18:43:24.586, 177, 333, 348
2022/08/25 18:43:26.092, 187, 323, 336
2022/08/25 18:43:27.598, 174, 304, 331
2022/08/25 18:43:29.104, 173, 319, 325
2022/08/25 18:43:30.611, 197, 325, 316
2022/08/25 18:43:32.117, 189, 349, 318
2022/08/25 18:43:33.623, 181, 316, 321
2022/08/25 18:43:35.130, 158, 339, 326
2022/08/25 18:43:36.636, 175, 339, 333
2022/08/25 18:43:38.142, 175, 345, 331
2022/08/25 18:43:39.649, 172, 338, 316
2022/08/25 18:43:41.155, 162, 305, 314
2022/08/25 18:43:42.661, 181, 331, 328
2022/08/25 18:43:44.168, 184, 318, 330
2022/08/25 18:43:45.674, 164, 317, 356
2022/08/25 18:43:47.180, 176, 321, 324
2022/08/25 18:43:48.686, 170, 326, 332
2022/08/25 18:43:50.193, 189, 323, 309
2022/08/25 18:43:51.699, 167, 332, 328
2022/08/25 18:43:53.205, 147, 333, 329
2022/08/25 18:43:54.711, 195, 349, 306
2022/08/25 18:43:56.217, 173, 325, 322
2022/08/25 18:43:57.723, 172, 331, 327
2022/08/25 18:43:59.229, 145, 324, 324
2022/08/25 18:44:00.735, 159, 325, 312
2022/08/25 18:44:02.241, 167, 335, 338
2022/08/25 18:44:03.747, 160, 320, 334
2022/08/25 18:44:05.254, 184, 333, 318
2022/08/25 18:44:06.760, 178, 334, 325
2022/08/25 18:44:08.266, 177, 330, 333
2022/08/25 18:44:09.773, 190, 299, 347
2022/08/25 18:44:11.279, 190, 301, 337
2022/08/25 18:44:12.785, 182, 321, 337
2022/08/25 18:44:14.292, 192, 309, 339
2022/08/25 18:44:15.798, 177, 319, 340
2022/08/25 18:44:17.304, 144, 314, 346
2022/08/25 18:44:18.811, 170, 318, 334
2022/08/25 18:44:20.317, 166, 317, 337
2022/08/25 18:44:21.823, 185, 346, 323
2022/08/25 18:44:23.330, 159, 339, 333
2022/08/25 18:44:24.836, 167, 315, 338
2022/08/25 18:44:26.342, 162, 292, 317
2022/08/25 18:44:27.849, 172, 345, 344
2022/08/25 18:44:29.355, 175, 323, 333
2022/08/25 18:44:30.861, 173, 306, 340
2022/08/25 18:44:32.368, 182, 316, 335
2022/08/25 18:44:33.874, 158, 324, 358
2022/08/25 18:44:35.380, 179, 319, 321
2022/08/25 18:44:36.887, 141, 319, 312
2022/08/25 18:44:38.393, 164, 322, 294
