time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/11/30 23:30:42.823, 174, 344, 250
2022/11/30 23:30:44.328, 183, 342, 257
2022/11/30 23:30:45.836, 191, 338, 277
2022/11/30 23:30:47.342, 195, 412, 262
2022/11/30 23:30:48.848, 182, 370, 268
2022/11/30 23:30:50.355, 193, 370, 267
2022/11/30 23:30:51.861, 191, 347, 261
2022/11/30 23:30:53.368, 182, 343, 246
2022/11/30 23:30:54.874, 181, 340, 256
2022/11/30 23:30:56.381, 196, 335, 261
2022/11/30 23:30:57.887, 212, 340, 261
2022/11/30 23:30:59.393, 197, 355, 261
2022/11/30 23:31:00.899, 189, 338, 260
2022/11/30 23:31:02.406, 186, 346, 255
2022/11/30 23:31:03.912, 188, 353, 261
2022/11/30 23:31:05.418, 188, 335, 248
2022/11/30 23:31:06.925, 188, 333, 259
2022/11/30 23:31:08.431, 192, 336, 250
2022/11/30 23:31:09.937, 181, 333, 268
2022/11/30 23:31:11.444, 197, 359, 275
2022/11/30 23:31:12.951, 193, 350, 258
2022/11/30 23:31:14.456, 179, 332, 262
2022/11/30 23:31:15.964, 209, 339, 253
2022/11/30 23:31:17.470, 188, 344, 246
2022/11/30 23:31:18.977, 190, 353, 249
2022/11/30 23:31:20.483, 187, 346, 247
2022/11/30 23:31:21.990, 188, 340, 275
2022/11/30 23:31:23.496, 188, 349, 353
2022/11/30 23:31:25.003, 202, 341, 272
2022/11/30 23:31:26.509, 187, 341, 249
2022/11/30 23:31:28.016, 203, 334, 254
2022/11/30 23:31:29.522, 206, 349, 240
2022/11/30 23:31:31.028, 195, 342, 254
2022/11/30 23:31:32.535, 200, 333, 256
2022/11/30 23:31:34.042, 202, 353, 289
2022/11/30 23:31:35.548, 188, 361, 306
2022/11/30 23:31:37.054, 190, 351, 273
2022/11/30 23:31:38.561, 196, 347, 261
2022/11/30 23:31:40.068, 203, 344, 278
2022/11/30 23:31:41.574, 181, 336, 267
2022/11/30 23:31:43.080, 198, 347, 265
2022/11/30 23:31:44.587, 203, 339, 318
2022/11/30 23:31:46.094, 180, 354, 261
2022/11/30 23:31:47.600, 188, 344, 262
2022/11/30 23:31:49.107, 196, 328, 247
2022/11/30 23:31:50.613, 201, 335, 251
2022/11/30 23:31:52.119, 211, 352, 258
