time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/12/01 01:26:44.255, 208, 357, 251
2022/12/01 01:26:45.761, 184, 349, 253
2022/12/01 01:26:47.268, 209, 358, 260
2022/12/01 01:26:48.774, 193, 367, 274
2022/12/01 01:26:50.280, 191, 382, 289
2022/12/01 01:26:51.788, 207, 361, 290
2022/12/01 01:26:53.293, 187, 352, 252
2022/12/01 01:26:54.800, 188, 357, 276
2022/12/01 01:26:56.306, 201, 355, 254
2022/12/01 01:26:57.812, 207, 355, 252
2022/12/01 01:26:59.318, 226, 344, 253
2022/12/01 01:27:00.825, 203, 356, 265
2022/12/01 01:27:02.331, 201, 350, 258
2022/12/01 01:27:03.837, 202, 364, 268
2022/12/01 01:27:05.344, 200, 347, 266
2022/12/01 01:27:06.850, 200, 345, 252
2022/12/01 01:27:08.357, 190, 348, 260
2022/12/01 01:27:09.864, 206, 357, 269
2022/12/01 01:27:11.370, 202, 365, 269
2022/12/01 01:27:12.877, 188, 351, 248
2022/12/01 01:27:14.383, 195, 347, 263
2022/12/01 01:27:15.889, 195, 349, 265
2022/12/01 01:27:17.396, 205, 353, 257
2022/12/01 01:27:18.903, 216, 372, 264
2022/12/01 01:27:20.409, 206, 360, 266
2022/12/01 01:27:21.916, 201, 355, 252
2022/12/01 01:27:23.423, 191, 353, 258
2022/12/01 01:27:24.929, 196, 338, 254
2022/12/01 01:27:26.435, 183, 374, 254
2022/12/01 01:27:27.941, 184, 376, 264
2022/12/01 01:27:29.448, 204, 382, 262
2022/12/01 01:27:30.954, 201, 366, 261
2022/12/01 01:27:32.460, 193, 380, 257
2022/12/01 01:27:33.967, 196, 365, 261
2022/12/01 01:27:35.474, 206, 352, 280
2022/12/01 01:27:36.980, 200, 349, 271
2022/12/01 01:27:38.487, 201, 363, 278
2022/12/01 01:27:39.993, 196, 358, 283
2022/12/01 01:27:41.500, 200, 353, 246
2022/12/01 01:27:43.006, 198, 342, 254
2022/12/01 01:27:44.513, 194, 348, 311
2022/12/01 01:27:46.020, 197, 355, 253
2022/12/01 01:27:47.526, 195, 354, 254
2022/12/01 01:27:49.032, 196, 352, 255
2022/12/01 01:27:50.539, 199, 375, 267
2022/12/01 01:27:52.045, 193, 511, 277
2022/12/01 01:27:53.552, 198, 398, 283
