time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/11/30 17:56:05.786, 214, 454, 328
2022/11/30 17:56:07.294, 221, 437, 322
2022/11/30 17:56:08.800, 215, 414, 312
2022/11/30 17:56:10.307, 213, 410, 304
2022/11/30 17:56:11.812, 223, 405, 298
2022/11/30 17:56:13.319, 226, 414, 316
2022/11/30 17:56:14.825, 225, 419, 335
2022/11/30 17:56:16.333, 210, 414, 307
2022/11/30 17:56:17.840, 241, 414, 311
2022/11/30 17:56:19.346, 233, 401, 310
2022/11/30 17:56:20.853, 217, 414, 341
2022/11/30 17:56:22.358, 206, 427, 316
2022/11/30 17:56:23.865, 220, 401, 324
2022/11/30 17:56:25.373, 224, 407, 324
2022/11/30 17:56:26.879, 216, 415, 311
2022/11/30 17:56:28.386, 215, 441, 333
2022/11/30 17:56:29.892, 220, 406, 296
2022/11/30 17:56:31.399, 216, 409, 317
2022/11/30 17:56:32.905, 208, 411, 317
2022/11/30 17:56:34.411, 219, 411, 332
2022/11/30 17:56:35.919, 224, 428, 338
2022/11/30 17:56:37.425, 218, 414, 311
2022/11/30 17:56:38.931, 214, 418, 304
2022/11/30 17:56:40.438, 222, 399, 309
2022/11/30 17:56:41.944, 216, 405, 323
2022/11/30 17:56:43.451, 208, 413, 326
2022/11/30 17:56:44.957, 222, 416, 326
2022/11/30 17:56:46.464, 220, 418, 377
2022/11/30 17:56:47.971, 207, 406, 324
2022/11/30 17:56:49.477, 216, 412, 311
2022/11/30 17:56:50.983, 218, 413, 320
2022/11/30 17:56:52.490, 212, 408, 333
2022/11/30 17:56:53.996, 215, 410, 314
2022/11/30 17:56:55.503, 224, 413, 315
2022/11/30 17:56:57.010, 216, 415, 321
2022/11/30 17:56:58.515, 223, 421, 308
2022/11/30 17:57:00.022, 211, 413, 323
2022/11/30 17:57:01.528, 210, 411, 318
2022/11/30 17:57:03.035, 216, 405, 304
2022/11/30 17:57:04.541, 221, 412, 314
2022/11/30 17:57:06.047, 212, 413, 302
2022/11/30 17:57:07.553, 214, 396, 300
2022/11/30 17:57:09.060, 212, 405, 317
2022/11/30 17:57:10.566, 214, 407, 328
2022/11/30 17:57:12.073, 221, 422, 334
2022/11/30 17:57:13.580, 214, 425, 325
2022/11/30 17:57:15.087, 214, 437, 324
2022/11/30 17:57:16.593, 217, 419, 348
2022/11/30 17:57:18.099, 219, 412, 365
2022/11/30 17:57:19.605, 213, 423, 334
2022/11/30 17:57:21.113, 215, 413, 316
2022/11/30 17:57:22.618, 219, 408, 304
2022/11/30 17:57:24.126, 227, 410, 328
2022/11/30 17:57:25.632, 208, 409, 334
2022/11/30 17:57:27.139, 228, 413, 331
2022/11/30 17:57:28.645, 231, 411, 341
2022/11/30 17:57:30.152, 218, 395, 319
2022/11/30 17:57:31.659, 213, 409, 321
2022/11/30 17:57:33.166, 221, 399, 350
