time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/12/01 04:45:11.034, 123, 162, 124
2022/12/01 04:45:12.535, 126, 154, 125
2022/12/01 04:45:14.041, 116, 172, 121
2022/12/01 04:45:15.548, 130, 154, 131
2022/12/01 04:45:17.054, 114, 143, 123
2022/12/01 04:45:18.560, 123, 159, 122
2022/12/01 04:45:20.066, 114, 153, 130
2022/12/01 04:45:21.573, 123, 147, 120
2022/12/01 04:45:23.078, 112, 141, 125
2022/12/01 04:45:24.584, 118, 153, 128
2022/12/01 04:45:26.090, 121, 152, 112
2022/12/01 04:45:27.597, 111, 155, 133
2022/12/01 04:45:29.103, 122, 158, 124
2022/12/01 04:45:30.610, 103, 160, 121
2022/12/01 04:45:32.115, 130, 149, 133
2022/12/01 04:45:33.622, 110, 153, 136
2022/12/01 04:45:35.128, 120, 156, 127
2022/12/01 04:45:36.634, 111, 159, 115
2022/12/01 04:45:38.140, 118, 139, 116
2022/12/01 04:45:39.647, 120, 154, 129
2022/12/01 04:45:41.153, 109, 167, 123
2022/12/01 04:45:42.659, 125, 161, 110
2022/12/01 04:45:44.165, 111, 151, 117
2022/12/01 04:45:45.672, 119, 160, 130
2022/12/01 04:45:47.178, 112, 147, 117
2022/12/01 04:45:48.683, 115, 148, 138
2022/12/01 04:45:50.191, 115, 158, 129
2022/12/01 04:45:51.696, 125, 158, 121
2022/12/01 04:45:53.202, 131, 150, 125
2022/12/01 04:45:54.708, 119, 145, 131
2022/12/01 04:45:56.215, 114, 153, 113
2022/12/01 04:45:57.720, 118, 158, 136
2022/12/01 04:45:59.226, 127, 143, 122
2022/12/01 04:46:00.733, 115, 145, 107
2022/12/01 04:46:02.238, 137, 149, 126
2022/12/01 04:46:03.744, 119, 157, 113
2022/12/01 04:46:05.251, 110, 152, 120
2022/12/01 04:46:06.757, 127, 149, 135
2022/12/01 04:46:08.263, 118, 151, 137
2022/12/01 04:46:09.769, 121, 155, 115
2022/12/01 04:46:11.275, 115, 155, 123
2022/12/01 04:46:12.782, 121, 151, 105
2022/12/01 04:46:14.288, 114, 144, 112
2022/12/01 04:46:15.794, 114, 149, 137
2022/12/01 04:46:17.300, 117, 141, 114
2022/12/01 04:46:18.806, 105, 168, 126
2022/12/01 04:46:20.312, 128, 163, 127
2022/12/01 04:46:21.819, 108, 147, 112
2022/12/01 04:46:23.325, 120, 150, 118
2022/12/01 04:46:24.831, 122, 164, 121
2022/12/01 04:46:26.337, 124, 164, 124
2022/12/01 04:46:27.842, 120, 157, 121
2022/12/01 04:46:29.349, 128, 154, 137
2022/12/01 04:46:30.856, 121, 153, 116
2022/12/01 04:46:32.362, 110, 139, 116
2022/12/01 04:46:33.868, 123, 142, 112
