time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/11/30 21:29:25.148, 190, 327, 233
2022/11/30 21:29:26.655, 183, 329, 243
2022/11/30 21:29:28.161, 181, 319, 265
2022/11/30 21:29:29.668, 192, 322, 229
2022/11/30 21:29:31.174, 185, 327, 239
2022/11/30 21:29:32.680, 179, 321, 259
2022/11/30 21:29:34.187, 193, 314, 254
2022/11/30 21:29:35.693, 184, 324, 245
2022/11/30 21:29:37.200, 181, 324, 236
2022/11/30 21:29:38.706, 190, 322, 231
2022/11/30 21:29:40.213, 176, 320, 242
2022/11/30 21:29:41.719, 168, 313, 241
2022/11/30 21:29:43.226, 188, 320, 239
2022/11/30 21:29:44.732, 186, 315, 239
2022/11/30 21:29:46.238, 192, 340, 240
2022/11/30 21:29:47.744, 186, 322, 242
2022/11/30 21:29:49.251, 188, 317, 238
2022/11/30 21:29:50.757, 187, 319, 253
2022/11/30 21:29:52.264, 174, 329, 241
2022/11/30 21:29:53.769, 172, 320, 237
2022/11/30 21:29:55.276, 178, 324, 244
2022/11/30 21:29:56.782, 180, 328, 241
2022/11/30 21:29:58.288, 192, 328, 249
2022/11/30 21:29:59.794, 184, 342, 252
2022/11/30 21:30:01.300, 173, 326, 247
2022/11/30 21:30:02.807, 166, 328, 241
2022/11/30 21:30:04.313, 198, 318, 242
2022/11/30 21:30:05.819, 182, 319, 247
2022/11/30 21:30:07.326, 191, 331, 236
2022/11/30 21:30:08.832, 182, 326, 236
2022/11/30 21:30:10.338, 178, 318, 246
2022/11/30 21:30:11.844, 179, 321, 246
2022/11/30 21:30:13.352, 180, 318, 264
2022/11/30 21:30:14.858, 193, 327, 254
2022/11/30 21:30:16.364, 201, 327, 247
2022/11/30 21:30:17.871, 184, 327, 244
2022/11/30 21:30:19.377, 182, 320, 228
2022/11/30 21:30:20.883, 178, 319, 228
2022/11/30 21:30:22.390, 180, 332, 255
2022/11/30 21:30:23.896, 176, 324, 248
2022/11/30 21:30:25.403, 182, 321, 249
2022/11/30 21:30:26.909, 185, 320, 244
2022/11/30 21:30:28.415, 195, 319, 240
2022/11/30 21:30:29.922, 193, 333, 262
2022/11/30 21:30:31.428, 182, 306, 253
2022/11/30 21:30:32.934, 188, 321, 246
2022/11/30 21:30:34.440, 188, 325, 242
