time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/12/01 06:49:48.170, 119, 157, 133
2022/12/01 06:49:49.677, 129, 165, 124
2022/12/01 06:49:51.183, 114, 150, 124
2022/12/01 06:49:52.688, 134, 158, 128
2022/12/01 06:49:54.195, 122, 152, 119
2022/12/01 06:49:55.701, 118, 156, 138
2022/12/01 06:49:57.207, 124, 153, 127
2022/12/01 06:49:58.712, 130, 163, 132
2022/12/01 06:50:00.219, 116, 159, 134
2022/12/01 06:50:01.724, 132, 156, 131
2022/12/01 06:50:03.230, 136, 159, 129
2022/12/01 06:50:04.736, 120, 168, 122
2022/12/01 06:50:06.243, 135, 170, 126
2022/12/01 06:50:07.749, 121, 158, 127
2022/12/01 06:50:09.255, 129, 157, 114
2022/12/01 06:50:10.761, 125, 154, 124
2022/12/01 06:50:12.268, 119, 163, 128
2022/12/01 06:50:13.774, 127, 158, 114
2022/12/01 06:50:15.280, 114, 150, 124
2022/12/01 06:50:16.787, 125, 156, 146
2022/12/01 06:50:18.293, 123, 154, 124
2022/12/01 06:50:19.799, 129, 164, 138
2022/12/01 06:50:21.305, 111, 167, 129
2022/12/01 06:50:22.811, 128, 157, 117
2022/12/01 06:50:24.317, 123, 179, 122
2022/12/01 06:50:25.824, 126, 168, 124
2022/12/01 06:50:27.330, 115, 154, 115
2022/12/01 06:50:28.836, 133, 154, 124
2022/12/01 06:50:30.342, 117, 158, 133
2022/12/01 06:50:31.848, 126, 147, 127
2022/12/01 06:50:33.354, 133, 159, 125
2022/12/01 06:50:34.861, 128, 145, 127
2022/12/01 06:50:36.367, 131, 163, 121
2022/12/01 06:50:37.872, 121, 168, 133
2022/12/01 06:50:39.379, 126, 160, 135
2022/12/01 06:50:40.885, 117, 154, 150
2022/12/01 06:50:42.392, 133, 155, 152
2022/12/01 06:50:43.898, 117, 157, 130
2022/12/01 06:50:45.404, 123, 159, 120
2022/12/01 06:50:46.910, 125, 164, 122
2022/12/01 06:50:48.416, 124, 160, 124
2022/12/01 06:50:49.923, 138, 154, 126
2022/12/01 06:50:51.428, 149, 171, 121
2022/12/01 06:50:52.935, 126, 174, 126
2022/12/01 06:50:54.440, 120, 161, 121
2022/12/01 06:50:55.946, 122, 165, 109
2022/12/01 06:50:57.453, 130, 161, 132
2022/12/01 06:50:58.958, 134, 153, 125
2022/12/01 06:51:00.464, 115, 168, 119
2022/12/01 06:51:01.970, 130, 157, 120
2022/12/01 06:51:03.476, 122, 154, 122
2022/12/01 06:51:04.982, 122, 161, 123
2022/12/01 06:51:06.488, 125, 155, 123
2022/12/01 06:51:07.995, 119, 159, 131
2022/12/01 06:51:09.500, 136, 168, 131
2022/12/01 06:51:11.007, 117, 164, 124
2022/12/01 06:51:12.514, 128, 156, 124
2022/12/01 06:51:14.019, 112, 166, 126
2022/12/01 06:51:15.526, 126, 161, 135
2022/12/01 06:51:17.032, 123, 166, 132
2022/12/01 06:51:18.538, 117, 159, 130
2022/12/01 06:51:20.044, 126, 156, 115
2022/12/01 06:51:21.551, 117, 156, 134
2022/12/01 06:51:23.057, 128, 156, 123
2022/12/01 06:51:24.563, 115, 157, 116
2022/12/01 06:51:26.069, 130, 151, 124
2022/12/01 06:51:27.576, 121, 162, 143
2022/12/01 06:51:29.082, 128, 161, 137
2022/12/01 06:51:30.588, 119, 159, 137
2022/12/01 06:51:32.094, 118, 162, 122
2022/12/01 06:51:33.600, 124, 159, 121
2022/12/01 06:51:35.107, 121, 156, 126
2022/12/01 06:51:36.612, 135, 156, 123
