time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/12/01 09:17:27.783, 201, 294, 230
2022/12/01 09:17:29.289, 179, 304, 250
2022/12/01 09:17:30.794, 185, 322, 405
2022/12/01 09:17:32.299, 184, 300, 338
2022/12/01 09:17:33.806, 182, 294, 250
2022/12/01 09:17:35.311, 192, 308, 231
2022/12/01 09:17:36.817, 175, 297, 220
2022/12/01 09:17:38.323, 184, 307, 216
2022/12/01 09:17:39.828, 185, 299, 211
2022/12/01 09:17:41.333, 195, 316, 229
2022/12/01 09:17:42.839, 171, 314, 231
2022/12/01 09:17:44.345, 197, 301, 223
2022/12/01 09:17:45.850, 225, 295, 224
2022/12/01 09:17:47.356, 198, 293, 260
2022/12/01 09:17:48.861, 240, 301, 222
2022/12/01 09:17:50.367, 201, 292, 219
2022/12/01 09:17:51.872, 198, 291, 223
2022/12/01 09:17:53.378, 199, 305, 221
2022/12/01 09:17:54.883, 187, 309, 218
2022/12/01 09:17:56.388, 193, 299, 213
2022/12/01 09:17:57.895, 184, 309, 223
2022/12/01 09:17:59.400, 203, 301, 242
2022/12/01 09:18:00.905, 188, 296, 218
2022/12/01 09:18:02.412, 174, 299, 224
2022/12/01 09:18:03.917, 187, 292, 237
2022/12/01 09:18:05.422, 174, 308, 216
2022/12/01 09:18:06.929, 180, 300, 216
2022/12/01 09:18:08.434, 199, 294, 206
2022/12/01 09:18:09.940, 180, 300, 210
2022/12/01 09:18:11.446, 188, 296, 220
2022/12/01 09:18:12.952, 192, 299, 211
2022/12/01 09:18:14.457, 178, 299, 206
2022/12/01 09:18:15.963, 193, 294, 206
2022/12/01 09:18:17.469, 180, 293, 222
2022/12/01 09:18:18.975, 176, 312, 219
2022/12/01 09:18:20.481, 191, 297, 222
2022/12/01 09:18:21.987, 187, 301, 231
2022/12/01 09:18:23.493, 181, 297, 220
2022/12/01 09:18:24.999, 185, 295, 216
2022/12/01 09:18:26.504, 177, 307, 225
2022/12/01 09:18:28.011, 190, 345, 231
2022/12/01 09:18:29.517, 179, 304, 224
2022/12/01 09:18:31.022, 178, 294, 211
2022/12/01 09:18:32.528, 197, 315, 212
2022/12/01 09:18:34.034, 192, 289, 218
2022/12/01 09:18:35.540, 188, 297, 229
2022/12/01 09:18:37.046, 197, 298, 214
2022/12/01 09:18:38.552, 179, 302, 218
