time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/12/01 16:52:07.215, 135, 182, 136
2022/12/01 16:52:08.721, 127, 177, 149
2022/12/01 16:52:10.227, 126, 180, 131
2022/12/01 16:52:11.732, 141, 180, 145
2022/12/01 16:52:13.238, 142, 177, 143
2022/12/01 16:52:14.744, 129, 180, 136
2022/12/01 16:52:16.250, 135, 176, 137
2022/12/01 16:52:17.755, 146, 183, 137
2022/12/01 16:52:19.261, 141, 182, 134
2022/12/01 16:52:20.767, 136, 183, 132
2022/12/01 16:52:22.272, 133, 181, 127
2022/12/01 16:52:23.777, 133, 176, 129
2022/12/01 16:52:25.283, 139, 177, 127
2022/12/01 16:52:26.789, 136, 179, 139
2022/12/01 16:52:28.294, 125, 178, 136
2022/12/01 16:52:29.800, 137, 185, 128
2022/12/01 16:52:31.307, 134, 181, 133
2022/12/01 16:52:32.812, 126, 174, 133
2022/12/01 16:52:34.318, 130, 168, 133
2022/12/01 16:52:35.824, 146, 185, 155
2022/12/01 16:52:37.329, 136, 180, 134
2022/12/01 16:52:38.835, 127, 184, 138
2022/12/01 16:52:40.340, 137, 180, 134
2022/12/01 16:52:41.845, 143, 185, 134
2022/12/01 16:52:43.352, 135, 203, 128
2022/12/01 16:52:44.857, 133, 192, 133
2022/12/01 16:52:46.363, 134, 190, 133
2022/12/01 16:52:47.868, 143, 180, 137
2022/12/01 16:52:49.374, 131, 182, 144
2022/12/01 16:52:50.879, 120, 180, 140
2022/12/01 16:52:52.385, 143, 171, 123
2022/12/01 16:52:53.891, 129, 180, 135
2022/12/01 16:52:55.396, 136, 180, 124
2022/12/01 16:52:56.901, 145, 180, 129
2022/12/01 16:52:58.407, 143, 178, 135
2022/12/01 16:52:59.912, 141, 178, 134
2022/12/01 16:53:01.417, 132, 179, 132
2022/12/01 16:53:02.923, 153, 176, 135
2022/12/01 16:53:04.429, 136, 184, 144
