tp,wl,mean_ap,sd_ap
1,400,0.036863484760386,0.00869815451305323
1,404.6,0.037795118510386,0.00907995271993349
1,408.7,0.038421836483169,0.00725545343038996
1,412.5,0.03871614782330633,0.00868212656305771
1,416.9,0.03978850939983567,0.00707672239903686
1,421.4,0.04045000689983567,0.00695606202818626
1,426.5,0.04086983856650233,0.00724851108961132
1,430.9,0.04190071064983566,0.0066539225018768
1,435.5,0.04205941148316899,0.00741087151210022
1,439.8,0.04153232814983566,0.00761878359561019
1,444.8,0.03990605564983567,0.00610083471176615
1,449.9,0.03698872231650233,0.00655247681866528
1,455,0.034576043983169,0.00562369887582835
1,459.4,0.03263898064983554,0.00501091176522045
1,463.8,0.03116912439983553,0.00526013712622405
1,468.7,0.02930071148316887,0.005471806821482
1,470,0.02894120384165943,0.00531551742367426
1,474,0.02783502648316886,0.00487063306294646
1,479.2,0.02644427898316883,0.00479776486783337
1,484.1,0.02564260106650219,0.00458658003471569
1,489.2,0.02506554398316886,0.00464729642521424
1,493.9,0.02450470106650217,0.00450406142331125
1,498.9,0.02381680648316883,0.0042676132739727
1,503.8,0.02286921648316886,0.00407535441327453
1,508.7,0.02172421101038606,0.00389146995591107
1,514,0.0205667668437194,0.00357370616201861
1,519.7,0.0193554714270527,0.00341143025168367
1,524.8,0.01826587101038606,0.00323549966505585
1,529.9,0.01727198189983553,0.00306000498316342
1,532,0.01684847203281425,0.00291836706720786
1,534.6,0.01632412648316886,0.0027432502143656
1,539.6,0.0154026843998355,0.00268384297551813
1,544.4,0.0143963298165022,0.00248647411306593
1,549.7,0.01337051689983553,0.00261264581994187
1,554.6,0.0123883510665022,0.00276492841832778
1,560.1,0.01149951648316886,0.00300921471398481
1,565.2,0.01073951898316886,0.00289735460858556
1,569.8,0.01020862481650216,0.00281486167910272
1,574.2,0.00983691351038606,0.00260188526311831
1,579,0.00951311744066133,0.0022699232306249
1,583.4,0.00927405923148713,0.00189695918872063
1,587.8,0.00903441416653313,0.0016410465627367
1,592.7,0.00872802077266476,0.00155200112780791
1,597.4,0.00856801111995853,0.0015155123466877
1,602.1,0.00852182467200756,0.00148086671801055
1,607,0.00863519883867423,0.00146428626221723
1,612,0.0088875222281237,0.00153139979797812
1,616.9,0.00917726401144153,0.0016104008789188
1,621.9,0.0093921201372824,0.00159426443634915
1,626.5,0.00947757798148713,0.00157822767194248
1,631.2,0.0093444974879396,0.00146679217718153
1,635.8,0.00907736685255723,0.00137188683920736
1,640.8,0.00878358939983553,0.00126174396990019
1,645.3,0.00876370564983553,0.00125444733467415
1,650.2,0.00944846564983553,0.00108644009572489
1,654.9,0.01120348017705273,0.00116636966688709
1,659.3,0.01404302841141056,0.00125312559249267
1,660,0.01457462712264282,0.0012651560688916
1,663.9,0.0175363913709366,0.00133715493297379
1,668.8,0.02068552226038606,0.00168170822596687
1,673.2,0.02247252148316886,0.00189690055215791
1,677.6,0.02237707820595166,0.00197207316930474
1,681.9,0.02053155195595163,0.00215774693791632
1,686.1,0.01739071964064583,0.00215805561346481
1,690,0.01371741064983553,0.00213530311792507
1,693.9,0.0102241449362424,0.00201079133335271
1,697.8,0.00739457671381143,0.00159880137109524
1,701.8,0.0053770977393469,0.00105128734135622
1,705.5,0.0041742680853108,7.845832811912106e-4
1,709.1,0.0034231625462441,8.436438059613101e-4
1,712.8,0.00303906563610733,7.765761074129138e-4
1,716.6,0.00288575768142949,8.88102898008484e-4
1,719.8,0.00282460004002388,6.674999826262588e-4
1,723.2,0.00297186913332797,8.035497023210959e-4
1,726.5,0.00304015377629571,7.163736215860814e-4
1,729.4,0.00297632808522644,8.53746758654224e-4
1,732.3,0.00310912315502859,8.683343601504367e-4
1,735.3,0.0029634621387602,7.579964582586068e-4
1,738.3,0.00294617343470857,4.541403424630604e-4
1,741.3,0.00259084164830171,7.653202344560898e-4
1,744.2,0.00235322531391288,6.583497411818856e-4
1,746.7,0.00212867918189396,0.00105052337428667
1,749.4,0.00148588170222946,5.528127533126329e-4
2,400,0.036085852856118,0.00461442385663872
2,404.6,0.037451783272785,0.00409100867191179
2,408.7,0.03883168193539133,0.00387120640118127
2,412.5,0.03943474143640633,0.00458922977793583
2,416.9,0.04018835485205799,0.00381884209454822
2,421.4,0.041397774852058,0.00521111785043671
2,426.5,0.04205367151872467,0.00536208517312644
2,430.9,0.04299668193539133,0.0053668697190344
2,435.5,0.04319455193539134,0.00566516255248081
2,439.8,0.04269218776872467,0.00451563117252649
2,444.8,0.04083551443539133,0.00492563574065864
2,449.9,0.03840715776872466,0.0036720310113925
2,455,0.03615323276872467,0.00294328165293349
2,459.4,0.03402688443539133,0.0032820676099367
2,463.8,0.03215117318539143,0.00340997887044009
2,468.7,0.03018967193539143,0.0027965444669795
2,470,0.0297601568410518,0.00281023909179987
2,474,0.02843857193539143,0.00285321828603321
2,479.2,0.02715754193539143,0.00254093696095405
2,484.1,0.02650883818539143,0.00259393375620522
2,489.2,0.0260543086020581,0.00232221586478119
2,493.9,0.02535902818539143,0.00231137347471309
2,498.9,0.0244507861020581,0.002125134573871
2,503.8,0.02315736443539143,0.00189504517529104
2,508.7,0.02182225160611816,0.00156134883934071
2,514,0.02033946827278483,0.00139795638398136
2,519.7,0.0190189236894515,0.00111392696384261
2,524.8,0.01783357827278483,9.71799513218668e-4
2,529.9,0.01678581151872476,7.757891488626833e-4
2,532,0.01635889101340561,7.866981608263637e-4
2,534.6,0.01583032276872477,8.015622314405107e-4
2,539.6,0.01485763568539143,6.489509200675362e-4
2,544.4,0.01384149026872476,5.832049976565271e-4
2,549.7,0.0127802073520581,5.100207584648411e-4
2,554.6,0.01179410818539143,4.773318948913339e-4
2,560.1,0.01080747526872476,4.981149422488903e-4
2,565.2,0.01007231026872476,4.5455432303459514e-4
2,569.8,0.0095680461020581,4.310578277404851e-4
2,574.2,0.00925677077278483,4.2298444917658303e-4
2,579,0.0090301893581482,4.1120912532662343e-4
2,583.4,0.0088442534475716,4.651632340508701e-4
2,587.8,0.0086846509052857,4.315242388441599e-4
2,592.7,0.00832300467783946,3.42010714026281e-4
2,597.4,0.00822194873738059,3.922271259177598e-4
2,602.1,0.00819720405932533,3.4298522803386937e-4
2,607,0.00831294405932533,4.218102362474784e-4
2,612,0.00861787147193193,4.928786649283632e-4
2,616.9,0.00892366927865146,3.581737103342957e-4
2,621.9,0.00920430893922806,3.7160766548317056e-4
2,626.5,0.00930022136423826,3.0169334050032153e-4
2,631.2,0.00922041664107553,2.6142201263718647e-4
2,635.8,0.00895307423579743,2.166532276349863e-4
2,640.8,0.0086945373520581,1.888991152969292e-4
2,645.3,0.00865216526872476,2.097680222119117e-4
2,650.2,0.00945578276872476,1.6576817536728225e-4
2,654.9,0.01135373160611816,3.1199580356422674e-4
2,659.3,0.01436292239209053,5.678644171138139e-4
2,660,0.01493322883469811,6.128963531437827e-4
2,663.9,0.01811065044351156,8.655814171983121e-4
2,668.8,0.02145410035611816,0.00121137961017585
2,673.2,0.0233851786020581,0.00142826338182598
2,677.6,0.02330557601466469,0.00143992870161654
2,681.9,0.02132156559799803,0.00130317285727153
2,686.1,0.0179205600815344,9.610626798056212e-4
2,690,0.01391060943539143,6.491834692605738e-4
2,693.9,0.01019656137664186,3.392937770410878e-4
2,697.8,0.00718923318821303,7.062562816507361e-5
2,701.8,0.00515623312111993,2.3583918542367425e-4
2,705.5,0.00387915750035233,2.739164989759608e-4
2,709.1,0.0030826841151511,1.730657611130004e-4
2,712.8,0.00268420369172403,4.003197859771526e-4
2,716.6,0.00255779256238944,2.8872477922740376e-4
2,719.8,0.00248246882085425,5.411536205330111e-4
2,723.2,0.0025264525894692,5.292623924035477e-4
2,726.5,0.00275884432718684,5.852524635504535e-4
2,729.4,0.00264178261654895,4.631913331787163e-4
2,732.3,0.00271355791425461,4.375808948821357e-4
2,735.3,0.00260612288494047,4.647854587128412e-4
2,738.3,0.00243022840422573,5.279482668233892e-4
2,741.3,0.00220400896297529,4.6929992888981945e-4
2,744.2,0.00182807212377531,3.732149239451378e-4
2,746.7,0.00163886919413689,4.929131131755926e-4
2,749.4,0.00104150964744626,3.2461196507520577e-4
3,400,0.042865401352962663,0.00425735571475391
3,404.6,0.04423116010296266,0.00445364379013939
3,408.7,0.046156377950817,0.00569154542460021
3,412.5,0.04751787317635334,0.00555228020572863
3,416.9,0.049293830450817,0.00417191332941902
3,421.4,0.050883519200817,0.00531125074724434
3,426.5,0.05204862628415033,0.00536509469284192
3,430.9,0.05284958711748366,0.00502291180574052
3,435.5,0.05336416836748366,0.00467007940360464
3,439.8,0.05253157128415033,0.00474789816716786
3,444.8,0.050509014200817,0.00493985907576137
3,449.9,0.04770716753415033,0.00450961014283112
3,455,0.044851369200817,0.00437573127639685
3,459.4,0.04296173836748366,0.00440636820474412
3,463.8,0.04014317753415033,0.00463706775186508
3,468.7,0.03773205961748367,0.00369341525349885
3,470,0.03717710801371007,0.0037293684700988
3,474,0.035469564617483663,0.00384089094268654
3,479.2,0.03390307961748367,0.00364127453923486
3,484.1,0.0332458412841502,0.00394769578077578
3,489.2,0.03291528336748353,0.00384088743129775
3,493.9,0.03188909920081687,0.00355954340841875
3,498.9,0.0302305350341502,0.00314266316569972
3,503.8,0.0279809337841502,0.00266410886045142
3,508.7,0.02571629426962919,0.00207362929024485
3,514,0.0234381292696292,0.00175339895442366
3,519.7,0.02145170593629586,0.00147316090503243
3,524.8,0.01984883885296253,0.00146873165012008
3,529.9,0.01843594670081686,0.00123343156941413
3,532,0.01787860986571048,0.0012077850150367
3,534.6,0.0171885737841502,0.00117638954163661
3,539.6,0.0160286137841502,0.00122000455425569
3,544.4,0.0148321287841502,0.00122941412226841
3,549.7,0.01363807211748353,0.00121219871361116
3,554.6,0.01251818211748353,0.00105321791725133
3,560.1,0.01146050211748353,0.00111888593218627
3,565.2,0.0106579787841502,0.00106872016279109
3,569.8,0.01012221795081686,0.00105073382413395
3,574.2,0.00980217593629586,0.00107034190862449
3,579,0.00959011513736866,0.00107015998131644
3,583.4,0.0093981860739205,0.00101710384760494
3,587.8,0.00922685178799723,0.0010898240915168
3,592.7,0.00888775717944173,9.346027980913856e-4
3,597.4,0.0087490182161507,9.32391002096372e-4
3,602.1,0.00873315363894003,0.00100572807374095
3,607,0.0089822478056067,9.027198713517764e-4
3,612,0.00936577648679436,9.224665171594736e-4
3,616.9,0.00979796644320419,9.5212844934098e-4
3,621.9,0.01015133092331906,0.00106905027386896
3,626.5,0.01033575482392046,9.451536000235088e-4
3,631.2,0.01022737488048743,9.078407237126358e-4
3,635.8,0.00992294987436476,7.856849904315812e-4
3,640.8,0.00960995461748353,8.187246713774085e-4
3,645.3,0.00961778336748353,7.93292541107993e-4
3,650.2,0.01052463711748353,8.590974139864828e-4
3,654.9,0.01277083676962916,9.757483647127676e-4
3,659.3,0.01634932260602386,0.00128065082366179
3,660,0.01703047232617442,0.00131566854580007
3,663.9,0.0208254493384415,0.00151695583261569
3,668.8,0.02494574010296249,0.00177250588904528
3,673.2,0.02731728878415019,0.00204181219727973
3,677.6,0.02730452538200453,0.00204136432879177
3,681.9,0.02492961246533786,0.00195266581877926
3,686.1,0.0207869575937785,0.00166195579775359
3,690,0.0159351325341502,0.00121824771909827
3,693.9,0.01145379004333423,9.323095740628488e-4
3,697.8,0.007889165281116,6.887155855444063e-4
3,701.8,0.00546967555636526,6.079990170972137e-4
3,705.5,0.00398540530181393,5.936163970952532e-4
3,709.1,0.00312426437677605,5.13091413848117e-4
3,712.8,0.00265817756796054,4.904890550315087e-4
3,716.6,0.0025267675664977,5.996132466343772e-4
3,719.8,0.00251336914072837,5.396173552924895e-4
3,723.2,0.00248571005365653,5.70846242837684e-4
3,726.5,0.00285732959120539,9.675711683180616e-4
3,729.4,0.00275116795748202,7.908769767280924e-4
3,732.3,0.00271704189102673,6.243516522464165e-4
3,735.3,0.00269524260743338,7.735004640579748e-4
3,738.3,0.00250650355929188,6.51808633049585e-4
3,741.3,0.00226531105010787,6.93186623781937e-4
3,744.2,0.00183355804319951,7.289801261074506e-4
3,746.7,0.00142463595753627,7.434202171862265e-4
3,749.4,0.00106032849952797,6.981217118311073e-4
4,400,0.04723188123410934,0.00295509492244439
4,404.6,0.048110824150776,0.00272204508062827
4,408.7,0.049455905358755,0.00400800887384989
4,412.5,0.050643650160927,0.00366014065979946
4,416.9,0.05257915994208833,0.00437818102363517
4,421.4,0.05440662494208833,0.00390827781677127
4,426.5,0.05597846369208834,0.0042774266005639
4,430.9,0.05715521827542166,0.00363247203117328
4,435.5,0.05759981327542166,0.00322557607597006
4,439.8,0.05715446952542166,0.00273458765113599
4,444.8,0.05487635702542167,0.00314591524821149
4,449.9,0.052367769108755,0.00251248556781519
4,455,0.04951063202542166,0.00103122815284501
4,459.4,0.04720322244208833,0.00230323788862401
4,463.8,0.04428499994208833,0.00223531230917751
4,468.7,0.041642671608755,0.00213546063149582
4,470,0.04109223392793738,0.00210907001211331
4,474,0.03939857952542167,0.00202795949871632
4,479.2,0.03778129119208833,0.00189874734644261
4,484.1,0.03722590452542167,0.00208109475612454
4,489.2,0.036662550358755,0.00214479848018194
4,493.9,0.03545128744208833,0.00226620086096814
4,498.9,0.03352652827542166,0.00180840274933255
4,503.8,0.03096598119208833,0.0015635149011515
4,508.7,0.02819596748410939,0.00147544293729964
4,514,0.02568710581744273,0.00146197860720916
4,519.7,0.02338661206744273,0.00153833844882278
4,524.8,0.02157974665077607,0.00158699057317845
4,529.9,0.020064677858755,0.00158231181334182
4,532,0.01945452025237202,0.00153721408601993
4,534.6,0.01869908702542166,0.00148628933549746
4,539.6,0.01748101202542166,0.00149522546416284
4,544.4,0.01626009577542166,0.00140306397565675
4,549.7,0.01505201869208833,0.00136209492240158
4,554.6,0.01388678619208833,0.00143076905890246
4,560.1,0.012809485358755,0.00131833892763767
4,565.2,0.01198601702542166,0.00127213812802758
4,569.8,0.01143722869208833,0.00124374114079092
4,574.2,0.01111970456744273,0.00124352269529067
4,579,0.01093518625511993,0.00124973640560013
4,583.4,0.01072712631815153,0.00117843534588584
4,587.8,0.01060985756465823,0.00122197706719622
