time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/08/17 00:29:06.362, 160, 229, 222
2022/08/17 00:29:07.868, 142, 204, 219
2022/08/17 00:29:09.374, 125, 219, 273
2022/08/17 00:29:10.880, 124, 229, 268
2022/08/17 00:29:12.386, 145, 230, 219
2022/08/17 00:29:13.892, 129, 229, 198
2022/08/17 00:29:15.398, 139, 231, 242
2022/08/17 00:29:16.904, 159, 238, 246
2022/08/17 00:29:18.410, 118, 230, 239
2022/08/17 00:29:19.916, 141, 229, 259
2022/08/17 00:29:21.422, 135, 258, 228
2022/08/17 00:29:22.928, 140, 238, 230
2022/08/17 00:29:24.434, 120, 240, 223
2022/08/17 00:29:25.940, 113, 224, 234
2022/08/17 00:29:27.446, 160, 221, 242
2022/08/17 00:29:28.952, 141, 225, 210
2022/08/17 00:29:30.458, 132, 222, 210
2022/08/17 00:29:31.964, 170, 240, 257
2022/08/17 00:29:33.470, 140, 249, 249
2022/08/17 00:29:34.976, 192, 223, 239
2022/08/17 00:29:36.482, 113, 214, 207
2022/08/17 00:29:37.987, 109, 227, 196
2022/08/17 00:29:39.493, 121, 212, 216
2022/08/17 00:29:40.999, 146, 243, 232
2022/08/17 00:29:42.517, 144, 216, 225
2022/08/17 00:29:44.010, 137, 244, 191
2022/08/17 00:29:45.526, 125, 243, 247
2022/08/17 00:29:47.022, 152, 241, 263
2022/08/17 00:29:48.528, 127, 255, 224
2022/08/17 00:29:50.034, 166, 230, 277
2022/08/17 00:29:51.540, 143, 230, 242
2022/08/17 00:29:53.046, 163, 225, 241
2022/08/17 00:29:54.552, 146, 239, 214
2022/08/17 00:29:56.058, 120, 226, 195
2022/08/17 00:29:57.564, 145, 221, 226
2022/08/17 00:29:59.070, 146, 215, 222
2022/08/17 00:30:00.576, 123, 227, 230
2022/08/17 00:30:02.082, 136, 229, 233
2022/08/17 00:30:03.588, 149, 245, 218
2022/08/17 00:30:05.094, 129, 233, 250
2022/08/17 00:30:06.600, 137, 231, 259
2022/08/17 00:30:08.106, 116, 214, 202
2022/08/17 00:30:09.612, 114, 228, 235
2022/08/17 00:30:11.118, 124, 213, 222
2022/08/17 00:30:12.624, 128, 222, 228
2022/08/17 00:30:14.130, 165, 235, 234
2022/08/17 00:30:15.636, 146, 216, 201
2022/08/17 00:30:17.142, 122, 229, 207
