time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/08/16 15:47:41.275, 98, 96, 82
2022/08/16 15:47:42.778, 89, 121, 96
2022/08/16 15:47:44.283, 119, 77, 117
2022/08/16 15:47:45.786, 89, 94, 87
2022/08/16 15:47:47.290, 128, 90, 71
2022/08/16 15:47:48.793, 58, 85, 83
2022/08/16 15:47:50.298, 73, 111, 109
2022/08/16 15:47:51.802, 50, 104, 94
2022/08/16 15:47:53.306, 86, 93, 120
2022/08/16 15:47:54.811, 79, 106, 112
2022/08/16 15:47:56.314, 88, 97, 59
2022/08/16 15:47:57.819, 74, 97, 112
2022/08/16 15:47:59.323, 93, 116, 108
2022/08/16 15:48:00.827, 85, 143, 59
2022/08/16 15:48:02.332, 107, 106, 89
2022/08/16 15:48:03.837, 99, 124, 120
2022/08/16 15:48:05.341, 93, 111, 56
2022/08/16 15:48:06.844, 96, 98, 66
2022/08/16 15:48:08.348, 131, 96, 92
2022/08/16 15:48:09.853, 104, 90, 101
2022/08/16 15:48:11.358, 96, 115, 110
2022/08/16 15:48:12.863, 97, 103, 111
2022/08/16 15:48:14.367, 95, 103, 88
2022/08/16 15:48:15.872, 124, 130, 64
2022/08/16 15:48:17.376, 75, 90, 106
2022/08/16 15:48:18.880, 69, 110, 95
2022/08/16 15:48:20.384, 109, 88, 85
2022/08/16 15:48:21.888, 72, 121, 77
2022/08/16 15:48:23.394, 107, 116, 120
2022/08/16 15:48:24.898, 104, 111, 99
2022/08/16 15:48:26.403, 92, 107, 86
2022/08/16 15:48:27.907, 88, 109, 117
2022/08/16 15:48:29.411, 86, 87, 87
2022/08/16 15:48:30.915, 92, 105, 99
2022/08/16 15:48:32.420, 113, 106, 77
2022/08/16 15:48:33.924, 71, 98, 108
2022/08/16 15:48:35.428, 107, 100, 82
2022/08/16 15:48:36.931, 87, 94, 84
2022/08/16 15:48:38.434, 94, 97, 96
2022/08/16 15:48:39.939, 118, 100, 98
2022/08/16 15:48:41.442, 63, 94, 70
2022/08/16 15:48:42.945, 77, 118, 86
2022/08/16 15:48:44.449, 91, 111, 73
2022/08/16 15:48:45.952, 86, 99, 86
2022/08/16 15:48:47.456, 77, 120, 68
2022/08/16 15:48:48.961, 106, 102, 85
2022/08/16 15:48:50.466, 107, 102, 97
2022/08/16 15:48:51.971, 80, 100, 105
2022/08/16 15:48:53.475, 70, 95, 112
2022/08/16 15:48:54.979, 102, 88, 86
2022/08/16 15:48:56.483, 74, 111, 58
2022/08/16 15:48:57.988, 90, 119, 117
2022/08/16 15:48:59.492, 80, 83, 115
2022/08/16 15:49:00.998, 122, 120, 105
2022/08/16 15:49:02.502, 57, 104, 72
2022/08/16 15:49:04.007, 102, 104, 73
2022/08/16 15:49:05.511, 86, 106, 64
2022/08/16 15:49:07.015, 87, 118, 48
2022/08/16 15:49:08.518, 87, 97, 85
2022/08/16 15:49:10.023, 75, 121, 146
2022/08/16 15:49:11.526, 82, 94, 91
2022/08/16 15:49:13.030, 93, 112, 98
2022/08/16 15:49:14.534, 86, 115, 74
2022/08/16 15:49:16.038, 94, 99, 109
2022/08/16 15:49:17.542, 72, 96, 72
2022/08/16 15:49:19.046, 92, 104, 112
2022/08/16 15:49:20.551, 105, 112, 80
2022/08/16 15:49:22.056, 101, 90, 83
2022/08/16 15:49:23.559, 103, 88, 66
2022/08/16 15:49:25.063, 82, 81, 99
2022/08/16 15:49:26.568, 82, 125, 129
2022/08/16 15:49:28.072, 78, 124, 83
2022/08/16 15:49:29.576, 98, 101, 97
2022/08/16 15:49:31.080, 85, 116, 91
2022/08/16 15:49:32.584, 95, 124, 96
2022/08/16 15:49:34.088, 78, 84, 111
2022/08/16 15:49:35.592, 73, 92, 114
2022/08/16 15:49:37.097, 107, 109, 107
2022/08/16 15:49:38.601, 62, 139, 87
2022/08/16 15:49:40.104, 97, 106, 85
2022/08/16 15:49:41.607, 91, 83, 76
2022/08/16 15:49:43.110, 86, 87, 84
2022/08/16 15:49:44.614, 42, 110, 91
2022/08/16 15:49:46.118, 91, 124, 79
2022/08/16 15:49:47.622, 83, 94, 113
2022/08/16 15:49:49.126, 75, 124, 76
2022/08/16 15:49:50.629, 92, 84, 88
2022/08/16 15:49:52.134, 80, 117, 101
2022/08/16 15:49:53.639, 79, 125, 105
2022/08/16 15:49:55.143, 116, 97, 85
2022/08/16 15:49:56.646, 74, 66, 92
2022/08/16 15:49:58.152, 105, 110, 104
2022/08/16 15:49:59.657, 119, 87, 154
2022/08/16 15:50:01.162, 106, 100, 107
2022/08/16 15:50:02.666, 85, 107, 90
2022/08/16 15:50:04.170, 86, 111, 88
2022/08/16 15:50:05.675, 78, 118, 101
