time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/08/17 10:02:01.837, 105, 116, 92
2022/08/17 10:02:03.341, 117, 104, 114
2022/08/17 10:02:04.846, 107, 121, 73
2022/08/17 10:02:06.350, 127, 124, 109
2022/08/17 10:02:07.853, 85, 98, 78
2022/08/17 10:02:09.358, 109, 126, 105
2022/08/17 10:02:10.862, 83, 123, 91
2022/08/17 10:02:12.366, 118, 120, 99
2022/08/17 10:02:13.870, 115, 112, 88
2022/08/17 10:02:15.375, 90, 109, 117
2022/08/17 10:02:16.880, 111, 110, 107
2022/08/17 10:02:18.385, 92, 124, 110
2022/08/17 10:02:19.890, 110, 133, 135
2022/08/17 10:02:21.395, 106, 109, 86
2022/08/17 10:02:22.899, 76, 113, 102
2022/08/17 10:02:24.403, 97, 124, 71
2022/08/17 10:02:25.907, 77, 126, 88
2022/08/17 10:02:27.412, 111, 114, 102
2022/08/17 10:02:28.917, 117, 142, 70
2022/08/17 10:02:30.421, 94, 121, 85
2022/08/17 10:02:31.925, 96, 94, 125
2022/08/17 10:02:33.428, 97, 119, 73
2022/08/17 10:02:34.933, 105, 101, 94
2022/08/17 10:02:36.437, 116, 125, 96
2022/08/17 10:02:37.941, 95, 124, 76
2022/08/17 10:02:39.446, 103, 121, 79
2022/08/17 10:02:40.950, 98, 126, 121
2022/08/17 10:02:42.455, 84, 108, 115
2022/08/17 10:02:43.959, 95, 138, 128
2022/08/17 10:02:45.464, 94, 108, 110
2022/08/17 10:02:46.969, 95, 119, 102
2022/08/17 10:02:48.474, 107, 117, 93
2022/08/17 10:02:49.978, 66, 111, 83
2022/08/17 10:02:51.482, 68, 97, 102
2022/08/17 10:02:52.987, 111, 123, 85
2022/08/17 10:02:54.492, 136, 122, 89
2022/08/17 10:02:55.997, 108, 126, 91
2022/08/17 10:02:57.501, 51, 127, 101
2022/08/17 10:02:59.005, 52, 101, 87
2022/08/17 10:03:00.510, 118, 115, 96
2022/08/17 10:03:02.015, 99, 116, 100
2022/08/17 10:03:03.519, 92, 107, 94
2022/08/17 10:03:05.023, 83, 136, 78
2022/08/17 10:03:06.528, 120, 116, 93
2022/08/17 10:03:08.033, 106, 144, 87
2022/08/17 10:03:09.538, 102, 112, 97
2022/08/17 10:03:11.043, 107, 115, 94
