time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/19 05:55:58.144, 98, 104, 79
2022/05/19 05:55:59.649, 84, 116, 84
2022/05/19 05:56:01.153, 87, 106, 79
2022/05/19 05:56:02.657, 90, 123, 107
2022/05/19 05:56:04.162, 66, 97, 101
2022/05/19 05:56:05.666, 90, 106, 112
2022/05/19 05:56:07.170, 86, 88, 84
2022/05/19 05:56:08.675, 104, 104, 87
2022/05/19 05:56:10.179, 94, 95, 88
2022/05/19 05:56:11.682, 84, 93, 94
2022/05/19 05:56:13.188, 104, 108, 99
2022/05/19 05:56:14.692, 80, 116, 67
2022/05/19 05:56:16.195, 85, 94, 71
2022/05/19 05:56:17.700, 83, 105, 79
2022/05/19 05:56:19.204, 94, 114, 86
2022/05/19 05:56:20.708, 81, 102, 83
2022/05/19 05:56:22.213, 77, 111, 94
2022/05/19 05:56:23.716, 96, 95, 84
2022/05/19 05:56:25.221, 103, 106, 98
2022/05/19 05:56:26.727, 101, 108, 87
2022/05/19 05:56:28.231, 88, 104, 89
2022/05/19 05:56:29.736, 79, 104, 82
2022/05/19 05:56:31.240, 82, 114, 89
2022/05/19 05:56:32.746, 102, 101, 92
2022/05/19 05:56:34.250, 90, 100, 81
2022/05/19 05:56:35.754, 78, 105, 103
2022/05/19 05:56:37.260, 87, 102, 100
2022/05/19 05:56:38.772, 75, 107, 88
2022/05/19 05:56:40.268, 84, 114, 94
2022/05/19 05:56:41.777, 85, 91, 92
2022/05/19 05:56:43.276, 96, 112, 99
2022/05/19 05:56:44.781, 87, 107, 102
2022/05/19 05:56:46.285, 92, 99, 96
2022/05/19 05:56:47.789, 89, 106, 84
2022/05/19 05:56:49.293, 73, 79, 80
2022/05/19 05:56:50.798, 72, 111, 111
2022/05/19 05:56:52.303, 90, 105, 104
2022/05/19 05:56:53.812, 79, 112, 105
2022/05/19 05:56:55.313, 106, 95, 69
2022/05/19 05:56:56.817, 95, 102, 92
2022/05/19 05:56:58.321, 87, 100, 94
2022/05/19 05:56:59.825, 85, 106, 84
2022/05/19 05:57:01.328, 94, 95, 87
2022/05/19 05:57:02.832, 99, 121, 86
2022/05/19 05:57:04.336, 90, 109, 86
2022/05/19 05:57:05.839, 96, 95, 91
2022/05/19 05:57:07.344, 92, 90, 102
2022/05/19 05:57:08.848, 90, 102, 83
2022/05/19 05:57:10.352, 81, 108, 97
2022/05/19 05:57:11.856, 87, 97, 84
2022/05/19 05:57:13.361, 81, 100, 104
2022/05/19 05:57:14.864, 96, 94, 73
2022/05/19 05:57:16.369, 83, 114, 92
2022/05/19 05:57:17.873, 88, 105, 89
2022/05/19 05:57:19.378, 83, 113, 93
2022/05/19 05:57:20.881, 93, 82, 83
2022/05/19 05:57:22.386, 83, 102, 104
2022/05/19 05:57:23.890, 85, 91, 85
2022/05/19 05:57:25.394, 83, 114, 83
2022/05/19 05:57:26.898, 86, 110, 92
2022/05/19 05:57:28.403, 100, 97, 95
2022/05/19 05:57:29.908, 82, 105, 113
2022/05/19 05:57:31.411, 78, 96, 87
2022/05/19 05:57:32.915, 91, 96, 87
2022/05/19 05:57:34.419, 92, 108, 88
2022/05/19 05:57:35.923, 87, 97, 85
