time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/18 18:20:05.147, 111, 147, 132
2022/05/18 18:20:06.651, 97, 150, 129
2022/05/18 18:20:08.157, 109, 148, 130
2022/05/18 18:20:09.663, 103, 147, 130
2022/05/18 18:20:11.169, 114, 147, 130
2022/05/18 18:20:12.675, 111, 145, 127
2022/05/18 18:20:14.181, 101, 147, 133
2022/05/18 18:20:15.687, 118, 145, 136
2022/05/18 18:20:17.193, 107, 148, 122
2022/05/18 18:20:18.699, 113, 149, 123
2022/05/18 18:20:20.205, 116, 141, 121
2022/05/18 18:20:21.711, 103, 143, 123
2022/05/18 18:20:23.217, 112, 147, 121
2022/05/18 18:20:24.723, 114, 153, 123
2022/05/18 18:20:26.229, 106, 153, 124
2022/05/18 18:20:27.735, 115, 144, 121
2022/05/18 18:20:29.240, 112, 148, 123
2022/05/18 18:20:30.747, 110, 149, 120
2022/05/18 18:20:32.252, 116, 143, 123
2022/05/18 18:20:33.757, 103, 146, 120
2022/05/18 18:20:35.261, 115, 146, 124
2022/05/18 18:20:36.765, 108, 145, 107
2022/05/18 18:20:38.269, 107, 145, 131
2022/05/18 18:20:39.773, 112, 149, 129
2022/05/18 18:20:41.277, 117, 152, 121
2022/05/18 18:20:42.782, 106, 147, 126
2022/05/18 18:20:44.286, 121, 144, 124
2022/05/18 18:20:45.791, 106, 151, 125
2022/05/18 18:20:47.296, 108, 140, 124
2022/05/18 18:20:48.801, 118, 150, 127
2022/05/18 18:20:50.306, 110, 143, 140
2022/05/18 18:20:51.811, 106, 145, 138
2022/05/18 18:20:53.316, 119, 151, 125
2022/05/18 18:20:54.821, 106, 149, 126
2022/05/18 18:20:56.327, 113, 145, 121
2022/05/18 18:20:57.832, 120, 140, 129
2022/05/18 18:20:59.337, 108, 144, 127
2022/05/18 18:21:00.842, 122, 144, 124
2022/05/18 18:21:02.347, 106, 165, 123
2022/05/18 18:21:03.853, 106, 149, 119
2022/05/18 18:21:05.358, 116, 141, 120
2022/05/18 18:21:06.864, 111, 150, 126
2022/05/18 18:21:08.369, 112, 142, 125
2022/05/18 18:21:09.875, 113, 149, 134
2022/05/18 18:21:11.381, 113, 144, 122
2022/05/18 18:21:12.886, 106, 149, 134
2022/05/18 18:21:14.392, 113, 146, 124
2022/05/18 18:21:15.898, 127, 145, 123
2022/05/18 18:21:17.404, 106, 156, 111
2022/05/18 18:21:18.909, 110, 152, 124
2022/05/18 18:21:20.415, 120, 142, 123
2022/05/18 18:21:21.921, 104, 143, 119
2022/05/18 18:21:23.427, 110, 147, 123
2022/05/18 18:21:24.933, 118, 152, 121
2022/05/18 18:21:26.438, 95, 145, 115
2022/05/18 18:21:27.944, 103, 148, 124
2022/05/18 18:21:29.450, 116, 131, 125
2022/05/18 18:21:30.956, 105, 148, 131
2022/05/18 18:21:32.462, 101, 147, 111
2022/05/18 18:21:33.967, 115, 147, 134
2022/05/18 18:21:35.473, 105, 143, 126
2022/05/18 18:21:36.979, 105, 154, 133
2022/05/18 18:21:38.485, 122, 151, 131
2022/05/18 18:21:39.992, 102, 151, 121
2022/05/18 18:21:41.497, 103, 146, 121
2022/05/18 18:21:43.003, 119, 146, 125
2022/05/18 18:21:44.509, 107, 151, 126
2022/05/18 18:21:46.015, 116, 155, 123
2022/05/18 18:21:47.521, 115, 147, 130
2022/05/18 18:21:49.027, 111, 149, 125
2022/05/18 18:21:50.533, 119, 149, 123
2022/05/18 18:21:52.039, 106, 150, 128
2022/05/18 18:21:53.544, 109, 152, 127
2022/05/18 18:21:55.050, 119, 152, 130
2022/05/18 18:21:56.556, 102, 150, 125
2022/05/18 18:21:58.062, 118, 155, 126
2022/05/18 18:21:59.568, 118, 146, 125
2022/05/18 18:22:01.073, 102, 149, 129
2022/05/18 18:22:02.579, 113, 146, 123
2022/05/18 18:22:04.085, 118, 145, 124
2022/05/18 18:22:05.590, 106, 145, 127
2022/05/18 18:22:07.096, 107, 147, 122
2022/05/18 18:22:08.602, 117, 148, 121
2022/05/18 18:22:10.108, 114, 147, 119
2022/05/18 18:22:11.614, 104, 143, 113
2022/05/18 18:22:13.120, 115, 148, 130
2022/05/18 18:22:14.626, 107, 158, 126
2022/05/18 18:22:16.131, 102, 149, 124
2022/05/18 18:22:17.637, 116, 150, 126
2022/05/18 18:22:19.143, 102, 146, 126
2022/05/18 18:22:20.649, 115, 150, 126
2022/05/18 18:22:22.155, 111, 145, 124
2022/05/18 18:22:23.661, 109, 153, 126
2022/05/18 18:22:25.167, 116, 152, 128
2022/05/18 18:22:26.673, 111, 150, 128
2022/05/18 18:22:28.179, 108, 150, 164
2022/05/18 18:22:29.685, 132, 158, 127
2022/05/18 18:22:31.191, 112, 151, 130
2022/05/18 18:22:32.697, 107, 161, 128
2022/05/18 18:22:34.203, 125, 157, 126
2022/05/18 18:22:35.709, 120, 146, 116
