time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/19 08:38:32.551, 114, 143, 126
2022/05/19 08:38:34.048, 108, 144, 108
2022/05/19 08:38:35.554, 100, 132, 144
2022/05/19 08:38:37.059, 112, 172, 117
2022/05/19 08:38:38.565, 118, 163, 140
2022/05/19 08:38:40.071, 113, 130, 119
2022/05/19 08:38:41.576, 109, 163, 139
2022/05/19 08:38:43.082, 122, 132, 125
2022/05/19 08:38:44.588, 120, 153, 131
2022/05/19 08:38:46.092, 99, 148, 111
2022/05/19 08:38:47.598, 120, 156, 133
2022/05/19 08:38:49.103, 92, 134, 135
2022/05/19 08:38:50.609, 111, 147, 143
2022/05/19 08:38:52.114, 95, 148, 138
2022/05/19 08:38:53.619, 109, 136, 148
2022/05/19 08:38:55.125, 113, 146, 152
2022/05/19 08:38:56.630, 111, 159, 127
2022/05/19 08:38:58.135, 124, 153, 94
2022/05/19 08:38:59.641, 121, 142, 125
2022/05/19 08:39:01.146, 115, 148, 121
2022/05/19 08:39:02.651, 98, 156, 131
2022/05/19 08:39:04.156, 114, 130, 126
2022/05/19 08:39:05.662, 125, 173, 129
2022/05/19 08:39:07.167, 119, 138, 125
2022/05/19 08:39:08.673, 103, 142, 112
2022/05/19 08:39:10.179, 114, 155, 141
2022/05/19 08:39:11.684, 116, 156, 111
2022/05/19 08:39:13.190, 101, 154, 133
2022/05/19 08:39:14.696, 101, 144, 159
2022/05/19 08:39:16.201, 117, 149, 118
2022/05/19 08:39:17.707, 126, 152, 125
2022/05/19 08:39:19.212, 110, 149, 111
2022/05/19 08:39:20.718, 104, 156, 139
2022/05/19 08:39:22.224, 122, 155, 125
2022/05/19 08:39:23.729, 119, 146, 123
2022/05/19 08:39:25.235, 105, 158, 113
2022/05/19 08:39:26.740, 92, 159, 129
2022/05/19 08:39:28.245, 112, 145, 114
2022/05/19 08:39:29.751, 109, 159, 106
2022/05/19 08:39:31.257, 104, 125, 110
2022/05/19 08:39:32.762, 116, 162, 106
2022/05/19 08:39:34.267, 113, 175, 82
2022/05/19 08:39:35.773, 113, 147, 125
