time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/19 06:54:01.486, 117, 190, 175
2022/05/19 06:54:02.991, 117, 168, 150
2022/05/19 06:54:04.497, 115, 169, 158
2022/05/19 06:54:06.003, 131, 159, 147
2022/05/19 06:54:07.509, 128, 161, 147
2022/05/19 06:54:09.015, 129, 194, 141
2022/05/19 06:54:10.521, 123, 177, 130
2022/05/19 06:54:12.027, 113, 197, 134
2022/05/19 06:54:13.533, 130, 170, 150
2022/05/19 06:54:15.039, 124, 164, 160
2022/05/19 06:54:16.545, 115, 182, 157
2022/05/19 06:54:18.051, 139, 175, 139
2022/05/19 06:54:19.557, 120, 191, 142
2022/05/19 06:54:21.062, 124, 175, 147
2022/05/19 06:54:22.569, 135, 180, 142
2022/05/19 06:54:24.074, 128, 175, 137
2022/05/19 06:54:25.580, 131, 177, 134
2022/05/19 06:54:27.086, 135, 194, 149
2022/05/19 06:54:28.592, 129, 169, 139
2022/05/19 06:54:30.098, 124, 163, 130
2022/05/19 06:54:31.604, 123, 164, 201
2022/05/19 06:54:33.110, 125, 172, 146
2022/05/19 06:54:34.616, 123, 175, 156
2022/05/19 06:54:36.122, 123, 181, 152
2022/05/19 06:54:37.654, 137, 167, 152
2022/05/19 06:54:39.134, 123, 178, 152
2022/05/19 06:54:40.640, 121, 174, 138
2022/05/19 06:54:42.146, 120, 166, 140
2022/05/19 06:54:43.654, 132, 176, 165
2022/05/19 06:54:45.158, 125, 171, 139
2022/05/19 06:54:46.664, 122, 177, 169
2022/05/19 06:54:48.170, 132, 167, 169
2022/05/19 06:54:49.676, 121, 172, 141
2022/05/19 06:54:51.181, 109, 175, 156
2022/05/19 06:54:52.688, 106, 184, 142
2022/05/19 06:54:54.193, 108, 167, 144
2022/05/19 06:54:55.699, 142, 168, 161
2022/05/19 06:54:57.205, 134, 161, 133
2022/05/19 06:54:58.711, 124, 169, 163
2022/05/19 06:55:00.217, 113, 171, 145
2022/05/19 06:55:01.722, 109, 176, 137
2022/05/19 06:55:03.228, 130, 181, 153
2022/05/19 06:55:04.734, 144, 186, 144
2022/05/19 06:55:06.240, 122, 176, 143
2022/05/19 06:55:07.746, 124, 182, 184
2022/05/19 06:55:09.252, 114, 170, 164
2022/05/19 06:55:10.758, 123, 193, 195
2022/05/19 06:55:12.264, 131, 188, 183
2022/05/19 06:55:13.770, 128, 185, 166
2022/05/19 06:55:15.276, 121, 170, 140
2022/05/19 06:55:16.782, 130, 190, 181
2022/05/19 06:55:18.287, 129, 162, 166
2022/05/19 06:55:19.793, 122, 162, 175
2022/05/19 06:55:21.299, 140, 179, 149
2022/05/19 06:55:22.805, 118, 186, 150
2022/05/19 06:55:24.311, 120, 163, 144
2022/05/19 06:55:25.817, 135, 208, 172
