time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/19 13:47:44.185, 97, 93, 61
2022/05/19 13:47:45.688, 76, 86, 98
2022/05/19 13:47:47.193, 93, 107, 73
2022/05/19 13:47:48.697, 79, 106, 101
2022/05/19 13:47:50.202, 97, 116, 109
2022/05/19 13:47:51.707, 104, 104, 83
2022/05/19 13:47:53.211, 98, 119, 76
2022/05/19 13:47:54.716, 92, 114, 101
2022/05/19 13:47:56.219, 83, 88, 70
2022/05/19 13:47:57.722, 72, 76, 77
2022/05/19 13:47:59.225, 93, 89, 73
2022/05/19 13:48:00.728, 88, 100, 62
2022/05/19 13:48:02.232, 87, 82, 68
2022/05/19 13:48:03.736, 59, 114, 103
2022/05/19 13:48:05.239, 93, 69, 93
2022/05/19 13:48:06.742, 80, 80, 82
2022/05/19 13:48:08.290, 79, 118, 62
2022/05/19 13:48:09.751, 89, 121, 101
2022/05/19 13:48:11.255, 83, 103, 81
2022/05/19 13:48:12.759, 91, 88, 78
2022/05/19 13:48:14.263, 101, 73, 62
2022/05/19 13:48:15.767, 76, 102, 68
2022/05/19 13:48:17.272, 103, 110, 94
2022/05/19 13:48:18.775, 90, 92, 60
2022/05/19 13:48:20.301, 106, 107, 77
2022/05/19 13:48:21.785, 77, 104, 102
2022/05/19 13:48:23.289, 106, 117, 85
2022/05/19 13:48:24.793, 95, 96, 70
2022/05/19 13:48:26.303, 87, 87, 66
2022/05/19 13:48:27.799, 80, 93, 79
2022/05/19 13:48:29.303, 76, 107, 86
2022/05/19 13:48:30.806, 84, 82, 87
2022/05/19 13:48:32.310, 77, 92, 89
2022/05/19 13:48:33.814, 75, 111, 91
2022/05/19 13:48:35.317, 85, 93, 69
2022/05/19 13:48:36.820, 69, 85, 86
2022/05/19 13:48:38.324, 87, 100, 77
2022/05/19 13:48:39.829, 81, 110, 90
2022/05/19 13:48:41.333, 107, 91, 66
2022/05/19 13:48:42.837, 92, 101, 72
2022/05/19 13:48:44.340, 96, 96, 64
2022/05/19 13:48:45.844, 84, 112, 49
2022/05/19 13:48:47.348, 85, 118, 83
2022/05/19 13:48:48.852, 67, 86, 113
2022/05/19 13:48:50.356, 91, 109, 85
2022/05/19 13:48:51.860, 90, 95, 92
2022/05/19 13:48:53.363, 95, 94, 77
2022/05/19 13:48:54.867, 83, 131, 105
2022/05/19 13:48:56.370, 79, 90, 87
2022/05/19 13:48:57.873, 90, 88, 86
2022/05/19 13:48:59.378, 73, 101, 105
2022/05/19 13:49:00.881, 76, 97, 94
2022/05/19 13:49:02.386, 108, 76, 108
2022/05/19 13:49:03.889, 90, 94, 62
2022/05/19 13:49:05.393, 94, 105, 102
2022/05/19 13:49:06.898, 100, 106, 63
2022/05/19 13:49:08.402, 82, 66, 88
2022/05/19 13:49:09.905, 94, 91, 85
2022/05/19 13:49:11.410, 109, 108, 67
2022/05/19 13:49:12.914, 101, 66, 85
2022/05/19 13:49:14.417, 70, 86, 95
2022/05/19 13:49:15.921, 96, 90, 103
2022/05/19 13:49:17.424, 72, 71, 89
2022/05/19 13:49:18.928, 73, 88, 58
2022/05/19 13:49:20.432, 95, 107, 77
2022/05/19 13:49:21.935, 94, 96, 85
2022/05/19 13:49:23.438, 96, 97, 92
