time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/19 04:01:46.314, 90, 88, 81
2022/05/19 04:01:47.818, 83, 86, 80
2022/05/19 04:01:49.321, 88, 96, 87
2022/05/19 04:01:50.825, 95, 100, 71
2022/05/19 04:01:52.329, 83, 93, 85
2022/05/19 04:01:53.833, 87, 105, 74
2022/05/19 04:01:55.338, 82, 109, 97
2022/05/19 04:01:56.841, 99, 99, 95
2022/05/19 04:01:58.345, 80, 117, 68
2022/05/19 04:01:59.849, 96, 102, 72
2022/05/19 04:02:01.382, 90, 102, 80
2022/05/19 04:02:02.857, 101, 99, 81
2022/05/19 04:02:04.361, 80, 98, 87
2022/05/19 04:02:05.865, 86, 100, 81
2022/05/19 04:02:07.377, 95, 100, 93
2022/05/19 04:02:08.873, 90, 101, 87
2022/05/19 04:02:10.380, 73, 101, 80
2022/05/19 04:02:11.882, 95, 113, 90
2022/05/19 04:02:13.398, 88, 101, 78
2022/05/19 04:02:14.891, 84, 113, 84
2022/05/19 04:02:16.397, 84, 107, 78
2022/05/19 04:02:17.900, 86, 112, 90
2022/05/19 04:02:19.416, 87, 105, 77
2022/05/19 04:02:20.908, 82, 99, 78
2022/05/19 04:02:22.425, 81, 100, 74
2022/05/19 04:02:23.916, 92, 111, 75
2022/05/19 04:02:25.421, 92, 103, 85
2022/05/19 04:02:26.924, 82, 91, 88
2022/05/19 04:02:28.432, 76, 97, 84
2022/05/19 04:02:29.932, 89, 112, 89
2022/05/19 04:02:31.437, 91, 100, 69
2022/05/19 04:02:32.942, 101, 104, 85
2022/05/19 04:02:34.445, 90, 99, 80
2022/05/19 04:02:35.949, 80, 101, 83
2022/05/19 04:02:37.453, 87, 96, 92
2022/05/19 04:02:38.957, 95, 116, 83
2022/05/19 04:02:40.461, 75, 89, 85
2022/05/19 04:02:41.964, 93, 92, 75
2022/05/19 04:02:43.469, 91, 105, 81
2022/05/19 04:02:44.973, 79, 103, 82
2022/05/19 04:02:46.477, 102, 99, 88
2022/05/19 04:02:47.982, 93, 101, 82
2022/05/19 04:02:49.485, 79, 94, 75
2022/05/19 04:02:50.990, 84, 103, 64
2022/05/19 04:02:52.494, 98, 100, 79
