time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/19 14:14:53.238, 108, 115, 101
2022/05/19 14:14:54.742, 110, 119, 94
2022/05/19 14:14:56.246, 117, 135, 68
2022/05/19 14:14:57.752, 100, 125, 106
2022/05/19 14:14:59.257, 97, 133, 103
2022/05/19 14:15:00.762, 117, 136, 109
2022/05/19 14:15:02.267, 101, 131, 106
2022/05/19 14:15:03.773, 100, 150, 110
2022/05/19 14:15:05.278, 97, 119, 119
2022/05/19 14:15:06.783, 92, 123, 108
2022/05/19 14:15:08.287, 77, 117, 101
2022/05/19 14:15:09.792, 95, 134, 101
2022/05/19 14:15:11.297, 102, 131, 94
2022/05/19 14:15:12.803, 108, 115, 127
2022/05/19 14:15:14.308, 75, 104, 106
2022/05/19 14:15:15.812, 93, 107, 95
2022/05/19 14:15:17.317, 117, 134, 111
2022/05/19 14:15:18.822, 98, 122, 105
2022/05/19 14:15:20.327, 93, 126, 113
2022/05/19 14:15:21.833, 124, 147, 100
2022/05/19 14:15:23.338, 106, 95, 101
2022/05/19 14:15:24.844, 106, 133, 113
2022/05/19 14:15:26.348, 121, 137, 95
2022/05/19 14:15:27.853, 117, 107, 88
2022/05/19 14:15:29.359, 108, 129, 101
2022/05/19 14:15:30.865, 108, 143, 116
2022/05/19 14:15:32.369, 89, 124, 97
2022/05/19 14:15:33.873, 95, 126, 99
2022/05/19 14:15:35.378, 115, 130, 112
2022/05/19 14:15:36.883, 93, 128, 96
2022/05/19 14:15:38.386, 120, 95, 93
2022/05/19 14:15:39.890, 86, 131, 83
2022/05/19 14:15:41.395, 105, 140, 94
2022/05/19 14:15:42.900, 105, 130, 89
2022/05/19 14:15:44.405, 108, 104, 98
2022/05/19 14:15:45.910, 96, 126, 101
2022/05/19 14:15:47.415, 104, 136, 103
2022/05/19 14:15:48.921, 109, 137, 106
2022/05/19 14:15:50.426, 117, 127, 97
2022/05/19 14:15:51.932, 115, 124, 124
2022/05/19 14:15:53.436, 96, 134, 68
2022/05/19 14:15:54.940, 93, 127, 130
2022/05/19 14:15:56.445, 110, 124, 81
2022/05/19 14:15:57.949, 108, 152, 85
2022/05/19 14:15:59.453, 95, 120, 95
2022/05/19 14:16:00.957, 97, 124, 98
2022/05/19 14:16:02.461, 92, 122, 111
2022/05/19 14:16:03.966, 93, 130, 108
2022/05/19 14:16:05.470, 90, 101, 93
2022/05/19 14:16:06.975, 80, 121, 101
2022/05/19 14:16:08.480, 98, 126, 104
2022/05/19 14:16:09.986, 103, 127, 112
2022/05/19 14:16:11.491, 110, 129, 105
2022/05/19 14:16:12.996, 93, 127, 101
2022/05/19 14:16:14.501, 81, 121, 115
