time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/18 16:38:50.624, 154, 204, 182
2022/05/18 16:38:52.129, 154, 218, 192
2022/05/18 16:38:53.635, 144, 212, 191
2022/05/18 16:38:55.141, 160, 213, 186
2022/05/18 16:38:56.646, 148, 219, 186
2022/05/18 16:38:58.152, 137, 218, 188
2022/05/18 16:38:59.657, 142, 217, 178
2022/05/18 16:39:01.163, 143, 221, 175
2022/05/18 16:39:02.668, 143, 209, 183
2022/05/18 16:39:04.173, 143, 214, 179
2022/05/18 16:39:05.679, 150, 231, 191
2022/05/18 16:39:07.184, 145, 215, 194
2022/05/18 16:39:08.690, 166, 218, 197
2022/05/18 16:39:10.195, 140, 211, 196
2022/05/18 16:39:11.701, 132, 232, 205
2022/05/18 16:39:13.207, 141, 223, 190
2022/05/18 16:39:14.712, 148, 222, 185
2022/05/18 16:39:16.218, 142, 220, 177
2022/05/18 16:39:17.724, 143, 219, 186
2022/05/18 16:39:19.229, 137, 218, 202
2022/05/18 16:39:20.735, 146, 216, 181
2022/05/18 16:39:22.241, 152, 228, 186
2022/05/18 16:39:23.746, 137, 208, 177
2022/05/18 16:39:25.252, 143, 219, 190
2022/05/18 16:39:26.758, 147, 214, 197
2022/05/18 16:39:28.263, 148, 215, 185
2022/05/18 16:39:29.769, 134, 218, 182
2022/05/18 16:39:31.275, 144, 225, 191
2022/05/18 16:39:32.780, 151, 215, 186
2022/05/18 16:39:34.286, 150, 209, 191
2022/05/18 16:39:35.792, 147, 217, 179
2022/05/18 16:39:37.298, 131, 219, 183
2022/05/18 16:39:38.803, 146, 216, 189
2022/05/18 16:39:40.309, 153, 213, 182
2022/05/18 16:39:41.815, 136, 212, 179
2022/05/18 16:39:43.320, 142, 208, 190
2022/05/18 16:39:44.826, 154, 224, 197
2022/05/18 16:39:46.332, 144, 221, 188
2022/05/18 16:39:47.838, 147, 221, 192
2022/05/18 16:39:49.343, 145, 210, 180
2022/05/18 16:39:50.849, 139, 215, 192
2022/05/18 16:39:52.354, 152, 215, 195
2022/05/18 16:39:53.860, 141, 216, 193
2022/05/18 16:39:55.366, 138, 217, 197
2022/05/18 16:39:56.872, 142, 217, 184
2022/05/18 16:39:58.377, 148, 224, 192
2022/05/18 16:39:59.883, 155, 212, 192
2022/05/18 16:40:01.388, 138, 214, 190
2022/05/18 16:40:02.894, 138, 229, 189
2022/05/18 16:40:04.399, 145, 214, 195
2022/05/18 16:40:05.904, 144, 202, 183
2022/05/18 16:40:07.410, 162, 216, 210
2022/05/18 16:40:08.915, 152, 214, 195
2022/05/18 16:40:10.421, 142, 215, 189
2022/05/18 16:40:11.927, 146, 222, 190
