time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/19 02:20:32.695, 105, 132, 108
2022/05/19 02:20:34.201, 111, 136, 101
2022/05/19 02:20:35.706, 115, 131, 97
2022/05/19 02:20:37.212, 108, 132, 102
2022/05/19 02:20:38.718, 107, 150, 109
2022/05/19 02:20:40.223, 91, 137, 119
2022/05/19 02:20:41.729, 100, 139, 125
2022/05/19 02:20:43.235, 108, 146, 108
2022/05/19 02:20:44.741, 101, 138, 105
2022/05/19 02:20:46.247, 99, 112, 110
2022/05/19 02:20:47.752, 96, 125, 125
2022/05/19 02:20:49.257, 90, 138, 111
2022/05/19 02:20:50.762, 93, 131, 100
2022/05/19 02:20:52.267, 97, 135, 103
2022/05/19 02:20:53.772, 96, 132, 106
2022/05/19 02:20:55.277, 95, 128, 106
2022/05/19 02:20:56.783, 103, 139, 118
2022/05/19 02:20:58.288, 99, 145, 99
2022/05/19 02:20:59.793, 110, 139, 114
2022/05/19 02:21:01.299, 110, 133, 112
2022/05/19 02:21:02.804, 91, 139, 115
2022/05/19 02:21:04.309, 91, 147, 105
2022/05/19 02:21:05.814, 102, 131, 110
2022/05/19 02:21:07.320, 104, 128, 125
2022/05/19 02:21:08.826, 106, 136, 107
2022/05/19 02:21:10.332, 113, 141, 106
2022/05/19 02:21:11.837, 97, 133, 98
2022/05/19 02:21:13.343, 100, 138, 120
2022/05/19 02:21:14.847, 98, 154, 96
2022/05/19 02:21:16.351, 93, 136, 91
2022/05/19 02:21:17.857, 108, 141, 107
2022/05/19 02:21:19.363, 111, 133, 128
2022/05/19 02:21:20.868, 92, 131, 110
2022/05/19 02:21:22.374, 99, 143, 124
2022/05/19 02:21:23.880, 110, 135, 115
2022/05/19 02:21:25.385, 81, 137, 108
2022/05/19 02:21:26.891, 105, 137, 110
2022/05/19 02:21:28.397, 105, 127, 113
2022/05/19 02:21:29.903, 109, 134, 113
2022/05/19 02:21:31.408, 97, 135, 100
2022/05/19 02:21:32.914, 107, 137, 119
2022/05/19 02:21:34.420, 106, 141, 107
2022/05/19 02:21:35.926, 103, 125, 100
2022/05/19 02:21:37.431, 96, 132, 120
2022/05/19 02:21:38.937, 106, 124, 109
2022/05/19 02:21:40.443, 111, 134, 104
2022/05/19 02:21:41.949, 112, 140, 112
2022/05/19 02:21:43.453, 99, 123, 98
2022/05/19 02:21:44.960, 113, 134, 107
2022/05/19 02:21:46.466, 103, 135, 105
2022/05/19 02:21:47.971, 112, 129, 118
2022/05/19 02:21:49.477, 86, 142, 111
2022/05/19 02:21:50.982, 99, 135, 111
