time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/18 16:57:57.892, 167, 251, 224
2022/05/18 16:57:59.397, 172, 251, 242
2022/05/18 16:58:00.902, 160, 243, 223
2022/05/18 16:58:02.408, 166, 251, 220
2022/05/18 16:58:03.913, 192, 252, 218
2022/05/18 16:58:05.418, 177, 254, 220
2022/05/18 16:58:06.924, 163, 249, 227
2022/05/18 16:58:08.429, 154, 247, 217
2022/05/18 16:58:09.935, 150, 241, 228
2022/05/18 16:58:11.441, 153, 253, 231
2022/05/18 16:58:12.946, 163, 242, 218
2022/05/18 16:58:14.452, 171, 252, 215
2022/05/18 16:58:15.958, 171, 255, 237
2022/05/18 16:58:17.464, 157, 252, 216
2022/05/18 16:58:18.969, 158, 246, 222
2022/05/18 16:58:20.475, 156, 242, 212
2022/05/18 16:58:21.981, 173, 254, 238
2022/05/18 16:58:23.486, 165, 255, 225
2022/05/18 16:58:24.992, 157, 249, 216
2022/05/18 16:58:26.498, 154, 247, 220
2022/05/18 16:58:28.003, 156, 250, 220
2022/05/18 16:58:29.509, 185, 247, 241
2022/05/18 16:58:31.015, 180, 246, 229
2022/05/18 16:58:32.520, 154, 255, 220
2022/05/18 16:58:34.026, 149, 252, 224
2022/05/18 16:58:35.532, 162, 244, 219
2022/05/18 16:58:37.038, 168, 253, 222
2022/05/18 16:58:38.543, 169, 249, 223
2022/05/18 16:58:40.049, 159, 251, 215
2022/05/18 16:58:41.556, 149, 253, 218
2022/05/18 16:58:43.060, 146, 254, 217
2022/05/18 16:58:44.566, 150, 255, 214
2022/05/18 16:58:46.072, 162, 242, 240
2022/05/18 16:58:47.577, 158, 251, 220
2022/05/18 16:58:49.083, 152, 245, 214
2022/05/18 16:58:50.589, 158, 257, 227
2022/05/18 16:58:52.094, 157, 249, 224
2022/05/18 16:58:53.600, 157, 249, 226
2022/05/18 16:58:55.106, 157, 252, 211
2022/05/18 16:58:56.611, 174, 248, 211
2022/05/18 16:58:58.117, 158, 244, 215
2022/05/18 16:58:59.622, 152, 270, 225
2022/05/18 16:59:01.128, 151, 247, 227
2022/05/18 16:59:02.633, 156, 252, 223
2022/05/18 16:59:04.139, 161, 263, 214
2022/05/18 16:59:05.644, 155, 259, 215
2022/05/18 16:59:07.150, 153, 254, 210
2022/05/18 16:59:08.655, 176, 252, 218
2022/05/18 16:59:10.161, 164, 246, 217
2022/05/18 16:59:11.667, 156, 253, 221
2022/05/18 16:59:13.173, 155, 260, 207
2022/05/18 16:59:14.678, 171, 255, 213
2022/05/18 16:59:16.184, 160, 251, 225
2022/05/18 16:59:17.690, 149, 247, 221
2022/05/18 16:59:19.196, 150, 258, 216
2022/05/18 16:59:20.701, 158, 249, 224
2022/05/18 16:59:22.207, 161, 251, 218
2022/05/18 16:59:23.713, 162, 249, 220
2022/05/18 16:59:25.219, 165, 249, 229
2022/05/18 16:59:26.724, 174, 247, 215
2022/05/18 16:59:28.230, 157, 257, 236
2022/05/18 16:59:29.736, 158, 243, 215
2022/05/18 16:59:31.242, 169, 238, 226
2022/05/18 16:59:32.747, 169, 249, 220
2022/05/18 16:59:34.253, 155, 247, 221
2022/05/18 16:59:35.759, 155, 253, 222
2022/05/18 16:59:37.265, 154, 250, 243
2022/05/18 16:59:38.770, 170, 246, 230
2022/05/18 16:59:40.276, 162, 251, 218
2022/05/18 16:59:41.781, 155, 250, 228
2022/05/18 16:59:43.287, 156, 260, 206
2022/05/18 16:59:44.793, 159, 259, 217
