time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/19 07:58:52.401, 95, 112, 87
2022/05/19 07:58:53.904, 83, 79, 89
2022/05/19 07:58:55.408, 77, 121, 87
2022/05/19 07:58:56.911, 95, 99, 102
2022/05/19 07:58:58.415, 66, 104, 99
2022/05/19 07:58:59.918, 83, 104, 95
2022/05/19 07:59:01.422, 76, 91, 103
2022/05/19 07:59:02.926, 69, 102, 73
2022/05/19 07:59:04.429, 89, 101, 84
2022/05/19 07:59:05.933, 90, 99, 105
2022/05/19 07:59:07.438, 98, 104, 107
2022/05/19 07:59:08.942, 86, 114, 90
2022/05/19 07:59:10.446, 91, 107, 63
2022/05/19 07:59:11.949, 89, 88, 90
2022/05/19 07:59:13.455, 114, 101, 115
2022/05/19 07:59:14.958, 99, 83, 63
2022/05/19 07:59:16.462, 89, 101, 89
2022/05/19 07:59:17.966, 102, 105, 86
2022/05/19 07:59:19.469, 95, 94, 91
2022/05/19 07:59:20.973, 82, 108, 94
2022/05/19 07:59:22.477, 82, 119, 97
2022/05/19 07:59:23.981, 107, 96, 88
2022/05/19 07:59:25.485, 86, 98, 102
2022/05/19 07:59:26.988, 77, 88, 95
2022/05/19 07:59:28.492, 53, 88, 111
2022/05/19 07:59:29.996, 75, 89, 101
2022/05/19 07:59:31.500, 90, 126, 96
2022/05/19 07:59:33.003, 81, 94, 66
2022/05/19 07:59:34.506, 98, 83, 75
2022/05/19 07:59:36.010, 77, 105, 92
2022/05/19 07:59:37.514, 80, 88, 116
2022/05/19 07:59:39.017, 97, 89, 64
2022/05/19 07:59:40.521, 95, 102, 94
2022/05/19 07:59:42.025, 99, 94, 102
2022/05/19 07:59:43.529, 96, 114, 89
2022/05/19 07:59:45.033, 68, 107, 73
2022/05/19 07:59:46.537, 89, 100, 98
2022/05/19 07:59:48.040, 93, 93, 67
2022/05/19 07:59:49.545, 82, 103, 111
2022/05/19 07:59:51.048, 84, 115, 90
2022/05/19 07:59:52.553, 76, 111, 113
