time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/05/19 03:03:39.602, 141, 201, 176
2022/05/19 03:03:41.108, 127, 209, 165
2022/05/19 03:03:42.614, 160, 206, 169
2022/05/19 03:03:44.120, 143, 208, 178
2022/05/19 03:03:45.626, 138, 209, 172
2022/05/19 03:03:47.132, 134, 221, 167
2022/05/19 03:03:48.638, 154, 217, 174
2022/05/19 03:03:50.144, 148, 218, 180
2022/05/19 03:03:51.650, 153, 218, 177
2022/05/19 03:03:53.156, 152, 206, 172
2022/05/19 03:03:54.662, 147, 202, 179
2022/05/19 03:03:56.168, 140, 214, 172
2022/05/19 03:03:57.673, 145, 208, 178
2022/05/19 03:03:59.179, 152, 211, 180
2022/05/19 03:04:00.685, 151, 210, 176
2022/05/19 03:04:02.190, 138, 218, 174
2022/05/19 03:04:03.696, 133, 214, 173
2022/05/19 03:04:05.202, 149, 209, 171
2022/05/19 03:04:06.708, 147, 210, 167
2022/05/19 03:04:08.214, 138, 213, 163
2022/05/19 03:04:09.720, 144, 212, 170
2022/05/19 03:04:11.226, 147, 217, 168
2022/05/19 03:04:12.732, 139, 212, 175
2022/05/19 03:04:14.237, 148, 216, 179
2022/05/19 03:04:15.743, 146, 214, 182
2022/05/19 03:04:17.249, 136, 214, 178
2022/05/19 03:04:18.755, 157, 211, 184
2022/05/19 03:04:20.261, 139, 208, 171
2022/05/19 03:04:21.767, 142, 216, 180
2022/05/19 03:04:23.274, 156, 220, 172
2022/05/19 03:04:24.779, 134, 222, 212
2022/05/19 03:04:26.285, 144, 212, 176
2022/05/19 03:04:27.791, 147, 197, 184
2022/05/19 03:04:29.297, 144, 214, 176
2022/05/19 03:04:30.803, 144, 218, 186
2022/05/19 03:04:32.309, 142, 212, 166
2022/05/19 03:04:33.815, 138, 220, 182
2022/05/19 03:04:35.321, 148, 217, 163
2022/05/19 03:04:36.827, 137, 210, 209
2022/05/19 03:04:38.333, 145, 210, 211
2022/05/19 03:04:39.839, 146, 212, 188
2022/05/19 03:04:41.345, 138, 216, 180
2022/05/19 03:04:42.851, 139, 212, 171
2022/05/19 03:04:44.357, 151, 210, 167
2022/05/19 03:04:45.862, 140, 225, 174
2022/05/19 03:04:47.368, 142, 214, 177
2022/05/19 03:04:48.874, 149, 217, 171
2022/05/19 03:04:50.380, 150, 206, 170
2022/05/19 03:04:51.886, 141, 211, 179
2022/05/19 03:04:53.392, 139, 218, 179
