----,
DateTime:,      2022/12/08, 05:09:56, 1670504995,
PIF:,             10.65,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #01110,
Gain:,          10,    5, 
S/N Ratio:,  2163.48,
Position:,    0.0,        0.0,   NoData,
Cycles:,        2,
     1,        99,        100,        227,
   228,      3226,       3227,       3354,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    403.059,      75.854,      0.000,
    2,        3.3,    410.603,      92.389,      0.000,
    3,        5.8,    410.993,     108.599,      0.000,
    4,        8.3,    411.346,     118.522,      0.000,
    5,       10.8,    411.550,     124.228,      0.000,
    6,       13.3,    411.941,     127.197,      0.000,
    7,       15.8,    412.275,     128.811,      0.000,
    8,       18.3,    412.331,     129.536,      0.000,
    9,       20.8,    412.572,     129.785,      0.000,
   10,       23.3,    412.647,     129.946,      0.000,
   11,       25.8,    412.758,     130.059,      0.000,
   12,       28.3,    412.944,     130.127,      0.000,
   13,       30.8,    413.111,     129.981,      0.000,
   14,       33.3,    413.223,     130.070,      0.000,
   15,       35.8,    413.371,     129.867,      0.000,
   16,       38.3,    413.316,     129.730,      0.000,
   17,       40.8,    413.501,     129.580,      0.000,
   18,       43.3,    413.557,     129.539,      0.000,
   19,       45.8,    413.594,     129.289,      0.000,
   20,       48.3,    413.724,     129.222,      0.000,
   21,       50.8,    413.669,     129.180,      0.000,
   22,       53.3,    413.799,     128.956,      0.000,
   23,       55.8,    413.817,     128.770,      0.000,
   24,       58.3,    413.836,     128.683,      0.000,
   25,       60.8,    413.910,     128.545,      0.000,
   26,       63.3,    414.040,     128.409,      0.000,
   27,       65.8,    414.022,     128.356,      0.000,
   28,       68.3,    414.170,     128.264,      0.000,
   29,       70.8,    414.133,     128.117,      0.000,
   30,       73.3,    414.226,     127.913,      0.000,
   31,       75.8,    414.207,     127.914,      0.000,
