exp,exp_no,phyto,source,tp,date,time,plot_date,plot_datetime,wl,mean_cp,sd_cp,mean_ap,sd_ap,mean_bp,sd_bp,mean_abs_line_height,sd_abs_line_height,mean_chl_line_height,sd_chl_line_height,mean_cells,sd_cells,mean_grn,sd_grn,mean_yel,sd_yel,mean_red,sd_red,mean_fsc,sd_fsc,mean_ssc,sd_ssc,mean_bbp,sd_bbp,mean_bb_b,sd_bb_b
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,7,2022-08-24,21:00:00,2022-11-27,2022-11-27T21:00:00Z,532,1.2158061667021276,0.08316510728493345,0.00692392351742648,0.00352688132191249,1.208882243184701,0.08257765867289193,0.05682348772205216,0.00105024545693871,4.915963408718012,0.07501753263848024,124049,33724.170026851665,1.4649067773152271,0.04699964087161717,1.2327041973654105,0.02746619131731535,0.39045682170751494,0.01074826512028442,1.758340285884041,0.03934482607026007,2.134645039255778,0.03203400871308552,0.003243698743796069,1.6410685773253023e-4,0.002690683756919801,2.133831287446809e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,7,2022-08-24,21:00:00,2022-11-27,2022-11-27T21:00:00Z,660,0.7653920578126603,0.06911548049983136,0.03365174140873755,2.6513626348542013e-4,0.7317403164039227,0.0688784289981395,0.05682348772205216,0.00105024545693871,4.915963408718012,0.07501753263848024,124049,33724.170026851665,1.4649067773152271,0.04699964087161717,1.2327041973654105,0.02746619131731535,0.39045682170751494,0.01074826512028442,1.758340285884041,0.03934482607026007,2.134645039255778,0.03203400871308552,0.0037182493764955525,1.516970461760714e-4,0.005108026616618398,4.6958536627427345e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,8,2022-08-24,23:00:00,2022-11-27,2022-11-27T23:00:00Z,470,1.4695029792389938,0.1860198606848575,0.10053878114342532,0.04839808292246511,1.3689641980955685,0.16366317351154835,0.05602575604590123,0.00685159656603029,4.85898257470723,0.4893997547164494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002374541488285594,2.452282281241811e-4,0.001739380868605552,1.3176212017389813e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,8,2022-08-24,23:00:00,2022-11-27,2022-11-27T23:00:00Z,532,1.125703201932624,0.1510880200682333,0.0116151876558785,0.00362294770963056,1.1140880142767455,0.15038066480443496,0.05602575604590123,0.00685159656603029,4.85898257470723,0.4893997547164494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0033629226933195515,2.8665265293947563e-4,0.0030431826847732695,3.4352454199658796e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,8,2022-08-24,23:00:00,2022-11-27,2022-11-27T23:00:00Z,660,0.7085223373962535,0.10741291379661318,0.03449045696606232,0.00164485912399492,0.6740318804301911,0.1065578456959538,0.05602575604590123,0.00685159656603029,4.85898257470723,0.4893997547164494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0037940600052315263,1.5879784650751094e-4,0.005705422436297858,7.37324981546637e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,9,2022-08-25,01:00:00,2022-11-28,2022-11-28T01:00:00Z,470,1.5200879175503146,0.12759729090004124,0.10872827795706835,0.00463300546047272,1.4113596395932462,0.12556048637450803,0.06072827726794835,0.00705049219646511,5.194876947710596,0.5036065854617937,148794.66666666666,42009.06723950597,1.4495585342277455,0.03099252134910425,1.23574218692493,0.02183223370141612,0.3916646678996295,0.0145904575435208,1.6942505596068689,0.03161748902938181,2.1582973317849907,0.01212765273797301,0.0026611364151375894,7.246489784867709e-4,0.0018678832366892406,3.60994577008178e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,9,2022-08-25,01:00:00,2022-11-28,2022-11-28T01:00:00Z,532,1.1618085217996452,0.10373214256352437,0.01038554643886119,0.0057977312353056,1.151422975360784,0.10631729160799468,0.06072827726794835,0.00705049219646511,5.194876947710596,0.5036065854617937,148794.66666666666,42009.06723950597,1.4495585342277455,0.03099252134910425,1.23574218692493,0.02183223370141612,0.3916646678996295,0.0145904575435208,1.6942505596068689,0.03161748902938181,2.1582973317849907,0.01212765273797301,0.0034375482427837956,5.489607258904041e-4,0.0029741626894883013,2.092817619360571e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,9,2022-08-25,01:00:00,2022-11-28,2022-11-28T01:00:00Z,660,0.7316900650656043,0.08119699121464011,0.03536287393707915,0.00414702397105004,0.6963271911285251,0.07878388827495615,0.06072827726794835,0.00705049219646511,5.194876947710596,0.5036065854617937,148794.66666666666,42009.06723950597,1.4495585342277455,0.03099252134910425,1.23574218692493,0.02183223370141612,0.3916646678996295,0.0145904575435208,1.6942505596068689,0.03161748902938181,2.1582973317849907,0.01212765273797301,0.004305465693296629,8.333774765968589e-4,0.006150613357979352,5.43427356991956e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,10,2022-08-25,03:00:00,2022-11-28,2022-11-28T03:00:00Z,470,1.3483463457232705,0.0815209029451668,0.1081973302299149,0.01697322469773345,1.2401490154933554,0.0654887263043956,0.05816660638628044,0.0043829399221025,5.011900456162888,0.3130671372930361,121732.66666666669,69291.23342337999,1.4514107588171985,0.02040526829695423,1.2464682744505091,0.02039557313020067,0.3907558393414811,0.01033495784179641,1.6540924100596774,0.02620384486337765,2.160543070268419,0.01986783172478576,0.0021162470108879276,4.0155724695741874e-4,0.0017171734943342495,3.810559953985149e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,10,2022-08-25,03:00:00,2022-11-28,2022-11-28T03:00:00Z,532,1.0220778501861705,0.06651052597357969,0.01287366047839757,0.00919759339214632,1.0092041897077726,0.05816661238906236,0.05816660638628044,0.0043829399221025,5.011900456162888,0.3130671372930361,121732.66666666669,69291.23342337999,1.4514107588171985,0.02040526829695423,1.2464682744505091,0.02039557313020067,0.3907558393414811,0.01033495784179641,1.6540924100596774,0.02620384486337765,2.160543070268419,0.01986783172478576,0.003198200467290892,5.3623733585190184e-5,0.0031741189850018367,1.3441211462470994e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,10,2022-08-25,03:00:00,2022-11-28,2022-11-28T03:00:00Z,660,0.6358607474820014,0.04361254144635801,0.03470098423590523,0.00389022459397449,0.6011597632460962,0.03989640067427937,0.05816660638628044,0.0043829399221025,5.011900456162888,0.3130671372930361,121732.66666666669,69291.23342337999,1.4514107588171985,0.02040526829695423,1.2464682744505091,0.02039557313020067,0.3907558393414811,0.01033495784179641,1.6540924100596774,0.02620384486337765,2.160543070268419,0.01986783172478576,0.003932883987440637,1.1208166824186243e-4,0.006559618137845552,4.419651855865551e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,11,2022-08-25,05:00:00,2022-11-28,2022-11-28T05:00:00Z,470,1.515328590062893,0.13888117085974236,0.1227071684575174,0.0174988961345787,1.3926214216053756,0.13883918057142608,0.06899130399719114,0.01023775658681475,5.78509314265651,0.731268327629625,137307,40720.06445230656,1.4546907188333715,0.02927358665462928,1.2538352188657949,0.0277280156244619,0.39363328875946607,0.01427729901134462,1.6281671641075746,0.03406648048329835,2.170309094406102,0.02798445963360437,0.0025720224706317183,5.462658735135026e-4,0.0018332699108870795,2.0851178038804526e-4
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,11,2022-08-25,05:00:00,2022-11-28,2022-11-28T05:00:00Z,532,1.1483685537728725,0.10724421847946754,0.01666469349724511,0.00855302479017762,1.131703860275627,0.10778319998858804,0.06899130399719114,0.01023775658681475,5.78509314265651,0.731268327629625,137307,40720.06445230656,1.4546907188333715,0.02927358665462928,1.2538352188657949,0.0277280156244619,0.39363328875946607,0.01427729901134462,1.6281671641075746,0.03406648048329835,2.170309094406102,0.02798445963360437,0.0037998063211404356,4.501520050385464e-4,0.003352838753956049,7.801040474670652e-5
