exp,exp_no,phyto,source,tp,datetime,date,time,plot_date,plot_datetime,mean_cells,sd_cells,mean_grn,sd_grn,mean_yel,sd_yel,mean_red,sd_red,mean_fsc,sd_fsc,mean_ssc,sd_ssc,mean_abs_line_height,sd_abs_line_height,mean_chl_line_height,sd_chl_line_height,wl,mean_bbp,sd_bbp,mean_bb_b,sd_bb_b
OL22-2,1,italic('O. Lucimarinus'),Optics,1,2022-11-30T10:00:00Z,2022-11-30,10:00:00,2022-11-27,2022-11-27T10:00:00Z,521563000000,95526000000,0.7423498107546374,0.01432169977327802,0.6326509007024654,0.01086453966718612,1.4769598175172207,0.01620268739940351,1.1323930125288648,0.08527066322465039,1.674931765272667,0.10405357769654104,0.02266853285467434,7.024081113616835e-4,3.333512774487918,0.06753924147708469,470,0.0035292321052286767,4.6489950361387685e-4,0.007028731227681651,3.768991940825799e-4
OL22-2,1,italic('O. Lucimarinus'),Optics,1,2022-11-30T10:00:00Z,2022-11-30,10:00:00,2022-11-27,2022-11-27T10:00:00Z,521563000000,95526000000,0.7423498107546374,0.01432169977327802,0.6326509007024654,0.01086453966718612,1.4769598175172207,0.01620268739940351,1.1323930125288648,0.08527066322465039,1.674931765272667,0.10405357769654104,0.02266853285467434,7.024081113616835e-4,3.333512774487918,0.06753924147708469,532,0.00437250845717012,7.473403552300605e-4,0.010346802145593418,6.361203282227494e-4
OL22-2,1,italic('O. Lucimarinus'),Optics,1,2022-11-30T10:00:00Z,2022-11-30,10:00:00,2022-11-27,2022-11-27T10:00:00Z,521563000000,95526000000,0.7423498107546374,0.01432169977327802,0.6326509007024654,0.01086453966718612,1.4769598175172207,0.01620268739940351,1.1323930125288648,0.08527066322465039,1.674931765272667,0.10405357769654104,0.02266853285467434,7.024081113616835e-4,3.333512774487918,0.06753924147708469,660,0.0032486561658261145,8.291520842320885e-4,0.012094013541169223,9.185332541748105e-4
OL22-2,1,italic('O. Lucimarinus'),Optics,2,2022-11-30T11:00:00Z,2022-11-30,11:00:00,2022-11-27,2022-11-27T11:00:00Z,543880000000,44730000000,0.7258630291358927,0.00855666067785078,0.6162724508702455,0.00946229076983724,1.4729619251287165,0.00816025387999243,1.1175532498598375,0.07799534404581786,1.7033988928949069,0.03439058591720697,0.02260145919788163,9.551622069527452e-4,3.3270633844116957,0.09184251989930232,470,0.003705118229828742,2.763651449469541e-4,0.007422393785221036,3.791533022291038e-4
OL22-2,1,italic('O. Lucimarinus'),Optics,2,2022-11-30T11:00:00Z,2022-11-30,11:00:00,2022-11-27,2022-11-27T11:00:00Z,543880000000,44730000000,0.7258630291358927,0.00855666067785078,0.6162724508702455,0.00946229076983724,1.4729619251287165,0.00816025387999243,1.1175532498598375,0.07799534404581786,1.7033988928949069,0.03439058591720697,0.02260145919788163,9.551622069527452e-4,3.3270633844116957,0.09184251989930232,532,0.004185622641418407,4.0813269398753645e-4,0.00986935582697783,5.621151618587817e-4
OL22-2,1,italic('O. Lucimarinus'),Optics,2,2022-11-30T11:00:00Z,2022-11-30,11:00:00,2022-11-27,2022-11-27T11:00:00Z,543880000000,44730000000,0.7258630291358927,0.00855666067785078,0.6162724508702455,0.00946229076983724,1.4729619251287165,0.00816025387999243,1.1175532498598375,0.07799534404581786,1.7033988928949069,0.03439058591720697,0.02260145919788163,9.551622069527452e-4,3.3270633844116957,0.09184251989930232,660,0.0029990190824647905,4.4689494558307027e-4,0.010833470494125398,3.7251163011512675e-4
OL22-2,1,italic('O. Lucimarinus'),Optics,3,2022-11-30T13:00:00Z,2022-11-30,13:00:00,2022-11-27,2022-11-27T13:00:00Z,529755000000,45745000000,0.7259497583514428,0.01140195565459256,0.6214572521750773,0.00738547641630988,1.4748981440437725,0.00926678670352703,1.1855882591564968,0.15159462328696793,1.703390922927175,0.05160989363381171,0.02267961904879581,8.671309134778535e-4,3.3345787546919055,0.08337797244979352,470,0.003617700287748119,2.3668667233956735e-4,0.007010442987352968,3.10197928886009e-4
OL22-2,1,italic('O. Lucimarinus'),Optics,3,2022-11-30T13:00:00Z,2022-11-30,13:00:00,2022-11-27,2022-11-27T13:00:00Z,529755000000,45745000000,0.7259497583514428,0.01140195565459256,0.6214572521750773,0.00738547641630988,1.4748981440437725,0.00926678670352703,1.1855882591564968,0.15159462328696793,1.703390922927175,0.05160989363381171,0.02267961904879581,8.671309134778535e-4,3.3345787546919055,0.08337797244979352,532,0.00420019630597623,5.051097863553776e-5,0.009737903252543886,0.0010408511795646483
OL22-2,1,italic('O. Lucimarinus'),Optics,3,2022-11-30T13:00:00Z,2022-11-30,13:00:00,2022-11-27,2022-11-27T13:00:00Z,529755000000,45745000000,0.7259497583514428,0.01140195565459256,0.6214572521750773,0.00738547641630988,1.4748981440437725,0.00926678670352703,1.1855882591564968,0.15159462328696793,1.703390922927175,0.05160989363381171,0.02267961904879581,8.671309134778535e-4,3.3345787546919055,0.08337797244979352,660,0.002920231051332262,1.759965662487395e-4,0.01096619777774742,0.0025386553611452044
OL22-2,1,italic('O. Lucimarinus'),Optics,4,2022-11-30T15:00:00Z,2022-11-30,15:00:00,2022-11-27,2022-11-27T15:00:00Z,495857000000,52924000000,0.737705766065758,0.012910619395568231,0.6079592526770726,0.0230924110321886,1.479456516919843,0.00718119531550061,1.2480355282359454,0.06930091171545591,1.7240803644950904,0.03449882681169884,0.02302240196879749,0.00100445027957631,3.367538650845913,0.09658175765156886,470,0.00373755948977116,3.716286853201642e-4,0.006785314566624036,3.832981663650681e-4
