----,
DateTime:,      2022/08/25, 01:45:10, 1661417109,
PIF:,              0.18,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #01110,
Gain:,          25,    5, 
S/N Ratio:,  3085.07,
Position:,    0.0,        0.0,   NoData,
Cycles:,        2,
     1,        99,        100,        227,
   228,      3226,       3227,       3354,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    403.128,     141.205,      0.000,
    2,        3.3,    410.559,     159.403,      0.000,
    3,        5.8,    410.870,     177.251,      0.000,
    4,        8.3,    411.236,     189.801,      0.000,
    5,       10.8,    411.547,     200.498,      0.000,
    6,       13.3,    411.858,     208.261,      0.000,
    7,       15.8,    412.023,     213.589,      0.000,
    8,       18.3,    412.297,     217.332,      0.000,
    9,       20.8,    412.517,     220.067,      0.000,
   10,       23.3,    412.462,     221.796,      0.000,
   11,       25.8,    412.627,     223.209,      0.000,
   12,       28.3,    412.773,     224.118,      0.000,
   13,       30.8,    412.847,     224.716,      0.000,
   14,       33.3,    413.103,     224.983,      0.000,
   15,       35.8,    413.359,     225.252,      0.000,
   16,       38.3,    413.322,     225.330,      0.000,
   17,       40.8,    413.432,     225.297,      0.000,
   18,       43.3,    413.487,     225.246,      0.000,
   19,       45.8,    413.432,     225.171,      0.000,
   20,       48.3,    413.469,     225.029,      0.000,
   21,       50.8,    413.560,     224.872,      0.000,
   22,       53.3,    413.652,     224.434,      0.000,
   23,       55.8,    413.707,     224.392,      0.000,
   24,       58.3,    413.780,     224.033,      0.000,
   25,       60.8,    413.835,     223.961,      0.000,
   26,       63.3,    413.835,     223.497,      0.000,
   27,       65.8,    413.926,     223.278,      0.000,
   28,       68.3,    413.890,     222.791,      0.000,
   29,       70.8,    413.981,     222.753,      0.000,
   30,       73.3,    413.981,     222.231,      0.000,
   31,       75.8,    413.999,     222.075,      0.000,
