----,
DateTime:,      2022/08/24, 13:47:06, 1661374025,
PIF:,              5.26,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #01110,
Gain:,          25,    5, 
S/N Ratio:,  2793.83,
Position:,    0.0,        0.0,   NoData,
Cycles:,        2,
     1,        99,        100,        227,
   228,      3226,       3227,       3354,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    403.005,     101.305,      0.000,
    2,        3.3,    410.692,     106.197,      0.000,
    3,        5.8,    410.985,     110.993,      0.000,
    4,        8.3,    411.369,     114.095,      0.000,
    5,       10.8,    411.680,     116.687,      0.000,
    6,       13.3,    411.808,     118.468,      0.000,
    7,       15.8,    412.119,     119.994,      0.000,
    8,       18.3,    412.266,     121.025,      0.000,
    9,       20.8,    412.485,     121.736,      0.000,
   10,       23.3,    412.650,     122.370,      0.000,
   11,       25.8,    412.815,     122.903,      0.000,
   12,       28.3,    412.851,     123.155,      0.000,
   13,       30.8,    413.089,     123.538,      0.000,
   14,       33.3,    413.254,     123.711,      0.000,
   15,       35.8,    413.382,     124.043,      0.000,
   16,       38.3,    413.510,     124.162,      0.000,
   17,       40.8,    413.455,     124.435,      0.000,
   18,       43.3,    413.584,     124.625,      0.000,
   19,       45.8,    413.547,     124.702,      0.000,
   20,       48.3,    413.638,     124.773,      0.000,
   21,       50.8,    413.748,     124.951,      0.000,
   22,       53.3,    413.876,     125.057,      0.000,
   23,       55.8,    413.858,     125.007,      0.000,
   24,       58.3,    413.821,     125.127,      0.000,
   25,       60.8,    414.041,     125.175,      0.000,
   26,       63.3,    414.023,     125.363,      0.000,
   27,       65.8,    414.005,     125.299,      0.000,
   28,       68.3,    414.041,     125.343,      0.000,
   29,       70.8,    414.169,     125.352,      0.000,
   30,       73.3,    414.188,     125.400,      0.000,
   31,       75.8,    414.224,     125.435,      0.000,
