exp,exp_no,phyto,source,tp,date,time,plot_date,plot_datetime,bottle,wl,count,count_se,slope,beta,ap,cp,bp,beta_corr,bbp,bb_b
TP22-14,2,italic('T. Pseudonana'),Optics,2,2022-05-18,11:00:00,2022-11-27,2022-11-27T11:00:00Z,B,532,40,0.7151031736886697,6.072827119596022e-6,2.4291308478384087e-4,0.0159514182569618,0.2695545047840426,0.25360308652708075,2.4403063148816445e-4,0.0017163644658534129,0.00676791631110583
TP22-14,2,italic('T. Pseudonana'),Optics,2,2022-05-18,11:00:00,2022-11-27,2022-11-27T11:00:00Z,C,532,38,0.8471641368884378,6.072827119596022e-6,2.3076743054464884e-4,0.01585951398625493,0.30621838414574465,0.29035887015948975,2.3196157406340313e-4,0.0016314779859312833,0.005618832946398838
TP22-14,2,italic('T. Pseudonana'),Optics,2,2022-05-18,11:00:00,2022-11-27,2022-11-27T11:00:00Z,A,660,41,0.6533003091923233,6.045767611476665e-6,2.4787647207054326e-4,0.01557851226069642,0.306563018772953,0.2909845065122566,2.491588495584984e-4,0.0017524332626900731,0.006022428079401054
TP22-14,2,italic('T. Pseudonana'),Optics,2,2022-05-18,11:00:00,2022-11-27,2022-11-27T11:00:00Z,B,660,36,2.3561285600787167,6.045767611476665e-6,2.1764763401315996e-4,0.01486227922486443,0.21126520932163628,0.19640293009677184,2.184441235299758e-4,0.0015364043813472165,0.007822716191607721
TP22-14,2,italic('T. Pseudonana'),Optics,2,2022-05-18,11:00:00,2022-11-27,2022-11-27T11:00:00Z,C,660,36,1.1442077781932405,6.045767611476665e-6,2.1764763401315996e-4,0.01435889501853348,0.2522441752359652,0.23788528021743172,2.1858159032065694e-4,0.0015373712399473895,0.006462658128919127
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,A,470,23.5,0.784757859444035,1.2418143084928173e-5,2.918263624958121e-4,0.04099046042099091,0.491197547235849,0.45020708681485816,2.94359833448025e-4,0.0020703497557814695,0.004598660963844121
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,B,470,14,0.9702198362290089,1.2418143084928173e-5,1.7385400318899443e-4,0.0370030445045808,0.3470860551603773,0.3100830106557965,1.7495213149631964e-4,0.001230507907529471,0.003968317725395732
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,C,470,13,1.0610015852106922,1.2418143084928173e-5,1.6143586010406626e-4,0.03353781911555851,0.3410425795,0.30750476038444147,1.624269912017472e-4,0.0011424136154304255,0.0037151087157225914
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,A,532,48.5,0.529026830846132,6.072827119596022e-6,2.9453211530040704e-4,0.01924041884732569,0.4828418284478723,0.46360140960054663,2.9689872097403723e-4,0.0020882067612970133,0.0045043149525716
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,B,532,30.5,0.5973529001327103,6.072827119596022e-6,1.8522122714767866e-4,0.01745818928177875,0.33434765377978726,0.31688946449800853,1.862685965451857e-4,0.0013101011060164727,0.0041342526426109884
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,C,532,29,0.787074649750029,6.072827119596022e-6,1.7611198646828464e-4,0.01693722146802701,0.3313278171840425,0.31439059571601546,1.7709731676632454e-4,0.001245595848529563,0.0039619373655015175
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,A,660,43.5,1.097711905998759,6.045767611476665e-6,2.6299089109923493e-4,0.01850358242538906,0.4069622407825953,0.3884586583572062,2.647850541567846e-4,0.0018623385731221958,0.004794174445739054
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,B,660,19.5,0.7402121747071021,6.045767611476665e-6,1.1789246842379498e-4,0.01661554392207635,0.2593151827610857,0.2426996388390094,1.1841772487340535e-4,8.328789458129003e-4,0.0034317271743670623
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,C,660,25,0.8852606810395538,6.045767611476665e-6,1.5114419028691662e-4,0.01597229063105783,0.269493722623961,0.25352143199290317,1.5183947473264143e-4,0.0010679474021587844,0.004212454125727246
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,A,470,20,1.3731819294367766,1.2418143084928173e-5,2.483628616985635e-4,0.04319696525306764,0.4815501414009434,0.4383531761478757,2.504941767700401e-4,0.0017618251499388199,0.004019191021772086
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,B,470,11,1.414048944828174,1.2418143084928173e-5,1.3659957393420992e-4,0.03897885184101434,0.3718301673632075,0.33285131552219327,1.375219713169738e-4,9.672467075266082e-4,0.0029059422703772244
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,C,470,24,1.479141539319931,1.2418143084928173e-5,2.980354340382762e-4,0.04110088468973018,0.5031110530235849,0.4620101683338547,3.006796069874966e-4,0.00211479923603418,0.004577386778435573
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,A,532,38,1.544552460612663,6.072827119596022e-6,2.3076743054464884e-4,0.01902373149855138,0.4946818217199468,0.47565809022139544,2.326635758323281e-4,0.0016364154435111015,0.0034403187439730723
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,B,532,29,1.374449825946664,6.072827119596022e-6,1.7611198646828464e-4,0.01817865914029182,0.3773818629965425,0.35920320385625076,1.7723008490361694e-4,0.001246529659632114,0.003470263199909992
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,C,532,50,1.9419100114973462,6.072827119596022e-6,3.036413559798011e-4,0.02116117011827285,0.5064949446986702,0.4853337745803974,3.0620820432533707e-4,0.0021536840594631656,0.004437531802366661
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,A,660,25,1.6725908168255226,6.045767611476665e-6,1.5114419028691662e-4,0.01902787497378241,0.4452165054940156,0.42618863052023315,1.5226826458687753e-4,0.0010709632517045616,0.002512885551163754
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,B,660,20,1.4801817450553933,6.045767611476665e-6,1.209153522295333e-4,0.01789758441632542,0.3211442589263356,0.30324667451001014,1.2157523703304166e-4,8.55086984362203e-4,0.002819773657019862
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,C,660,46,1.7063701892767411,6.045767611476665e-6,2.781053101279266e-4,0.01997717061554974,0.4507319719461293,0.43075480133057953,2.802040163958961e-4,0.0019707862656358714,0.004575192800052869
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,A,470,24,1.0144706568155897,1.2418143084928173e-5,2.980354340382762e-4,0.0607787018222858,0.6565542331367925,0.5957755313145067,3.0154123173478913e-4,0.002120859385492198,0.003559829623772528
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,B,470,19,1.2260579352149203,1.2418143084928173e-5,2.359447186136353e-4,0.05234441785808045,0.5204751981367923,0.4681307802787119,2.381654896174776e-4,0.0016751125909037544,0.0035783004695962087
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,C,470,18,1.0181856612702451,1.2418143084928173e-5,2.2352657552870712e-4,0.05392110882005269,0.5343143143632075,0.4803932055431549,2.2568765328822977e-4,0.0015873510064024479,0.0033042744736735295
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,A,532,51,0.8025359721167409,6.072827119596022e-6,3.0971418309939713e-4,0.02732738662357045,0.6914049480853723,0.664077561461802,3.1328225459628265e-4,0.0022034386678935446,0.0033180441499080634
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,B,532,38,0.9705243182525425,6.072827119596022e-6,2.3076743054464884e-4,0.02548982170794032,0.5455256001417553,0.5200357784338151,2.328839872544036e-4,0.001637965684685382,0.0031497172937185623
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,C,532,34,1.1130725997188584,6.072827119596022e-6,2.0647612206626474e-4,0.02732161344670776,0.5498181522694149,0.5224965388227071,2.0839282806838172e-4,0.001465709623640496,0.0028052044649770186
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,A,660,43.5,1.2196513065891803,6.045767611476665e-6,2.6299089109923493e-4,0.02804441900954248,0.6503067330158079,0.6222623140062653,2.6585422077398985e-4,0.0018698584470767767,0.003004936029370324
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,B,660,22.5,1.551289497306712,6.045767611476665e-6,1.3602977125822498e-4,0.02540688568250465,0.4954814562526636,0.47007457057015894,1.3716974090170094e-4,9.647693309576079e-4,0.0020523750727196918
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,C,660,33.5,1.3810259422115228,6.045767611476665e-6,2.025332149844683e-4,0.02634581799903855,0.4834460247154874,0.45710020671644885,2.041965614432643e-4,0.001436195611892559,0.0031419710400250778
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,A,470,12,1.0609296166850786,1.2418143084928173e-5,1.490177170191381e-4,0.04629819145006853,0.484224505,0.43792631354993145,1.503137282948754e-4,0.0010572162207750611,0.002414141804371204
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,B,470,24,0.5837699824124498,1.2418143084928173e-5,2.980354340382762e-4,0.04174839050871786,0.4617938164150944,0.4200454259063765,3.004899346686971e-4,0.0021134651951961172,0.005031515795311113
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,C,470,17,0.952316188274136,1.2418143084928173e-5,2.1110843244377895e-4,0.04599684200579387,0.4558330524528301,0.4098362104470363,2.1284840829093306e-4,0.0014970474910307922,0.0036527945868859673
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,A,532,35,0.9735458076554345,6.072827119596022e-6,2.1254894918586075e-4,0.02263293302574098,0.5120861368228724,0.4894532037971314,2.1437188918763182e-4,0.001507762737963336,0.0030805043797165
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,B,532,44,0.597932199886905,6.072827119596022e-6,2.67204393262225e-4,0.02240267989450658,0.4846294366101064,0.4622267567155998,2.693789312275979e-4,0.0018946491372376893,0.004098960325664216
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,C,532,33,0.77156083522233,6.072827119596022e-6,2.0040329494666872e-4,0.02512059885444953,0.471100313418617,0.4459797145641675,2.020043332848231e-4,0.0014207767995522964,0.0031857431025551167
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,A,660,26,1.1430706975998324,6.045767611476665e-6,1.571899578983933e-4,0.02274328179977538,0.4907855946525942,0.4680423128528188,1.5848571150059977e-4,0.0011146930281099485,0.0023816073835625125
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,B,660,40,0.8982349449908913,6.045767611476665e-6,2.418307044590666e-4,0.02172270699504544,0.456683105151995,0.4349603981569496,2.436883248157082e-4,0.001713956886913648,0.003940489511634091
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,C,660,27,1.4713619957199449,6.045767611476665e-6,1.6323572550986997e-4,0.02426340106407465,0.4204383234879851,0.3961749224239105,1.6440620079670687e-4,0.0011563341835105424,0.0029187465386142112
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,A,470,19,1.0844996387729386,1.2418143084928173e-5,2.359447186136353e-4,0.04264573290684567,0.49667538992924526,0.4540296570223995,2.3802269027481938e-4,0.0016741082263451285,0.0036872221901190403
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,B,470,13,0.6844273638060729,1.2418143084928173e-5,1.6143586010406626e-4,0.03002648437549181,0.2983588133254717,0.2683323289499799,1.623052247421874e-4,0.0011415571835019964,0.004254266297203403
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,C,470,12,0.924629068514097,1.2418143084928173e-5,1.490177170191381e-4,0.0377377415516856,0.4136328546462265,0.37589511309454093,1.5011771459682788e-4,0.0010558375784952062,0.0028088622110648553
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,A,532,37,0.8498983716751158,6.072827119596022e-6,2.2469460342505282e-4,0.02292816826914997,0.519386466000532,0.496458297731382,2.2664915774113495e-4,0.0015941136495454923,0.003210971912102106
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,B,532,24,0.9472839800057373,6.072827119596022e-6,1.4574785087030452e-4,0.0164718585334605,0.3086034519005319,0.2921315933670714,1.4650961644938732e-4,0.0010304603895258827,0.0035273842779171127
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,C,532,28,1.0546302185881,6.072827119596022e-6,1.7003915934868863e-4,0.02036598968797624,0.4214159874324468,0.4010499977444706,1.7124537882169585e-4,0.0012044368420421863,0.0030032086992046176
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,A,660,33,1.1347002394819352,6.045767611476665e-6,1.9951033117872997e-4,0.02239809850116156,0.49386310140027107,0.47146500289910953,2.0116299475942908e-4,0.0014148593311593591,0.003000984850326483
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,B,660,18,0.8652002245558127,6.045767611476665e-6,1.0882381700657998e-4,0.01615112507252442,0.2743991598584279,0.25824803478590347,1.0933326831437001e-4,7.689843505547905e-4,0.002977696814584882
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,C,660,22,1.0155411138852983,6.045767611476665e-6,1.3300688745248663e-4,0.02006682655781932,0.367474357676191,0.3474075311183717,1.3383650980139104e-4,9.413253912269234e-4,0.002709571056783415
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,A,470,17.5,0.8724321294592609,1.2418143084928173e-5,2.1731750398624303e-4,0.03937722327365618,0.47722237691037733,0.4378451536367211,2.1914793056644185e-4,0.0015413545360914846,0.003520318823422086
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,B,470,12,1.4557093921917816,1.2418143084928173e-5,1.490177170191381e-4,0.03398052638022941,0.3762213319103774,0.34224080553014796,1.500166802867355e-4,0.0010551269640177651,0.0030829957940968528
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,C,470,7.5,1.129887410882872,1.2418143084928173e-5,9.31360731369613e-5,0.02594607674518408,0.28385222360849055,0.2579061468633065,9.360742614921153e-5,6.583782494956847e-4,0.0025527823105535885
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,A,532,31,0.6757593070211028,6.072827119596022e-6,1.8825764070747668e-4,0.02094929139087826,0.4804620362765957,0.4595127448857175,1.8977086117847263e-4,0.0013347339257978711,0.0029046722656840005
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,B,532,30,1.5723771736957193,6.072827119596022e-6,1.8218481358788066e-4,0.0184674825664999,0.3717045672340426,0.35323708466754267,1.833264306213688e-4,0.0012894076831724268,0.0036502613659208038
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,C,532,10,1.397527983816367,6.072827119596022e-6,6.072827119596022e-5,0.0143325602498007,0.27346777042553194,0.2591352101757312,6.1009074795362576e-5,4.2910108224848833e-4,0.0016558964795154454
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,A,660,20.5,1.0663861810711386,6.045767611476665e-6,1.2393823603527163e-4,0.02000218365828561,0.4186152734710851,0.3986130898127994,1.2481089341806177e-4,8.778446423213415e-4,0.0022022474042024147
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,B,660,22.5,1.7637478187664217,6.045767611476665e-6,1.3602977125822498e-4,0.01741856097989764,0.3088328716065959,0.29141431062669826,1.3674427198252597e-4,9.617768388686284e-4,0.003300376144192399
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,C,660,17.5,2.134925742903959,6.045767611476665e-6,1.0580093320084164e-4,0.01362133805797869,0.2168792696313859,0.2032579315734072,1.0619434811940551e-4,7.469070766858007e-4,0.003674676165914111
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,A,470,13,1.5127119680002843,1.2418143084928173e-5,1.6143586010406626e-4,0.0381903115588491,0.4382548078537736,0.40006449629492447,1.626918893465112e-4,0.0011442767494147569,0.002860230687831906
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,B,470,11,1.341302896840572,1.2418143084928173e-5,1.3659957393420992e-4,0.0320670888366187,0.3366307598349057,0.304563670998287,1.3742399862848366e-4,9.66557626651297e-4,0.0031735814829232647
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,C,470,10,1.4576145417143576,1.2418143084928173e-5,1.2418143084928174e-4,0.03465115821889021,0.3616282243632076,0.3269770661443173,1.2498733721017744e-4,8.790856416711402e-4,0.0026885238528721145
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,A,532,30,1.723241730881761,6.072827119596022e-6,1.8218481358788066e-4,0.02027612265228547,0.42168042001382977,0.40140429736154426,1.8347756358495041e-4,0.0012904706614007284,0.0032148899996414424
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,B,532,18,1.7703173554782115,6.072827119596022e-6,1.0931088815272839e-4,0.0171617866301755,0.32116285235425535,0.3040010657240798,1.0990557739842474e-4,7.730096279118435e-4,0.002542785914485739
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,C,532,22,1.586669404554746,6.072827119596022e-6,1.336021966311125e-4,0.018678554900444,0.3402008819287234,0.3215223270282794,1.343738235018264e-4,9.45104532135667e-4,0.002939467815099947
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,A,660,13,2.0671917881350192,6.045767611476665e-6,7.859497894919665e-5,0.01841867690891219,0.3403750115033767,0.3219563345944645,7.90486419347145e-5,5.55980531064168e-4,0.001726881788999368
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,B,660,20,2.3193493463034085,6.045767611476665e-6,1.209153522295333e-4,0.0159850664955205,0.25012198594372065,0.23413691944820017,1.2143481903157946e-4,8.540993687231082e-4,0.0036478628433994874
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,C,660,13,1.719513187327645,6.045767611476665e-6,7.859497894919665e-5,0.01753809244706423,0.25947407557739793,0.2419359831303337,7.894705473284788e-5,5.552660278790307e-4,0.0022950948457299237
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,A,470,13,1.862431621239642,1.2418143084928173e-5,1.6143586010406626e-4,0.03248879609917726,0.3230398739485849,0.29055107784940765,1.6237726815317353e-4,0.0011420638934582891,0.003930682005764989
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,B,470,14,1.7668720198967092,1.2418143084928173e-5,1.7385400318899443e-4,0.03418986152952288,0.35725640291084904,0.3230665413813262,1.749684145181261e-4,0.0012306224324965004,0.0038091918378014757
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,C,470,17.5,2.0294930135049234,1.2418143084928173e-5,2.1731750398624303e-4,0.03878380018581578,0.3214820646089622,0.28269826442314644,2.1861174085944195e-4,0.0015375833006755094,0.005438955572695115
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,A,532,21.5,2.153449580456473,6.072827119596022e-6,1.3056578307131446e-4,0.01767896734114828,0.30058899466914896,0.2829100273280007,1.3123546402369038e-4,9.230312020110913e-4,0.003262631624367792
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,B,532,37,1.9811025584100324,6.072827119596022e-6,2.2469460342505282e-4,0.01886681734596211,0.3360889995074468,0.3172221821614847,2.259788045258147e-4,0.001589398788827681,0.005010364590514619
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,C,532,23.5,1.8162158327654312,6.072827119596022e-6,1.427114373105065e-4,0.02111111247555898,0.2961357440819149,0.27502463160635593,1.4344497330134824e-4,0.0010089055356629136,0.003668418824052694
