phyto,wl,var1,var2,cor,statistic,p,method
synechococcus,660,bb_b,bbp,0.072,3392,0.716,Spearman
synechococcus,470,bb_b,bb_b,1,0,0,Spearman
synechococcus,532,bb_b,bb_b,1,0,0,Spearman
synechococcus,660,bb_b,bb_b,1,0,0,Spearman
synechococcus,470,bb_b,cells,-0.5,4910,0.00883,Spearman
synechococcus,532,bb_b,cells,-0.39,4556,0.0448,Spearman
synechococcus,660,bb_b,cells,-0.14,3744,0.476,Spearman
synechococcus,470,bb_b,fsc,-0.6,5246.300740403248,9.06e-4,Spearman
synechococcus,532,bb_b,fsc,-0.87,6125.434928633936,3.84e-9,Spearman
synechococcus,660,bb_b,fsc,-0.92,6293.46057553127,9.79e-12,Spearman
synechococcus,470,bb_b,ssc,-0.51,4940.254026411678,0.00682,Spearman
synechococcus,532,bb_b,ssc,-0.33,4357.1650255715285,0.0927,Spearman
synechococcus,660,bb_b,ssc,-0.15,3759.073734829832,0.463,Spearman
synechococcus,470,bb_b,poc_optics,-0.25,702,0.361,Spearman
synechococcus,532,bb_b,poc_optics,-0.35,757.9999999999999,0.196,Spearman
synechococcus,660,bb_b,poc_optics,-0.27,710,0.333,Spearman
synechococcus,470,bb_b,poc_cell,0.037,438,0.904,Spearman
synechococcus,532,bb_b,poc_cell,-0.26,574,0.366,Spearman
synechococcus,660,bb_b,poc_cell,-0.46,665.9999999999999,0.0972,Spearman
synechococcus,470,bb_b,cn,-0.56,875.9999999999999,0.031,Spearman
synechococcus,532,bb_b,cn,-0.94,1087.9999999999998,0,Spearman
synechococcus,660,bb_b,cn,-0.9,1066,0,Spearman
synechococcus,470,bb_b,c_chl,-0.53,856,0.0454,Spearman
synechococcus,532,bb_b,c_chl,-0.82,1021.9999999999999,2.22e-4,Spearman
synechococcus,660,bb_b,c_chl,-0.79,1003.9999999999999,6.74e-4,Spearman
synechococcus,470,bb_b,chl_line_height,-0.42,5196,0.0262,Spearman
synechococcus,532,bb_b,chl_line_height,-0.34,4879.999999999999,0.0814,Spearman
synechococcus,660,bb_b,chl_line_height,-0.082,3953.9999999999995,0.677,Spearman
synechococcus,470,bb_b,chl_cell,0.57,1410,0.00229,Spearman
synechococcus,532,bb_b,chl_cell,0.47,1738.0000000000002,0.0144,Spearman
synechococcus,660,bb_b,chl_cell,0.29,2328,0.143,Spearman
synechococcus,470,bb_b,pe_chla,0.62,1380,5.34e-4,Spearman
synechococcus,532,bb_b,pe_chla,0.63,1350.0000000000005,4.31e-4,Spearman
synechococcus,660,bb_b,pe_chla,0.53,1734,0.00461,Spearman
synechococcus,470,bb_b,pub_peb,-0.7,6198,6.07e-5,Spearman
synechococcus,532,bb_b,pub_peb,-0.9,6938,7.21e-7,Spearman
synechococcus,660,bb_b,pub_peb,-0.84,6720,1.36e-6,Spearman
synechococcus,470,bb_b,Fv_Fm,-0.26,3682,0.201,Spearman
synechococcus,532,bb_b,Fv_Fm,-0.014,2966,0.947,Spearman
synechococcus,660,bb_b,Fv_Fm,0.023,2858,0.912,Spearman
synechococcus,470,bb_b,red,-0.15,3770.0754140909667,0.453,Spearman
synechococcus,532,bb_b,red,-0.083,3547.041370887959,0.682,Spearman
synechococcus,660,bb_b,red,-0.12,3659.0584688195154,0.561,Spearman
t_pseudonana,470,ap,ap,1,0,0,Spearman
t_pseudonana,532,ap,ap,1,0,0,Spearman
t_pseudonana,660,ap,ap,1,0,0,Spearman
t_pseudonana,470,ap,cp,0.94,17.99999999999996,0,Spearman
t_pseudonana,532,ap,cp,0.78,61.999999999999964,0.00412,Spearman
t_pseudonana,660,ap,cp,0.77,65.99999999999996,0.00525,Spearman
t_pseudonana,470,ap,bbp,0.27,209.99999999999997,0.404,Spearman
t_pseudonana,532,ap,bbp,0.091,260,0.783,Spearman
t_pseudonana,660,ap,bbp,0.077,264,0.817,Spearman
t_pseudonana,470,ap,bb_b,-0.69,482,0.0173,Spearman
t_pseudonana,532,ap,bb_b,-0.67,478,0.0204,Spearman
t_pseudonana,660,ap,bb_b,-0.76,504,0.0059,Spearman
t_pseudonana,470,ap,cells,0.44,159.99999999999997,0.154,Spearman
t_pseudonana,532,ap,cells,0.58,119.99999999999996,0.0521,Spearman
t_pseudonana,660,ap,cells,0.66,97.99999999999999,0.024,Spearman
t_pseudonana,470,ap,fsc,0.73,75.99999999999996,0.00905,Spearman
t_pseudonana,532,ap,fsc,0.69,90,0.0173,Spearman
t_pseudonana,660,ap,fsc,0.6,113.99999999999999,0.0428,Spearman
t_pseudonana,470,ap,ssc,0.95,13.999999999999972,0,Spearman
t_pseudonana,532,ap,ssc,0.87,37.99999999999995,4.43e-4,Spearman
t_pseudonana,660,ap,ssc,0.84,46,0.00119,Spearman
t_pseudonana,470,ap,poc_optics,0.9,29.999999999999968,5.94e-6,Spearman
t_pseudonana,532,ap,poc_optics,0.8,55.99999999999994,0.00275,Spearman
t_pseudonana,660,ap,poc_optics,0.78,63.999999999999964,0.00466,Spearman
t_pseudonana,470,ap,poc_cell,0.78,61.999999999999964,0.00412,Spearman
t_pseudonana,532,ap,poc_cell,0.64,101.99999999999999,0.028,Spearman
t_pseudonana,660,ap,poc_cell,0.59,117.99999999999999,0.0488,Spearman
t_pseudonana,470,ap,cn,0.83,47.999999999999964,0.00144,Spearman
t_pseudonana,532,ap,cn,0.77,65.99999999999996,0.00525,Spearman
t_pseudonana,660,ap,cn,0.76,67.99999999999999,0.0059,Spearman
t_pseudonana,470,ap,c_chl,0.8,55.99999999999994,0.00275,Spearman
t_pseudonana,532,ap,c_chl,0.71,81.99999999999996,0.0121,Spearman
t_pseudonana,660,ap,c_chl,0.67,94,0.0204,Spearman
t_pseudonana,470,ap,chl_line_height,0.93,19.999999999999957,0,Spearman
t_pseudonana,532,ap,chl_line_height,0.97,9.999999999999979,0,Spearman
t_pseudonana,660,ap,chl_line_height,0.99,1.9999999999999638,0,Spearman
t_pseudonana,470,ap,chl_cell,0.32,194,0.308,Spearman
t_pseudonana,532,ap,chl_cell,0.11,254,0.733,Spearman
t_pseudonana,660,ap,chl_cell,0.077,264,0.817,Spearman
t_pseudonana,470,ap,ppc_chla,0.94,17.99999999999996,0,Spearman
t_pseudonana,532,ap,ppc_chla,0.8,55.99999999999994,0.00275,Spearman
t_pseudonana,660,ap,ppc_chla,0.79,59.99999999999997,0.00362,Spearman
t_pseudonana,470,ap,psc_chla,0.52,135.99999999999997,0.0839,Spearman
t_pseudonana,532,ap,psc_chla,0.66,97.99999999999999,0.024,Spearman
t_pseudonana,660,ap,psc_chla,0.61,111.99999999999999,0.04,Spearman
t_pseudonana,470,ap,Fv_Fm,-0.79,296,0.00984,Spearman
t_pseudonana,532,ap,Fv_Fm,-0.79,296,0.00984,Spearman
t_pseudonana,660,ap,Fv_Fm,-0.78,294,0.0117,Spearman
t_pseudonana,470,ap,red,0.87,37.99999999999995,4.43e-4,Spearman
t_pseudonana,532,ap,red,0.71,81.99999999999996,0.0121,Spearman
t_pseudonana,660,ap,red,0.74,73.99999999999997,0.00817,Spearman
t_pseudonana,470,cp,ap,0.94,17.99999999999996,0,Spearman
t_pseudonana,532,cp,ap,0.78,61.999999999999964,0.00412,Spearman
t_pseudonana,660,cp,ap,0.77,65.99999999999996,0.00525,Spearman
t_pseudonana,470,cp,cp,1,0,0,Spearman
t_pseudonana,532,cp,cp,1,0,0,Spearman
t_pseudonana,660,cp,cp,1,0,0,Spearman
t_pseudonana,470,cp,bbp,0.45,157.99999999999997,0.147,Spearman
t_pseudonana,532,cp,bbp,0.38,177.99999999999997,0.227,Spearman
t_pseudonana,660,cp,bbp,0.41,170,0.193,Spearman
t_pseudonana,470,cp,bb_b,-0.61,460,0.04,Spearman
t_pseudonana,532,cp,bb_b,-0.53,438.00000000000006,0.0793,Spearman
t_pseudonana,660,cp,bb_b,-0.66,474.00000000000006,0.024,Spearman
t_pseudonana,470,cp,cells,0.2,228,0.528,Spearman
t_pseudonana,532,cp,cells,0.2,228,0.528,Spearman
t_pseudonana,660,cp,cells,0.19,232,0.558,Spearman
t_pseudonana,470,cp,fsc,0.67,94,0.0204,Spearman
t_pseudonana,532,cp,fsc,0.67,94,0.0204,Spearman
t_pseudonana,660,cp,fsc,0.71,81.99999999999996,0.0121,Spearman
t_pseudonana,470,cp,ssc,0.91,25.999999999999943,0,Spearman
t_pseudonana,532,cp,ssc,0.91,25.999999999999943,0,Spearman
t_pseudonana,660,cp,ssc,0.92,23.999999999999982,0,Spearman
t_pseudonana,470,cp,poc_optics,0.96,11.999999999999943,0,Spearman
t_pseudonana,532,cp,poc_optics,0.96,11.999999999999943,0,Spearman
t_pseudonana,660,cp,poc_optics,0.97,7.999999999999951,0,Spearman
t_pseudonana,470,cp,poc_cell,0.86,39.99999999999998,5.97e-4,Spearman
t_pseudonana,532,cp,poc_cell,0.86,39.99999999999998,5.97e-4,Spearman
t_pseudonana,660,cp,poc_cell,0.87,35.999999999999986,3.09e-4,Spearman
t_pseudonana,470,cp,cn,0.88,33.999999999999964,1.92e-4,Spearman
t_pseudonana,532,cp,cn,0.88,33.999999999999964,1.92e-4,Spearman
t_pseudonana,660,cp,cn,0.9,29.999999999999968,5.94e-6,Spearman
t_pseudonana,470,cp,c_chl,0.88,33.999999999999964,1.92e-4,Spearman
t_pseudonana,532,cp,c_chl,0.88,33.999999999999964,1.92e-4,Spearman
t_pseudonana,660,cp,c_chl,0.9,27.99999999999997,0,Spearman
t_pseudonana,470,cp,chl_line_height,0.83,49.99999999999999,0.00172,Spearman
t_pseudonana,532,cp,chl_line_height,0.83,49.99999999999999,0.00172,Spearman
t_pseudonana,660,cp,chl_line_height,0.82,51.99999999999995,0.00203,Spearman
t_pseudonana,470,cp,chl_cell,0.48,149.99999999999997,0.121,Spearman
t_pseudonana,532,cp,chl_cell,0.48,149.99999999999997,0.121,Spearman
t_pseudonana,660,cp,chl_cell,0.46,153.99999999999997,0.134,Spearman
t_pseudonana,470,cp,ppc_chla,0.95,13.999999999999972,0,Spearman
t_pseudonana,532,cp,ppc_chla,0.95,13.999999999999972,0,Spearman
t_pseudonana,660,cp,ppc_chla,0.94,15.999999999999934,0,Spearman
t_pseudonana,470,cp,psc_chla,0.59,115.99999999999999,0.0458,Spearman
t_pseudonana,532,cp,psc_chla,0.59,115.99999999999999,0.0458,Spearman
t_pseudonana,660,cp,psc_chla,0.64,103.99999999999996,0.0301,Spearman
t_pseudonana,470,cp,Fv_Fm,-0.71,282,0.0275,Spearman
t_pseudonana,532,cp,Fv_Fm,-0.71,282,0.0275,Spearman
t_pseudonana,660,cp,Fv_Fm,-0.71,282,0.0275,Spearman
t_pseudonana,470,cp,red,0.83,49.99999999999999,0.00172,Spearman
t_pseudonana,532,cp,red,0.83,49.99999999999999,0.00172,Spearman
t_pseudonana,660,cp,red,0.8,55.99999999999994,0.00275,Spearman
t_pseudonana,470,bbp,ap,0.27,209.99999999999997,0.404,Spearman
t_pseudonana,532,bbp,ap,0.091,260,0.783,Spearman
t_pseudonana,660,bbp,ap,0.077,264,0.817,Spearman
t_pseudonana,470,bbp,cp,0.45,157.99999999999997,0.147,Spearman
t_pseudonana,532,bbp,cp,0.38,177.99999999999997,0.227,Spearman
t_pseudonana,660,bbp,cp,0.41,170,0.193,Spearman
t_pseudonana,470,bbp,bbp,1,0,0,Spearman
t_pseudonana,532,bbp,bbp,1,0,0,Spearman
t_pseudonana,660,bbp,bbp,1,0,0,Spearman
t_pseudonana,470,bbp,bb_b,0.34,190,0.287,Spearman
t_pseudonana,532,bbp,bb_b,0.48,149.99999999999997,0.121,Spearman
t_pseudonana,660,bbp,bb_b,0.34,190,0.287,Spearman
t_pseudonana,470,bbp,cells,-0.098,314,0.766,Spearman
t_pseudonana,532,bbp,cells,-0.2,342,0.543,Spearman
t_pseudonana,660,bbp,cells,-0.29,370,0.354,Spearman
t_pseudonana,470,bbp,fsc,-0.15,329.99999999999994,0.635,Spearman
t_pseudonana,532,bbp,fsc,-0.21,346,0.514,Spearman
t_pseudonana,660,bbp,fsc,-0.19,340,0.558,Spearman
t_pseudonana,470,bbp,ssc,0.18,234,0.573,Spearman
t_pseudonana,532,bbp,ssc,0.13,250,0.7,Spearman
t_pseudonana,660,bbp,ssc,0.2,230,0.543,Spearman
t_pseudonana,470,bbp,poc_optics,0.32,194,0.308,Spearman
t_pseudonana,532,bbp,poc_optics,0.24,216,0.444,Spearman
t_pseudonana,660,bbp,poc_optics,0.32,194,0.308,Spearman
t_pseudonana,470,bbp,poc_cell,0.17,235.99999999999997,0.588,Spearman
t_pseudonana,532,bbp,poc_cell,0.14,246,0.667,Spearman
t_pseudonana,660,bbp,poc_cell,0.24,218,0.457,Spearman
t_pseudonana,470,bbp,cn,0.18,234,0.573,Spearman
t_pseudonana,532,bbp,cn,0.13,248,0.683,Spearman
t_pseudonana,660,bbp,cn,0.21,226,0.514,Spearman
t_pseudonana,470,bbp,c_chl,0.16,240,0.619,Spearman
t_pseudonana,532,bbp,c_chl,0.11,254,0.733,Spearman
t_pseudonana,660,bbp,c_chl,0.23,219.99999999999997,0.471,Spearman
t_pseudonana,470,bbp,chl_line_height,0.24,218,0.457,Spearman
t_pseudonana,532,bbp,chl_line_height,0.12,252,0.716,Spearman
t_pseudonana,660,bbp,chl_line_height,0.11,254,0.733,Spearman
t_pseudonana,470,bbp,chl_cell,0.29,204,0.366,Spearman
t_pseudonana,532,bbp,chl_cell,0.34,188,0.276,Spearman
t_pseudonana,660,bbp,chl_cell,0.45,157.99999999999997,0.147,Spearman
t_pseudonana,470,bbp,ppc_chla,0.32,194,0.308,Spearman
t_pseudonana,532,bbp,ppc_chla,0.23,219.99999999999997,0.471,Spearman
t_pseudonana,660,bbp,ppc_chla,0.26,212,0.417,Spearman
t_pseudonana,470,bbp,psc_chla,0.15,244,0.651,Spearman
t_pseudonana,532,bbp,psc_chla,0.042,274,0.904,Spearman
t_pseudonana,660,bbp,psc_chla,0.14,246,0.667,Spearman
t_pseudonana,470,bbp,Fv_Fm,0.091,150,0.811,Spearman
t_pseudonana,532,bbp,Fv_Fm,0.18,136,0.632,Spearman
t_pseudonana,660,bbp,Fv_Fm,0.18,136,0.632,Spearman
t_pseudonana,470,bbp,red,0.091,260,0.783,Spearman
t_pseudonana,532,bbp,red,0.056,270,0.869,Spearman
t_pseudonana,660,bbp,red,0.13,250,0.7,Spearman
t_pseudonana,470,bb_b,ap,-0.69,482,0.0173,Spearman
t_pseudonana,532,bb_b,ap,-0.67,478,0.0204,Spearman
t_pseudonana,660,bb_b,ap,-0.76,504,0.0059,Spearman
t_pseudonana,470,bb_b,cp,-0.61,460,0.04,Spearman
t_pseudonana,532,bb_b,cp,-0.53,438.00000000000006,0.0793,Spearman
t_pseudonana,660,bb_b,cp,-0.66,474.00000000000006,0.024,Spearman
t_pseudonana,470,bb_b,bbp,0.34,190,0.287,Spearman
t_pseudonana,532,bb_b,bbp,0.48,149.99999999999997,0.121,Spearman
t_pseudonana,660,bb_b,bbp,0.34,190,0.287,Spearman
t_pseudonana,470,bb_b,bb_b,1,0,0,Spearman
t_pseudonana,532,bb_b,bb_b,1,0,0,Spearman
t_pseudonana,660,bb_b,bb_b,1,0,0,Spearman
t_pseudonana,470,bb_b,cells,-0.4,400.00000000000006,0.201,Spearman
t_pseudonana,532,bb_b,cells,-0.37,392,0.237,Spearman
t_pseudonana,660,bb_b,cells,-0.54,440,0.0749,Spearman
t_pseudonana,470,bb_b,fsc,-0.86,532,5.97e-4,Spearman
t_pseudonana,532,bb_b,fsc,-0.85,528,9.7e-4,Spearman
t_pseudonana,660,bb_b,fsc,-0.82,520.0000000000001,0.00203,Spearman
t_pseudonana,470,bb_b,ssc,-0.71,490,0.0121,Spearman
t_pseudonana,532,bb_b,ssc,-0.67,478,0.0204,Spearman
t_pseudonana,660,bb_b,ssc,-0.73,496,0.00905,Spearman
t_pseudonana,470,bb_b,poc_optics,-0.71,490,0.0121,Spearman
t_pseudonana,532,bb_b,poc_optics,-0.67,478,0.0204,Spearman
t_pseudonana,660,bb_b,poc_optics,-0.73,494.00000000000006,0.01,Spearman
t_pseudonana,470,bb_b,poc_cell,-0.63,466.00000000000006,0.0324,Spearman
t_pseudonana,532,bb_b,poc_cell,-0.59,454,0.0488,Spearman
t_pseudonana,660,bb_b,poc_cell,-0.59,456.00000000000006,0.0458,Spearman
t_pseudonana,470,bb_b,cn,-0.76,502.00000000000006,0.0066,Spearman
t_pseudonana,532,bb_b,cn,-0.69,484.00000000000006,0.0159,Spearman
t_pseudonana,660,bb_b,cn,-0.78,508,0.00466,Spearman
t_pseudonana,470,bb_b,c_chl,-0.72,492.00000000000006,0.011,Spearman
t_pseudonana,532,bb_b,c_chl,-0.69,482,0.0173,Spearman
t_pseudonana,660,bb_b,c_chl,-0.71,488,0.0133,Spearman
t_pseudonana,470,bb_b,chl_line_height,-0.65,472,0.0259,Spearman
t_pseudonana,532,bb_b,chl_line_height,-0.62,462,0.0373,Spearman
t_pseudonana,660,bb_b,chl_line_height,-0.77,506.00000000000006,0.00525,Spearman
t_pseudonana,470,bb_b,chl_cell,-0.042,297.99999999999994,0.904,Spearman
t_pseudonana,532,bb_b,chl_cell,0.014,282,0.974,Spearman
t_pseudonana,660,bb_b,chl_cell,0.021,280,0.956,Spearman
t_pseudonana,470,bb_b,ppc_chla,-0.64,470,0.028,Spearman
t_pseudonana,532,bb_b,ppc_chla,-0.58,452,0.0521,Spearman
t_pseudonana,660,bb_b,ppc_chla,-0.67,478,0.0204,Spearman
t_pseudonana,470,bb_b,psc_chla,-0.51,432.00000000000006,0.0936,Spearman
t_pseudonana,532,bb_b,psc_chla,-0.56,446.00000000000006,0.0627,Spearman
t_pseudonana,660,bb_b,psc_chla,-0.57,448,0.059,Spearman
t_pseudonana,470,bb_b,Fv_Fm,0.85,24.00000000000003,0.0035,Spearman
t_pseudonana,532,bb_b,Fv_Fm,0.85,24.00000000000003,0.0035,Spearman
t_pseudonana,660,bb_b,Fv_Fm,0.89,18.000000000000025,0.00138,Spearman
t_pseudonana,470,bb_b,red,-0.62,464,0.0348,Spearman
t_pseudonana,532,bb_b,red,-0.53,438.00000000000006,0.0793,Spearman
t_pseudonana,660,bb_b,red,-0.63,466.00000000000006,0.0324,Spearman
