time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/08/25 20:37:09.573, 152, 254, 223
2022/08/25 20:37:11.079, 127, 235, 218
2022/08/25 20:37:12.585, 140, 249, 218
2022/08/25 20:37:14.091, 154, 238, 214
2022/08/25 20:37:15.597, 137, 228, 210
2022/08/25 20:37:17.103, 130, 224, 278
2022/08/25 20:37:18.609, 131, 234, 218
2022/08/25 20:37:20.115, 162, 237, 214
2022/08/25 20:37:21.621, 145, 234, 195
2022/08/25 20:37:23.127, 151, 225, 222
2022/08/25 20:37:24.633, 118, 234, 217
2022/08/25 20:37:26.139, 150, 232, 181
2022/08/25 20:37:27.645, 144, 234, 212
2022/08/25 20:37:29.151, 133, 262, 199
2022/08/25 20:37:30.657, 153, 246, 216
2022/08/25 20:37:32.163, 139, 291, 199
2022/08/25 20:37:33.669, 150, 338, 225
2022/08/25 20:37:35.175, 145, 242, 235
2022/08/25 20:37:36.681, 138, 233, 206
2022/08/25 20:37:38.187, 141, 238, 227
2022/08/25 20:37:39.693, 152, 233, 198
2022/08/25 20:37:41.199, 159, 235, 218
2022/08/25 20:37:42.705, 145, 244, 209
2022/08/25 20:37:44.211, 150, 224, 215
2022/08/25 20:37:45.717, 150, 226, 221
2022/08/25 20:37:47.223, 140, 235, 210
2022/08/25 20:37:48.729, 135, 237, 217
2022/08/25 20:37:50.235, 154, 239, 209
2022/08/25 20:37:51.741, 150, 252, 213
2022/08/25 20:37:53.247, 162, 245, 193
2022/08/25 20:37:54.753, 159, 271, 212
2022/08/25 20:37:56.258, 146, 245, 229
2022/08/25 20:37:57.764, 156, 226, 259
2022/08/25 20:37:59.270, 142, 248, 235
2022/08/25 20:38:00.775, 156, 236, 242
2022/08/25 20:38:02.293, 145, 248, 204
2022/08/25 20:38:03.787, 150, 227, 194
2022/08/25 20:38:05.293, 143, 238, 224
2022/08/25 20:38:06.799, 156, 236, 219
2022/08/25 20:38:08.311, 144, 224, 208
2022/08/25 20:38:09.811, 149, 253, 223
2022/08/25 20:38:11.317, 150, 244, 201
2022/08/25 20:38:12.822, 139, 233, 212
2022/08/25 20:38:14.329, 130, 221, 253
2022/08/25 20:38:15.834, 152, 234, 211
2022/08/25 20:38:17.340, 158, 238, 221
2022/08/25 20:38:18.847, 142, 262, 205
2022/08/25 20:38:20.353, 173, 240, 207
2022/08/25 20:38:21.858, 145, 219, 208
2022/08/25 20:38:23.364, 123, 235, 224
2022/08/25 20:38:24.870, 143, 240, 193
2022/08/25 20:38:26.376, 167, 240, 210
2022/08/25 20:38:27.882, 162, 237, 206
2022/08/25 20:38:29.388, 133, 246, 199
2022/08/25 20:38:30.894, 155, 214, 210
2022/08/25 20:38:32.400, 142, 246, 227
2022/08/25 20:38:33.906, 146, 233, 201
2022/08/25 20:38:35.412, 154, 230, 206
2022/08/25 20:38:36.918, 136, 240, 204
2022/08/25 20:38:38.424, 138, 236, 212
2022/08/25 20:38:39.930, 163, 245, 217
2022/08/25 20:38:41.436, 133, 247, 211
2022/08/25 20:38:42.942, 125, 235, 205
2022/08/25 20:38:44.448, 153, 239, 218
2022/08/25 20:38:45.954, 172, 259, 223
2022/08/25 20:38:47.461, 150, 264, 205
2022/08/25 20:38:48.967, 162, 237, 222
2022/08/25 20:38:50.473, 171, 239, 220
2022/08/25 20:38:51.978, 159, 235, 227
2022/08/25 20:38:53.484, 151, 245, 215
2022/08/25 20:38:54.990, 144, 248, 216
2022/08/25 20:38:56.496, 141, 212, 207
2022/08/25 20:38:58.001, 150, 223, 231
2022/08/25 20:38:59.507, 146, 225, 235
2022/08/25 20:39:01.013, 140, 250, 221
2022/08/25 20:39:02.518, 126, 243, 215
2022/08/25 20:39:04.025, 151, 248, 217
