time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/08/25 16:07:15.639, 97, 115, 86
2022/08/25 16:07:17.145, 116, 124, 100
2022/08/25 16:07:18.650, 101, 131, 98
2022/08/25 16:07:20.156, 107, 165, 114
2022/08/25 16:07:21.661, 106, 135, 79
2022/08/25 16:07:23.165, 90, 141, 94
2022/08/25 16:07:24.670, 122, 131, 131
2022/08/25 16:07:26.175, 101, 111, 98
2022/08/25 16:07:27.681, 110, 116, 103
2022/08/25 16:07:29.185, 91, 126, 93
2022/08/25 16:07:30.689, 98, 143, 95
2022/08/25 16:07:32.195, 103, 137, 121
2022/08/25 16:07:33.699, 89, 143, 69
2022/08/25 16:07:35.203, 97, 133, 90
2022/08/25 16:07:36.707, 96, 117, 98
2022/08/25 16:07:38.212, 116, 127, 95
2022/08/25 16:07:39.717, 114, 129, 82
2022/08/25 16:07:41.222, 147, 139, 104
2022/08/25 16:07:42.727, 105, 108, 95
2022/08/25 16:07:44.233, 112, 120, 104
2022/08/25 16:07:45.738, 106, 131, 105
2022/08/25 16:07:47.243, 96, 141, 105
2022/08/25 16:07:48.748, 117, 135, 91
2022/08/25 16:07:50.252, 91, 136, 88
2022/08/25 16:07:51.757, 102, 140, 77
2022/08/25 16:07:53.262, 100, 158, 110
2022/08/25 16:07:54.767, 102, 123, 96
2022/08/25 16:07:56.272, 120, 136, 102
2022/08/25 16:07:57.776, 95, 126, 92
2022/08/25 16:07:59.281, 108, 136, 77
2022/08/25 16:08:00.785, 95, 135, 116
2022/08/25 16:08:02.290, 109, 129, 80
2022/08/25 16:08:03.795, 122, 115, 94
2022/08/25 16:08:05.301, 109, 151, 111
2022/08/25 16:08:06.806, 101, 115, 100
2022/08/25 16:08:08.311, 95, 132, 102
2022/08/25 16:08:09.816, 106, 138, 97
2022/08/25 16:08:11.322, 112, 120, 122
2022/08/25 16:08:12.826, 97, 145, 90
2022/08/25 16:08:14.331, 92, 156, 106
2022/08/25 16:08:15.835, 86, 149, 90
2022/08/25 16:08:17.340, 118, 120, 78
2022/08/25 16:08:18.845, 129, 121, 81
