time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/08/25 10:37:31.388, 144, 275, 269
2022/08/25 10:37:32.894, 143, 282, 284
2022/08/25 10:37:34.400, 143, 271, 276
2022/08/25 10:37:35.906, 137, 296, 290
2022/08/25 10:37:37.412, 157, 267, 301
2022/08/25 10:37:38.918, 143, 265, 301
2022/08/25 10:37:40.424, 148, 268, 291
2022/08/25 10:37:41.930, 166, 267, 261
2022/08/25 10:37:43.436, 152, 264, 280
2022/08/25 10:37:44.942, 162, 280, 285
2022/08/25 10:37:46.448, 156, 299, 273
2022/08/25 10:37:47.954, 174, 296, 298
2022/08/25 10:37:49.460, 142, 278, 263
2022/08/25 10:37:50.966, 144, 273, 300
2022/08/25 10:37:52.472, 158, 259, 264
2022/08/25 10:37:53.979, 162, 277, 264
2022/08/25 10:37:55.485, 158, 287, 285
2022/08/25 10:37:56.990, 179, 292, 277
2022/08/25 10:37:58.496, 161, 283, 285
2022/08/25 10:38:00.002, 169, 280, 270
2022/08/25 10:38:01.507, 155, 272, 298
2022/08/25 10:38:03.013, 137, 287, 282
2022/08/25 10:38:04.519, 159, 255, 251
2022/08/25 10:38:06.025, 163, 279, 272
2022/08/25 10:38:07.531, 162, 267, 278
2022/08/25 10:38:09.037, 160, 288, 286
2022/08/25 10:38:10.543, 179, 273, 268
2022/08/25 10:38:12.049, 158, 278, 268
2022/08/25 10:38:13.555, 177, 276, 309
2022/08/25 10:38:15.061, 149, 291, 275
2022/08/25 10:38:16.567, 155, 296, 288
2022/08/25 10:38:18.073, 156, 281, 309
2022/08/25 10:38:19.579, 154, 274, 304
2022/08/25 10:38:21.085, 150, 279, 265
2022/08/25 10:38:22.591, 156, 284, 289
2022/08/25 10:38:24.097, 134, 290, 281
2022/08/25 10:38:25.603, 131, 285, 282
2022/08/25 10:38:27.110, 152, 287, 270
2022/08/25 10:38:28.616, 150, 286, 277
2022/08/25 10:38:30.122, 126, 290, 266
2022/08/25 10:38:31.628, 163, 294, 282
2022/08/25 10:38:33.134, 168, 280, 281
2022/08/25 10:38:34.640, 147, 284, 291
2022/08/25 10:38:36.146, 147, 267, 289
2022/08/25 10:38:37.652, 166, 275, 273
2022/08/25 10:38:39.158, 157, 300, 292
2022/08/25 10:38:40.664, 132, 287, 291
2022/08/25 10:38:42.170, 162, 279, 278
