time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/08/24 22:49:23.291, 155, 290, 303
2022/08/24 22:49:24.798, 159, 284, 348
2022/08/24 22:49:26.304, 178, 295, 330
2022/08/24 22:49:27.810, 151, 292, 365
2022/08/24 22:49:29.317, 171, 302, 323
2022/08/24 22:49:30.823, 184, 299, 314
2022/08/24 22:49:32.329, 190, 288, 333
2022/08/24 22:49:33.836, 171, 259, 307
2022/08/24 22:49:35.342, 116, 299, 293
2022/08/24 22:49:36.848, 153, 303, 330
2022/08/24 22:49:38.355, 190, 279, 303
2022/08/24 22:49:39.861, 130, 279, 304
2022/08/24 22:49:41.367, 188, 327, 322
2022/08/24 22:49:42.874, 173, 288, 380
2022/08/24 22:49:44.380, 169, 277, 324
2022/08/24 22:49:45.886, 174, 290, 319
2022/08/24 22:49:47.393, 172, 294, 312
2022/08/24 22:49:48.899, 201, 317, 311
2022/08/24 22:49:50.405, 176, 298, 268
2022/08/24 22:49:51.912, 153, 307, 334
2022/08/24 22:49:53.418, 149, 283, 302
2022/08/24 22:49:54.924, 131, 313, 318
2022/08/24 22:49:56.431, 179, 286, 343
2022/08/24 22:49:57.937, 187, 299, 331
2022/08/24 22:49:59.443, 169, 284, 338
2022/08/24 22:50:00.949, 137, 308, 311
2022/08/24 22:50:02.455, 142, 292, 335
2022/08/24 22:50:03.961, 152, 311, 340
2022/08/24 22:50:05.467, 152, 340, 296
2022/08/24 22:50:06.973, 176, 288, 318
2022/08/24 22:50:08.480, 190, 311, 377
2022/08/24 22:50:09.986, 153, 305, 337
2022/08/24 22:50:11.493, 171, 303, 323
2022/08/24 22:50:12.999, 141, 340, 305
2022/08/24 22:50:14.505, 155, 286, 298
2022/08/24 22:50:16.011, 139, 318, 330
2022/08/24 22:50:17.518, 185, 272, 323
2022/08/24 22:50:19.024, 183, 296, 334
2022/08/24 22:50:20.530, 186, 313, 315
2022/08/24 22:50:22.037, 152, 288, 322
2022/08/24 22:50:23.543, 184, 319, 310
2022/08/24 22:50:25.049, 178, 302, 272
2022/08/24 22:50:26.555, 165, 284, 301
2022/08/24 22:50:28.062, 171, 307, 308
2022/08/24 22:50:29.568, 132, 308, 325
2022/08/24 22:50:31.074, 186, 257, 294
2022/08/24 22:50:32.581, 189, 313, 319
