----,
DateTime:,      2022/05/19, 09:18:05, 1652977084,
PIF:,             51.09,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #01000,
Gain:,           1,    5, 
S/N Ratio:,    92.50,
Position:,    0.0,        0.0,   NoData,
Cycles:,        2,
     1,        99,        100,        227,
   228,      3226,       3227,       3354,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    185.232,      26.857,      0.000,
    2,        3.3,    188.774,      30.502,      0.000,
    3,        5.8,    188.965,      34.072,      0.000,
    4,        8.3,    189.244,      35.271,      0.000,
    5,       10.8,    189.511,      40.142,      0.000,
    6,       13.3,    189.815,      42.910,      0.000,
    7,       15.8,    189.980,      45.672,      0.000,
    8,       18.3,    190.120,      48.807,      0.000,
    9,       20.8,    190.133,      54.408,      0.000,
   10,       23.3,    190.171,      55.261,      0.000,
   11,       25.8,    190.209,      58.052,      0.000,
   12,       28.3,    190.336,      60.117,      0.000,
   13,       30.8,    190.412,      61.861,      0.000,
   14,       33.3,    190.552,      64.090,      0.000,
   15,       35.8,    190.641,      65.105,      0.000,
   16,       38.3,    190.679,      65.083,      0.000,
   17,       40.8,    190.780,      66.287,      0.000,
   18,       43.3,    190.793,      67.841,      0.000,
   19,       45.8,    190.768,      68.716,      0.000,
   20,       48.3,    190.844,      68.703,      0.000,
   21,       50.8,    190.920,      70.254,      0.000,
   22,       53.3,    190.907,      69.705,      0.000,
   23,       55.8,    191.009,      70.739,      0.000,
   24,       58.3,    191.047,      69.494,      0.000,
   25,       60.8,    191.072,      69.815,      0.000,
   26,       63.3,    191.136,      71.745,      0.000,
   27,       65.8,    191.161,      71.551,      0.000,
   28,       68.3,    191.174,      70.850,      0.000,
   29,       70.8,    191.161,      71.704,      0.000,
   30,       73.3,    191.263,      72.209,      0.000,
   31,       75.8,    191.377,      73.256,      0.000,
