exp,exp_no,phyto,source,tp,datetime,date,time,plot_date,plot_datetime,mean_cells,sd_cells,mean_grn,sd_grn,mean_yel,sd_yel,mean_red,sd_red,mean_fsc,sd_fsc,mean_ssc,sd_ssc
OL22-3,2,italic('O. Lucimarinus'),Culture,7,2022-12-07T21:00:00Z,2022-12-07,21:00:00,2022-11-27,2022-11-27T21:00:00Z,62670375,2495556.607502623,0.7516346661716073,8.65694559654193e-4,0.6523701519448902,0.007931789426551174,1.6369909206253324,0.005110369440646314,1.2646498503039842,0.03385466026029976,1.7142193109479926,0.012783553037459289
OL22-3,2,italic('O. Lucimarinus'),Culture,8,2022-12-07T23:00:00Z,2022-12-07,23:00:00,2022-11-27,2022-11-27T23:00:00Z,71398375,12856224.141928298,0.7413983238922183,0.004084941797698844,0.6507920342533264,0.006015616449787086,1.590306597623024,0.0089498335486207,1.22331185264484,0.005319888659877702,1.719162700799187,0.029337807543385767
OL22-3,2,italic('O. Lucimarinus'),Culture,9,2022-12-08T01:00:00Z,2022-12-08,01:00:00,2022-11-28,2022-11-28T01:00:00Z,85986000,14417704.398585789,0.7358160606547974,0.0061430163650705244,0.6473004981475737,0.0068751274121631395,1.563218071824845,0.008900310663578223,1.1994014759354714,0.025894627176284338,1.6724743082933862,0.03196496171819325
OL22-3,2,italic('O. Lucimarinus'),Culture,10,2022-12-08T03:00:00Z,2022-12-08,03:00:00,2022-11-28,2022-11-28T03:00:00Z,86207625,5241022.651878162,0.745080640763375,0.009843222650160329,0.6469014578714876,0.01327504386488739,1.5382048444305503,0.008767747968102067,1.1710541011295406,0.0446646387998559,1.693966919521682,0.039848162196096215
OL22-3,2,italic('O. Lucimarinus'),Culture,11,2022-12-08T05:00:00Z,2022-12-08,05:00:00,2022-11-28,2022-11-28T05:00:00Z,98028750,6070370.695023493,0.7292415393863274,0.008879096530199459,0.6352261207566138,0.004896873418760659,1.521988376137584,0.009642182698188896,1.0895445133642974,0.026465970075016367,1.6566593605907887,0.01515161431938471
OL22-3,2,italic('O. Lucimarinus'),Culture,12,2022-12-08T07:00:00Z,2022-12-08,07:00:00,2022-11-28,2022-11-28T07:00:00Z,84173812.5,13695816.531844983,0.7373934004937971,0.006597814549784419,0.6398969145571733,0.0017704969243982987,1.5140176811367119,0.0033099697911285774,1.0912476759624665,0.034005201800463146,1.6620934787919672,0.028641111916564568
OL22-3,2,italic('O. Lucimarinus'),Culture,13,2022-12-08T09:00:00Z,2022-12-08,09:00:00,2022-11-28,2022-11-28T09:00:00Z,93245937.5,3333047.519256964,0.7318601902444635,0.007775547644692846,0.6387592051227314,0.010553029972760903,1.4988068292307666,0.007575775544211546,1.052389481478765,0.0494102925364208,1.6579965314582363,0.018032459927954464
OL22-3,2,italic('O. Lucimarinus'),Culture,14,2022-12-08T11:00:00Z,2022-12-08,11:00:00,2022-11-28,2022-11-28T11:00:00Z,95545625,11177751.394138567,0.7323780275778773,0.006142352936094183,0.6524238255157847,0.007916358759361778,1.5080809443347307,0.006564485613360646,1.090288160556331,0.04355076992237292,1.645840626663209,0.04099072250694095
OL22-3,2,italic('O. Lucimarinus'),Culture,15,2022-12-08T13:00:00Z,2022-12-08,13:00:00,2022-11-28,2022-11-28T13:00:00Z,74788187.5,11908011.3428156,0.7512589116566306,0.008332660878779704,0.6405389548844895,0.005307733156731863,1.5199749142948284,0.009221446612732349,1.3052316470432495,0.060467854293113216,1.7978941025787745,0.07012482590301845
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T09:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,7438.666666666667,1442.2019044965004,0.7132742142940931,0.019674207761542134,1.493968191680465,0.007930781362490674,1.442166027138705,0.0039261785573738005,1.8088993773244364,0.001554208937927757,1.2159563700816092,0.00772250872783283
TP22-14,2,italic('T. Pseudonana'),Optics,2,2022-05-18T11:00:00Z,2022-05-18,11:00:00,2022-11-27,2022-11-27T11:00:00Z,7250.333333333333,1611.321300465346,0.7975589637226801,0.015522223194995926,1.518985142192528,0.012090475130266053,1.502460573411921,0.004165681954949951,1.867860685196443,0.005070517492309947,1.238090645328012,0.009131189393188965
TP22-14,2,italic('T. Pseudonana'),Optics,3,2022-05-18T13:00:00Z,2022-05-18,13:00:00,2022-11-27,2022-11-27T13:00:00Z,8352,2238.0598740873756,0.937741511278445,0.010457232958557936,1.5835958261390957,0.006705634151920097,1.6053813424895207,0.012509011483199817,2.0450135110972147,0.006983092163936388,1.3039815367677046,0.0077625671502326715
TP22-14,2,italic('T. Pseudonana'),Optics,4,2022-05-18T15:00:00Z,2022-05-18,15:00:00,2022-11-27,2022-11-27T15:00:00Z,8041.333333333333,976.1364317211675,0.9606102293143925,0.00489537049907565,1.605089509098544,0.012572593228108012,1.5917296765497524,0.005612850076911188,2.096791535591493,0.0094617069479237155,1.3566975033714561,0.016542416629916488
TP22-14,2,italic('T. Pseudonana'),Optics,5,2022-05-18T17:00:00Z,2022-05-18,17:00:00,2022-11-27,2022-11-27T17:00:00Z,11836,1273.4453266630649,0.9187345835408678,0.013237675297450808,1.5688913580380972,0.00936980468052996,1.5815447893137653,0.011059138938904957,2.0744530453907037,0.010608932324376643,1.3798313219664042,0.016065493626985207
TP22-14,2,italic('T. Pseudonana'),Optics,6,2022-05-18T19:00:00Z,2022-05-18,19:00:00,2022-11-27,2022-11-27T19:00:00Z,9708,1781.4185358864997,0.8622319662215339,0.008236822290128289,1.543480952245344,0.012352099599278236,1.5908359706718367,0.004665943972340069,2.0602762326822743,0.009010899216052642,1.3867978910663794,0.0025029952920558748
TP22-14,2,italic('T. Pseudonana'),Optics,7,2022-05-18T21:00:00Z,2022-05-18,21:00:00,2022-11-27,2022-11-27T21:00:00Z,8324,2401.9519145894656,0.8340242151529477,0.010633113766114966,1.5388888404165189,0.0092132643794606,1.582411168322981,0.007014773537063153,2.0900746261251095,0.008424447911777759,1.3670653783422855,0.011356171666622646
TP22-14,2,italic('T. Pseudonana'),Optics,8,2022-05-18T23:00:00Z,2022-05-18,23:00:00,2022-11-27,2022-11-27T23:00:00Z,8211,753.0557748268052,0.7850900529981888,0.005713548346287494,1.5128275132676903,0.007839838996064349,1.5349899448589326,0.003523081887142726,2.092387274275464,0.004040646198694754,1.2978980439267263,0.01592593665420923
TP22-14,2,italic('T. Pseudonana'),Optics,9,2022-05-19T01:00:00Z,2022-05-19,01:00:00,2022-11-28,2022-11-28T01:00:00Z,10386,2538.5336318433915,0.7576837724417709,0.01098862843189462,1.4893302040032002,0.0015428166765231554,1.5298073216272303,0.007340557962245625,2.0554676011373965,0.00920196472719529,1.2593334061076196,0.00909089840483106
TP22-14,2,italic('T. Pseudonana'),Optics,10,2022-05-19T03:00:00Z,2022-05-19,03:00:00,2022-11-28,2022-11-28T03:00:00Z,9896.666666666666,1037.7496486789737,0.7400573127672686,0.009806594492581047,1.4879472554760498,0.01604206445243733,1.520495122587483,0.016910337453827508,1.9688260375918576,0.011778041197184768,1.2560094118437426,0.018226394103165556
TP22-14,2,italic('T. Pseudonana'),Optics,11,2022-05-19T05:00:00Z,2022-05-19,05:00:00,2022-11-28,2022-11-28T05:00:00Z,13502,1479.2673862422573,0.7019847756652036,0.00636979430676239,1.4772520628806045,0.005072254297426665,1.4807664131778018,0.014058828903706697,1.8810171009167844,0.010390627073177007,1.228111035433077,0.010389091938612103
TP22-14,2,italic('T. Pseudonana'),Optics,12,2022-05-19T07:00:00Z,2022-05-19,07:00:00,2022-11-28,2022-11-28T07:00:00Z,10876,NA,0.6816359247564818,NA,1.4810230972961032,NA,1.475809777797104,NA,1.839408867092194,NA,1.2317131849887382,NA
TP22-14,2,italic('T. Pseudonana'),Optics,13,2022-05-19T09:00:00Z,2022-05-19,09:00:00,2022-11-28,2022-11-28T09:00:00Z,7316.333333333333,1079.5259762198098,0.6830096253483499,0.013118932950272584,1.4623896128153084,0.014053427249511254,1.4714163696904259,0.019233092483324103,1.8311374696229517,0.012539864674931327,1.2252823516668876,0.006391043903073071
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,1,2022-08-16T09:00:00Z,2022-08-16,09:00:00,2022-11-27,2022-11-27T09:00:00Z,40099,6532.252444601326,1.4230343331122102,0.03126792408614457,1.2401572306141553,0.023270769689932243,0.37306776824937976,0.00331157797273251,1.5991008904380566,0.0027521474655514454,2.1253323447623043,0.010758007969428785
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,2,2022-08-16T11:00:00Z,2022-08-16,11:00:00,2022-11-27,2022-11-27T11:00:00Z,37458,12264.060012899481,1.452801458806917,0.024593683713975262,1.260453381709913,0.01502314412845499,0.37465041798886706,0.0017277528617902686,1.5950276651855961,0.011532303320440487,2.1022530863555215,0.005546627050067327
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,3,2022-08-16T13:00:00Z,2022-08-16,13:00:00,2022-11-27,2022-11-27T13:00:00Z,37542,13102.688655386726,1.4624564491810055,0.05043702408737117,1.2438960671135302,0.0140882938664577,0.3758317853781891,0.00308307783125888,1.6391459974313025,0.02981530849814087,2.0830321854397247,0.04480991947929107
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,4,2022-08-16T15:00:00Z,2022-08-16,15:00:00,2022-11-27,2022-11-27T15:00:00Z,33079,7749.890321804561,1.4617483363140706,0.041826946386089005,1.2623500772230156,0.012934189552172714,0.3848676927032757,8.11060027701337e-4,1.7392601205439777,0.03678680162561986,2.095308410789995,0.03495833826758469
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,5,2022-08-16T17:00:00Z,2022-08-16,17:00:00,2022-11-27,2022-11-27T17:00:00Z,46681,25666.561943509303,1.4426629388198768,0.007170258800201813,1.2332234463453626,0.005093001084366338,0.37846877344146485,7.195562344174018e-4,1.819800730928235,0.009492557178480224,2.1050897117067375,0.0256778872884637
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,6,2022-08-16T19:00:00Z,2022-08-16,19:00:00,2022-11-27,2022-11-27T19:00:00Z,61624,24751.56576865391,1.4400038503891168,0.020064762789373,1.2358646935934572,0.024822163078699732,0.3784495205035183,0.010484620655501172,1.8599594443173944,0.0043907082290458276,2.1146373350494625,0.010673812796626343
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,7,2022-08-16T21:00:00Z,2022-08-16,21:00:00,2022-11-27,2022-11-27T21:00:00Z,82595,18871.26577630658,1.4379958649496398,0.01880226231979725,1.2285712064800438,0.0020517207497675743,0.3831886843718717,7.846196765919751e-4,1.8266977204158823,5.29136269068849e-4,2.1143636509280643,0.014996653464471559
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,8,2022-08-16T23:00:00Z,2022-08-16,23:00:00,2022-11-27,2022-11-27T23:00:00Z,90042,21152.39225241438,1.4330052613874402,0.0185543791141578,1.2320213586664972,0.011114414024701659,0.3909586440294375,0.008664158589547964,1.7599128841771474,0.011185238164239391,2.0965341472763814,0.03039513262233415
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,9,2022-08-17T03:00:00Z,2022-08-17,03:00:00,2022-11-28,2022-11-28T03:00:00Z,89153,25409.1750751574,1.4497505214972664,0.016752354091463882,1.263399038958552,0.0049901170209153125,0.39231330694015787,0.007506006759528226,1.6911117155535464,1.4416432205956238e-4,2.1229274899296255,0.020255454141766653
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,10,2022-08-17T07:00:00Z,2022-08-17,07:00:00,2022-11-28,2022-11-28T07:00:00Z,70353,23231.286189102833,1.4360763427636545,0.0069942410509846184,1.2530463394489817,0.0035543516866688436,0.38101266466250905,0.00697533352973299,1.6240779469046078,0.011623434384952612,2.118359113452133,0.00933662390471293
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,11,2022-08-17T09:00:00Z,2022-08-17,09:00:00,2022-11-28,2022-11-28T09:00:00Z,90720.5,41567.2721320512,1.4413247897336912,0.007287732621985754,1.2664116027276249,0.016891710055143012,0.3840150925283725,1.8484865845967683e-4,1.5963507005457653,0.015806946343113158,2.1198671260254782,0.0018433237556162241
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,12,2022-08-17T11:00:00Z,2022-08-17,11:00:00,2022-11-28,2022-11-28T11:00:00Z,89972,33477.263448495905,1.4686441509917334,0.014915850551053223,1.2689257229089685,0.0023416236082255855,0.3827872101091644,0.006106678798505048,1.584091635598444,3.476669216844134e-4,2.1068707999311886,0.020257955483027352
SYN22-4,1,italic('Synechococcus ') (WH8102),Optics,13,2022-08-17T13:00:00Z,2022-08-17,13:00:00,2022-11-28,2022-11-28T13:00:00Z,84124,39790.312790929405,1.452650171724839,0.01600011059235124,1.2425056268615036,0.0015387865815361449,0.3760465478604508,0.00566448459486054,1.6374419409028866,0.009519769221681825,2.096946601192972,0.013143743650617282
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,1,2022-08-24T09:00:00Z,2022-08-24,09:00:00,2022-11-27,2022-11-27T09:00:00Z,79642,26149.665236862977,1.422093455997227,0.017306632901255635,1.232744525882472,0.011496988169546456,0.37584437652244407,0.008654783224645598,1.5484554268369668,0.011460063879556953,2.1324448170471517,0.024398598834523354
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,2,2022-08-24T11:00:00Z,2022-08-24,11:00:00,2022-11-27,2022-11-27T11:00:00Z,66986.66666666667,11285.72307534317,1.4606267732292166,0.010161569355592162,1.2597645241340631,0.008484624133068332,0.38239522603521797,0.004866745788856275,1.5452036509020137,0.020328837616898937,2.119613897345305,0.0240011499413754
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,3,2022-08-24T13:00:00Z,2022-08-24,13:00:00,2022-11-27,2022-11-27T13:00:00Z,74180.66666666667,26287.136822661636,1.4695378283726244,0.011948369978198106,1.246801407742133,0.003040662226906986,0.3853687979820251,0.0027461867925447354,1.598369816913925,0.015027609973301232,2.1132496366156044,0.02297304306278327
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,4,2022-08-24T15:00:00Z,2022-08-24,15:00:00,2022-11-27,2022-11-27T15:00:00Z,74817.33333333333,30110.92035015425,1.4570639743867286,0.020242368823761025,1.2340598083761618,0.010504038637898911,0.3784717080098554,0.008795800599371661,1.6973078764326217,0.009116607534458188,2.1301746698897346,0.016198845917619522
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,5,2022-08-24T17:00:00Z,2022-08-24,17:00:00,2022-11-27,2022-11-27T17:00:00Z,102561.33333333333,31555.90596597305,1.4552832243969944,0.014620321124944852,1.2352072021099048,0.008178355213175713,0.38260233097741686,0.008085735975515042,1.7552544855903212,0.011122363510902246,2.135976100942771,0.02699288975454151
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,6,2022-08-24T19:00:00Z,2022-08-24,19:00:00,2022-11-27,2022-11-27T19:00:00Z,114821.33333333333,21146.651775951043,1.4673738100270284,0.043633357440213086,1.2353143358592036,0.023468414994331784,0.3886646268426546,0.010321843672341395,1.7934370710801273,0.018619354434409766,2.134428320886152,0.03938567674250637
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,7,2022-08-24T21:00:00Z,2022-08-24,21:00:00,2022-11-27,2022-11-27T21:00:00Z,124049,33724.170026851665,1.4649067773152271,0.04699964087161717,1.2327041973654103,0.027466191317315352,0.39045682170751494,0.010748265120284423,1.7583402858840407,0.039344826070260075,2.134645039255778,0.03203400871308552
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,9,2022-08-25T01:00:00Z,2022-08-25,01:00:00,2022-11-28,2022-11-28T01:00:00Z,148794.66666666666,42009.06723950597,1.4495585342277455,0.03099252134910425,1.2357421869249299,0.021832233701416126,0.3916646678996295,0.0145904575435208,1.6942505596068687,0.031617489029381815,2.1582973317849907,0.012127652737973012
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,10,2022-08-25T03:00:00Z,2022-08-25,03:00:00,2022-11-28,2022-11-28T03:00:00Z,121732.66666666667,69291.23342337999,1.4514107588171983,0.020405268296954233,1.2464682744505093,0.02039557313020067,0.3907558393414811,0.010334957841796413,1.6540924100596774,0.026203844863377655,2.160543070268419,0.01986783172478576
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,11,2022-08-25T05:00:00Z,2022-08-25,05:00:00,2022-11-28,2022-11-28T05:00:00Z,137307,40720.06445230656,1.4546907188333715,0.029273586654629286,1.2538352188657949,0.027728015624461907,0.39363328875946607,0.014277299011344629,1.6281671641075746,0.03406648048329835,2.170309094406102,0.02798445963360437
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,12,2022-08-25T07:00:00Z,2022-08-25,07:00:00,2022-11-28,2022-11-28T07:00:00Z,141356,54783.55275992969,1.4625320898813579,0.011962738531272287,1.2642471514532443,0.00951718375642822,0.39362342559565583,0.011608899070456946,1.5967315892533749,0.026189018681798088,2.162161791660619,0.023001142802370093
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,13,2022-08-25T09:00:00Z,2022-08-25,09:00:00,2022-11-28,2022-11-28T09:00:00Z,145932,21599.542796087142,1.4530120563863254,0.02858547316615562,1.2612316097922194,0.02916547740697344,0.39401370031790994,0.014939413945015185,1.5549085341154545,0.0500540159580206,2.154547147647448,0.03840503573501167
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,14,2022-08-25T11:00:00Z,2022-08-25,11:00:00,2022-11-28,2022-11-28T11:00:00Z,143088.66666666666,24154.837389917022,1.4734335477886018,0.02215357593206202,1.2697398033822955,0.01672915053732729,0.3918549985420696,0.011784607216263843,1.5488956878815856,0.033857452849367836,2.1382254587697904,0.03855100023295457
SYN22-5,2,italic('Synechococcus ') (WH8102),Optics,15,2022-08-25T13:00:00Z,2022-08-25,13:00:00,2022-11-28,2022-11-28T13:00:00Z,132994.33333333334,19269.47047361015,1.4808698718155682,0.0414997899167885,1.2518162026711321,0.027541484715833214,0.3907058313614784,0.014038977298123437,1.5984979556718808,0.051466831941169376,2.1315326389107243,0.040336809118782964
OL22-2,1,italic('O. Lucimarinus'),Optics,1,2022-11-30T09:00:00Z,2022-11-30,09:00:00,2022-11-27,2022-11-27T09:00:00Z,471280.6666666667,55540.60757079755,0.769247319921856,0.0076145315740743765,0.6602399768847266,0.007528012876176655,1.477424126170344,0.016753982677433953,1.1720585394482008,0.0025104746123309316,1.7208455535014098,0.04097635941140794
OL22-2,1,italic('O. Lucimarinus'),Optics,2,2022-11-30T11:00:00Z,2022-11-30,11:00:00,2022-11-27,2022-11-27T11:00:00Z,498493.3333333333,39578.79935436816,0.7506653630242422,0.008539853361903946,0.6435473926256954,0.0028136963966095712,1.4748331798958711,0.011553285696134815,1.1526620204231437,0.038278166233583655,1.7236810445532016,0.020443287847893857
OL22-2,1,italic('O. Lucimarinus'),Optics,3,2022-11-30T13:00:00Z,2022-11-30,13:00:00,2022-11-27,2022-11-27T13:00:00Z,474200,30847.638078141412,0.7475191177866343,0.0082310697315507,0.6485279691952778,0.004050820147968351,1.475349588237432,0.013161612712557705,1.2178425589668924,7.243849750935169e-4,1.7253774106458521,0.013168860627651853
OL22-2,1,italic('O. Lucimarinus'),Optics,4,2022-11-30T15:00:00Z,2022-11-30,15:00:00,2022-11-27,2022-11-27T15:00:00Z,449716.6666666667,76276.31502198656,0.7608807507902001,0.0055823615281483056,0.6322159912151366,0.015394628600087609,1.4772112856883188,0.0061473596093469815,1.2518126434765775,0.06551852805594334,1.737283488719951,0.009909424323152184
OL22-2,1,italic('O. Lucimarinus'),Optics,5,2022-11-30T17:00:00Z,2022-11-30,17:00:00,2022-11-27,2022-11-27T17:00:00Z,451600,73852.65313446769,0.7475821599407112,0.019739861492905495,0.6406403462357111,0.008689175852233175,1.5104182926393546,0.015118605900618231,1.3365451499515957,0.05413875223179145,1.770106869558249,0.032528028482299264
OL22-2,1,italic('O. Lucimarinus'),Optics,6,2022-11-30T19:00:00Z,2022-11-30,19:00:00,2022-11-27,2022-11-27T19:00:00Z,451788.3333333333,58393.448333981214,0.7542505456667534,0.006242575088813661,0.6465811582943222,0.005496375749566662,1.5631833044775048,0.0023287053378049606,1.3264212949236176,0.02339882899957081,1.7531195887201967,0.017596209883518014
OL22-2,1,italic('O. Lucimarinus'),Optics,7,2022-11-30T21:00:00Z,2022-11-30,21:00:00,2022-11-27,2022-11-27T21:00:00Z,486251.6666666667,113405.97981735061,0.7570204572562294,0.006369578944076069,0.6418427347797303,0.009208697660993222,1.5785904784735727,0.010406170394345469,1.360976152085071,0.059819944945572544,1.7902078999132318,0.050617808279415796
OL22-2,1,italic('O. Lucimarinus'),Optics,8,2022-11-30T23:00:00Z,2022-11-30,23:00:00,2022-11-27,2022-11-27T23:00:00Z,519208.3333333333,73398.30759856342,0.7475583881361718,0.0012988045729545646,0.6483126124427416,0.014010048600731026,1.5543919800029011,0.005187776934175863,1.2844977459149534,0.045195765665286526,1.7479600845235836,0.056069497771219834
OL22-2,1,italic('O. Lucimarinus'),Optics,9,2022-12-01T01:00:00Z,2022-12-01,01:00:00,2022-11-28,2022-11-28T01:00:00Z,526553.3333333334,213484.75825766422,0.7617715907955905,0.006823815176892159,0.6474455362872199,0.0055051724972950905,1.5360497203982852,0.011091287398519556,1.213051638107716,0.0492112586127508,1.692340284520725,0.04486694198771914
OL22-2,1,italic('O. Lucimarinus'),Optics,10,2022-12-01T07:00:00Z,2022-12-01,07:00:00,2022-11-28,2022-11-28T07:00:00Z,638542.5,31830.411755112436,0.744329483680161,0.0069622778106792895,0.6549890553725024,0.0021611446533006287,1.4873662723439023,1.2565372042469665e-5,1.0850135779054662,0.10711755937967582,1.7034027166456913,0.0385324268906044
OL22-2,1,italic('O. Lucimarinus'),Optics,11,2022-12-01T09:00:00Z,2022-12-01,09:00:00,2022-11-28,2022-11-28T09:00:00Z,578247.5,93087.07220930305,0.7442838090995849,0.013287084406326593,0.6426319036749755,0.010391368702864247,1.478953662159475,0.018178687872934113,1.2249156438677151,0.0038564454755188847,1.7409985688115648,0.025440948351053014
OL22-2,1,italic('O. Lucimarinus'),Optics,12,2022-12-01T11:00:00Z,2022-12-01,11:00:00,2022-11-28,2022-11-28T11:00:00Z,605273.3333333334,161302.88910411161,0.7411339980997947,0.0028659178867952904,0.6459151252246573,0.004461373392424144,1.4878027177941209,0.00816838277397142,1.1638156911823627,0.021090507757445014,1.697985694665599,0.02259298629854519
OL22-3,2,italic('O. Lucimarinus'),Optics,1,2022-12-07T09:00:00Z,2022-12-07,09:00:00,2022-11-27,2022-11-27T09:00:00Z,572281.6666666666,190650.78031136756,0.7502482793332945,0.007377362510164122,0.6425705558605849,0.00804562103766459,1.5193559119003899,0.01599079091496306,1.0747736947180169,0.0657756326063199,1.6361483246792998,0.02239948421224326
OL22-3,2,italic('O. Lucimarinus'),Optics,2,2022-12-07T11:00:00Z,2022-12-07,11:00:00,2022-11-27,2022-11-27T11:00:00Z,554237.5,4790.64844253886,0.7600849456675352,0.004715673003795207,0.6409407494071313,0.002200294705518546,1.5177917435348685,0.0028789224238035577,1.141146502645634,0.023953793227712055,1.6908349229947361,0.019610688945897948
OL22-3,2,italic('O. Lucimarinus'),Optics,3,2022-12-07T13:00:00Z,2022-12-07,13:00:00,2022-11-27,2022-11-27T13:00:00Z,581921.6666666666,281412.7831732833,0.7480535680810547,0.0026165259193695525,0.6480440490344623,0.006780929134909745,1.5524388372245426,0.017016189649702126,1.1613663177166689,0.05038932505892397,1.672029643602085,0.02670983527205541
OL22-3,2,italic('O. Lucimarinus'),Optics,4,2022-12-07T15:00:00Z,2022-12-07,15:00:00,2022-11-27,2022-11-27T15:00:00Z,583426.6666666666,73953.15482339704,0.7566829245380681,0.0034404799111568633,0.6442003835096506,0.010621006976909993,1.5599226057845004,0.011384955194944833,1.2339401741384879,0.04159375660463357,1.7322689159311155,0.030112078486126678
OL22-3,2,italic('O. Lucimarinus'),Optics,5,2022-12-07T17:00:00Z,2022-12-07,17:00:00,2022-11-27,2022-11-27T17:00:00Z,572126.6666666666,19458.199000250082,0.7593408603985802,0.0013577872652150243,0.6381906163337839,0.004291879712336471,1.6138757180548795,0.007617837184124798,1.3443630011289343,0.012727394014880452,1.76813466387885,0.022972359672692687
OL22-3,2,italic('O. Lucimarinus'),Optics,6,2022-12-07T19:00:00Z,2022-12-07,19:00:00,2022-11-27,2022-11-27T19:00:00Z,638230,35108.072077515164,0.7658725098643981,0.006295429732092724,0.6513174082354634,0.005719462463402264,1.643561158340966,0.013031452310811424,1.342692429593723,0.020868427506297863,1.7645587596768013,0.01544492954580451
OL22-3,2,italic('O. Lucimarinus'),Optics,7,2022-12-07T21:00:00Z,2022-12-07,21:00:00,2022-11-27,2022-11-27T21:00:00Z,724293.3333333334,133346.88563417344,0.762091365954977,8.34033398971865e-4,0.6496324019496098,0.009947173724504198,1.624291368165807,0.00946435736008413,1.2468537009304503,0.05259356206031461,1.7195218905943546,0.02155077914068801
OL22-3,2,italic('O. Lucimarinus'),Optics,8,2022-12-07T23:00:00Z,2022-12-07,23:00:00,2022-11-27,2022-11-27T23:00:00Z,665348.3333333334,116601.17348609032,0.7497883686474222,0.0061029434706150925,0.6357037662113487,0.013079875956843326,1.5834618801833644,0.017386076144329094,1.171708435957833,0.02977149648547865,1.6875254412648955,0.034324027064770744
OL22-3,2,italic('O. Lucimarinus'),Optics,9,2022-12-08T01:00:00Z,2022-12-08,01:00:00,2022-11-28,2022-11-28T01:00:00Z,825988.3333333334,17294.549237645177,0.7432914937444987,0.011109324502914773,0.6489557821920247,0.014855612643832143,1.5530694437622237,0.009935515942687616,1.1932488543927693,0.033950568283514726,1.684684547569741,0.03740702684787791
OL22-3,2,italic('O. Lucimarinus'),Optics,10,2022-12-08T03:00:00Z,2022-12-08,03:00:00,2022-11-28,2022-11-28T03:00:00Z,925046.6666666666,199692.88453355903,0.7384351601697151,0.002347750192848637,0.6511667648403253,0.003900966540769388,1.5376939945620847,0.007492402902655039,1.1488286554588383,0.06547031403364266,1.682899691937248,0.06781092724454983
OL22-3,2,italic('O. Lucimarinus'),Optics,11,2022-12-08T05:00:00Z,2022-12-08,05:00:00,2022-11-28,2022-11-28T05:00:00Z,868738.3333333334,44596.693076206146,0.7342319150589381,0.007142082168696766,0.6409296424951076,0.0051066737041126605,1.525973834943217,0.007240558960411096,1.1013541091332784,0.013388157474443402,1.6571049352965863,0.039926433154747094
OL22-3,2,italic('O. Lucimarinus'),Optics,12,2022-12-08T07:00:00Z,2022-12-08,07:00:00,2022-11-28,2022-11-28T07:00:00Z,892466.6666666666,14496.774066437449,0.7428039177436302,0.0064402335010148234,0.6364528870988144,0.005159407345377671,1.509364940094816,0.011409277104219701,1.0933276596770614,0.031357131330164704,1.678152674501478,0.019881707325844822
OL22-3,2,italic('O. Lucimarinus'),Optics,13,2022-12-08T09:00:00Z,2022-12-08,09:00:00,2022-11-28,2022-11-28T09:00:00Z,1119492.5,198552.0486232766,0.7318586117359964,0.004681161863056862,0.6296356217265408,0.0026580719690772756,1.50050848761212,0.009983237969686563,1.0918308804490058,0.05792253056317348,1.680890477164656,0.02750254582403759
OL22-3,2,italic('O. Lucimarinus'),Optics,14,2022-12-08T11:00:00Z,2022-12-08,11:00:00,2022-11-28,2022-11-28T11:00:00Z,803813.3333333334,267977.72618882585,0.7311031284652806,0.006188793019772451,0.6411027166408328,0.005768660403018985,1.5115345960711357,0.015415711574487774,1.1451069358413781,0.09932019775637185,1.6922694235297886,0.029716797923662188
OL22-3,2,italic('O. Lucimarinus'),Optics,15,2022-12-08T13:00:00Z,2022-12-08,13:00:00,2022-11-28,2022-11-28T13:00:00Z,914876.6666666666,127129.30035335416,0.7304808616671873,0.006432573841154881,0.6450174517445318,0.009658702613107617,1.5423225921445287,0.012473929171904433,1.211907707093531,0.1329624931468059,1.7387447229932,0.08885203542572509
