Current Date: 19-May-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Serial Number: 6735115039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Name: InCyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number: 2.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Gains,,,,,,,,Compensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Sample Number ,  Sample ID ,  Number of Events ,  Termination Count ,  Count Gate ,  Dilution Factor ,  Original Volume ,  Cells/µL ,  Total Volume (µL) ,  Acquisition Time (s) ,  Date of Acquisition ,  Time of Acquisition ,  FSC Gain ,  SSC ,  GRN ,  YEL ,  RED ,  NIR ,  RED2 ,  NIR2 ,  GRN - %YEL ,  YEL - %GRN ,  RED - %YEL ,  YEL - %RED ,  RED - %NIR ,  NIR - %RED ,  YEL - %NIR ,  NIR - %YEL ,  GRN - %RED ,  RED - %GRN ,  GRN - %NIR ,  NIR - %GRN ,  RED2 - %YEL ,   YEL - %RED2 ,   RED2 - %RED ,   RED - %RED2 ,   RED2 - %GRN ,   GRN - %RED2 ,   RED2 - %NIR ,   NIR - %RED2 ,   RED2 - %NIR2 ,   NIR2 - %RED2 ,  NIR2 - %YEL ,   YEL - %NIR2 ,   NIR2 - %RED ,   RED - %NIR2 ,   NIR2 - %GRN ,   GRN - %NIR2 ,   NIR2 - %NIR ,   NIR - %NIR2 ,  Threshold Parameter ,  Threshold Value ,  Flow Rate (µL/s) ,  High Concentration Warning Trigger ,  # of Errors & Warnings ,  User Login Name ,  User Full Name ,   WorkList 
1, Culture-X-1,9953,10000, All Events,1,0.2,5.64E+02,17.64,29.9, 18-MAY-2022 , 09:16:24 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
2, Culture-X-1,9777,10000, All Events,1,0.2,5.54E+02,17.64,29.9, 18-MAY-2022 , 09:17:26 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
3, Culture-Y-1,9516,10000, All Events,1,0.2,5.39E+02,17.64,29.9, 18-MAY-2022 , 09:18:18 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
4, Culture-Y-1,9736,10000, All Events,1,0.2,5.52E+02,17.64,29.9, 18-MAY-2022 , 09:19:10 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
5, Culture-Z-1,9833,10000, All Events,1,0.2,5.57E+02,17.64,29.9, 18-MAY-2022 , 09:20:03 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
6, Culture-Z-1,9555,10000, All Events,1,0.2,5.42E+02,17.64,29.9, 18-MAY-2022 , 09:20:52 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
7, Culture-X-2,10000,10000, All Events,1,0.2,5.86E+02,17.07,28.93, 18-MAY-2022 , 11:13:55 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
8, Culture-X-2,10000,10000, All Events,1,0.2,5.78E+02,17.32,29.35, 18-MAY-2022 , 11:14:48 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
9, Culture-Y-2,9794,10000, All Events,1,0.2,5.55E+02,17.64,29.9, 18-MAY-2022 , 11:15:40 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
10, Culture-Y-2,9743,10000, All Events,1,0.2,5.52E+02,17.64,29.9, 18-MAY-2022 , 11:16:33 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
11, Culture-Z-2,9844,10000, All Events,1,0.2,5.58E+02,17.64,29.9, 18-MAY-2022 , 11:17:26 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
12, Culture-Z-2,9603,10000, All Events,1,0.2,5.44E+02,17.64,29.9, 18-MAY-2022 , 11:18:16 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
13, Culture-X-3,10000,10000, All Events,1,0.2,5.73E+02,17.45,29.58, 18-MAY-2022 , 13:16:41 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
14, Culture-X-3,9947,10000, All Events,1,0.2,5.64E+02,17.64,29.9, 18-MAY-2022 , 13:17:43 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
15, Culture-Y-3,10000,10000, All Events,1,0.2,5.71E+02,17.51,29.68, 18-MAY-2022 , 13:18:36 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/TP2214/Plate1.csv
