Current Date: 10-May-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Serial Number: 6735115039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Name: InCyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number: 2.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Gains,,,,,,,,Compensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, Culture-X-6,10000,10000, All Events,1,0.2,6.02E+02,16.62,28.17, 09-MAY-2022 , 17:10:57 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
19, Culture-X-7,10000,10000, All Events,1,0.2,6.04E+02,16.56,28.06, 09-MAY-2022 , 19:09:49 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
20, Culture-X-7,10000,10000, All Events,1,0.2,6.19E+02,16.16,27.39, 09-MAY-2022 , 19:10:40 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
21, Culture-X-7,10000,10000, All Events,1,0.2,5.80E+02,17.24,29.21, 09-MAY-2022 , 19:11:28 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
22, Culture-X-8,10000,10000, All Events,1,0.2,6.29E+02,15.9,26.95, 09-MAY-2022 , 21:10:09 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
23, Culture-X-8,10000,10000, All Events,1,0.2,6.11E+02,16.36,27.72, 09-MAY-2022 , 21:10:59 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
24, Culture-X-8,10000,10000, All Events,1,0.2,6.03E+02,16.58,28.09, 09-MAY-2022 , 21:11:47 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
25, Culture-X-9,10000,10000, All Events,1,0.2,5.91E+02,16.93,28.7, 09-MAY-2022 , 23:11:45 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
26, Culture-X-9,10000,10000, All Events,1,0.2,5.96E+02,16.77,28.42, 09-MAY-2022 , 23:12:46 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
27, Culture-X-9,10000,10000, All Events,1,0.2,5.90E+02,16.95,28.73, 09-MAY-2022 , 23:13:34 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
28, Culture-X-10,10000,10000, All Events,1,0.2,5.83E+02,17.15,29.07, 10-MAY-2022 , 01:12:16 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
29, Culture-X-10,10000,10000, All Events,1,0.2,5.80E+02,17.24,29.21, 10-MAY-2022 , 01:13:08 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
30, Culture-X-10,9894,10000, All Events,1,0.2,5.61E+02,17.64,29.9, 10-MAY-2022 , 01:13:57 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
31, Culture-X-11,9880,10000, All Events,1,0.2,5.60E+02,17.64,29.9, 10-MAY-2022 , 03:09:50 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
32, Culture-X-11,9864,10000, All Events,1,0.2,5.59E+02,17.64,29.9, 10-MAY-2022 , 03:10:53 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
33, Culture-X-11,9695,10000, All Events,1,0.2,5.50E+02,17.64,29.9, 10-MAY-2022 , 03:11:42 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
34, Culture-X-12,9657,10000, All Events,1,0.2,5.47E+02,17.64,29.9, 10-MAY-2022 , 05:11:17 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
35, Culture-X-12,10000,10000, All Events,1,0.2,5.72E+02,17.48,29.63, 10-MAY-2022 , 05:12:10 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
36, Culture-X-12,9897,10000, All Events,1,0.2,5.61E+02,17.64,29.9, 10-MAY-2022 , 05:13:00 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
37, Culture-X-13,9153,10000, All Events,1,0.2,5.19E+02,17.64,29.9, 10-MAY-2022 , 08:17:33 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
38, Culture-X-13,9211,10000, All Events,1,0.2,5.23E+02,17.61,29.85, 10-MAY-2022 , 08:18:36 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
39, Culture-X-13,9148,10000, All Events,1,0.2,5.19E+02,17.64,29.9, 10-MAY-2022 , 08:19:25 ,1,1,1,90.51,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/2022/5/TP2213/Plate1.csv
