----,
DateTime:,      2022/11/30, 23:13:04, 1669878783,
PIF:,             15.07,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #01110,
Gain:,          10,    5, 
S/N Ratio:,  1113.50,
Position:,    0.0,        0.0,   NoData,
Cycles:,        2,
     1,        99,        100,        227,
   228,      3226,       3227,       3354,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    403.058,      40.897,      0.000,
    2,        3.3,    410.577,      48.481,      0.000,
    3,        5.8,    410.929,      55.915,      0.000,
    4,        8.3,    411.281,      60.761,      0.000,
    5,       10.8,    411.614,      63.937,      0.000,
    6,       13.3,    411.985,      65.690,      0.000,
    7,       15.8,    412.096,      66.778,      0.000,
    8,       18.3,    412.281,      67.282,      0.000,
    9,       20.8,    412.485,      67.663,      0.000,
   10,       23.3,    412.633,      67.926,      0.000,
   11,       25.8,    412.614,      67.991,      0.000,
   12,       28.3,    412.892,      68.107,      0.000,
   13,       30.8,    413.059,      67.990,      0.000,
   14,       33.3,    413.151,      68.225,      0.000,
   15,       35.8,    413.300,      68.084,      0.000,
   16,       38.3,    413.374,      68.135,      0.000,
   17,       40.8,    413.522,      68.056,      0.000,
   18,       43.3,    413.503,      68.054,      0.000,
   19,       45.8,    413.503,      67.847,      0.000,
   20,       48.3,    413.485,      67.914,      0.000,
   21,       50.8,    413.744,      67.804,      0.000,
   22,       53.3,    413.744,      67.866,      0.000,
   23,       55.8,    413.874,      67.712,      0.000,
   24,       58.3,    413.874,      67.764,      0.000,
   25,       60.8,    413.911,      67.673,      0.000,
   26,       63.3,    413.929,      67.658,      0.000,
   27,       65.8,    413.948,      67.592,      0.000,
   28,       68.3,    413.911,      67.526,      0.000,
   29,       70.8,    414.096,      67.452,      0.000,
   30,       73.3,    414.114,      67.473,      0.000,
   31,       75.8,    414.114,      67.439,      0.000,
