----,
DateTime:,      2022/11/30, 09:34:26, 1669829665,
   44,      108.3,    414.470,      57.553,
   45,      110.8,    414.451,      57.158,
   46,      113.3,    414.562,      57.316,
   47,      115.8,    414.617,      56.912,
   48,      118.3,    414.562,      56.664,
   49,      120.8,    414.617,      56.574,
   50,      123.3,    414.580,      56.736,
   51,      125.8,    414.525,      57.539,
   52,      128.3,    414.636,      56.893,
   53,      130.8,    414.599,      57.379,
   54,      133.3,    414.728,      56.965,
   55,      135.8,    414.636,      57.134,
   56,      138.3,    414.728,      57.217,
   57,      140.8,    414.747,      57.052,
   58,      143.3,    414.728,      56.723,
   59,      145.8,    414.710,      56.719,
   60,      148.3,    414.728,      57.039,
   61,      150.8,    414.673,      56.960,
   62,      153.3,    414.673,      56.724,
   63,      155.8,    414.710,      57.361,
   64,      158.3,    414.784,      57.034,
   65,      160.8,    414.654,      57.268,
   66,      163.3,    414.802,      57.274,
   67,      165.8,    414.802,      57.352,
   68,      168.3,    414.821,      57.113,
   69,      170.8,    414.802,      57.349,
   70,      173.3,    414.747,      57.271,
   71,      175.8,    414.784,      57.268,
   72,      178.3,    414.673,      56.867,
   73,      180.8,    414.913,      57.096,
   74,      183.3,    414.839,      57.579,
   75,      185.8,    414.821,      56.941,
   76,      188.3,    414.765,      57.262,
   77,      190.8,    414.784,      57.111,
   78,      193.3,    414.784,      57.432,
   79,      195.8,    414.839,      57.182,
   80,      198.3,    414.802,      57.107,
   81,      200.8,    414.747,      57.255,
   82,      203.3,    414.858,      57.340,
   83,      205.8,    414.839,      57.662,
   84,      208.3,    414.765,      56.933,
   85,      210.8,    414.802,      57.093,
   86,      213.3,    414.728,      56.780,
   87,      215.8,    414.821,      57.185,
   88,      218.3,    414.802,      57.101,
   89,      220.8,    414.802,      57.345,
   90,      223.3,    414.802,      56.622,
   91,      225.8,    414.913,      57.503,
   92,      228.3,    414.710,      57.180,
   93,      230.8,    414.673,      57.180,
   94,      233.3,    414.673,      57.021,
   95,      235.8,    414.599,      57.585,
   96,      238.3,    414.747,      56.228,
   97,      240.8,    414.728,      57.028,
   98,      243.3,    414.765,      56.779,
   99,      245.8,    414.710,      56.539,
  100,      250.8,    412.843,      59.304,
  101,      273.3,    409.850,      62.006,
  102,      295.8,    409.666,      61.597,
  103,      318.3,    409.538,      61.615,
  104,      343.3,    409.151,      61.420,
  105,      368.3,    409.059,      60.816,
  106,      395.8,    408.873,      60.778,
  107,      423.3,    408.746,      60.714,
  108,      453.3,    408.544,      60.092,
  109,      483.3,    408.546,      59.863,
  110,      515.8,    408.232,      59.874,
  111,      550.8,    408.140,      59.164,
  112,      585.8,    408.069,      60.653,
  113,      623.3,    407.921,      60.343,
  114,      663.3,    407.792,      59.972,
  115,      705.8,    407.664,      59.682,
  116,      748.3,    407.591,      59.216,
  117,      793.3,    407.407,      58.840,
  118,      840.8,    407.316,      59.359,
  119,      890.8,    407.242,      58.955,
  120,      943.3,    407.077,      58.655,
  121,      998.3,    406.986,      58.571,
  122,     1055.8,    406.931,      58.922,
  123,     1115.8,    406.988,      57.989,
  124,     1178.3,    406.895,      58.099,
  125,     1245.8,    406.731,      57.970,
  126,     1315.8,    406.676,      58.313,
  127,     1388.3,    406.585,      58.065,
  128,     1465.8,    406.625,      57.514,
  129,     1545.8,    406.552,      58.242,
  130,     1630.8,    406.423,      57.510,
  131,     1720.8,    406.367,      57.028,
  132,     1815.8,    406.274,      56.293,
  133,     1913.3,    406.329,      56.702,
  134,     2015.8,    406.201,      56.731,
  135,     2123.3,    406.239,      56.668,
  136,     2238.3,    406.165,      57.248,
  137,     2358.3,    406.146,      56.603,
  138,     2483.3,    406.164,      56.256,
  139,     2615.8,    406.107,      56.905,
  140,     2753.3,    406.144,      56.489,
  141,     2898.3,    406.088,      56.017,
  142,     3050.8,    406.069,      55.262,
  143,     3210.8,    406.104,      56.493,
  144,     3378.3,    406.139,      55.277,
  145,     3555.8,    405.971,      56.398,
  146,     3740.8,    406.066,      55.515,
  147,     3935.8,    405.899,      56.070,
  148,     4140.8,    405.953,      55.750,
  149,     4355.8,    405.915,      54.937,
  150,     4580.8,    405.879,      54.874,
  151,     4818.3,    405.900,      54.708,
  152,     5068.3,    405.900,      55.374,
  153,     5330.8,    405.828,      55.037,
  154,     5605.8,    405.920,      54.704,
  155,     5895.8,    405.935,      54.849,
  156,     6200.8,    405.914,      54.620,
  157,     6520.8,    405.823,      53.998,
  158,     6855.8,    405.769,      53.843,
  159,     7208.3,    405.736,      54.168,
  160,     7578.3,    405.718,      53.087,
  161,     7965.8,    405.828,      54.241,
  162,     8373.3,    405.806,      53.404,
  163,     8800.8,    405.692,      53.176,
  164,     9250.8,    405.621,      53.264,
  165,     9723.3,    405.666,      53.204,
  166,    10220.8,    405.612,      52.233,
  167,    10743.3,    405.577,      52.356,
  168,    11290.8,    405.557,      52.945,
  169,    11865.8,    405.557,      51.544,
  170,    12470.8,    405.563,      53.238,
  171,    13105.8,    405.432,      50.950,
  172,    13773.3,    405.489,      51.281,
  173,    14475.8,    405.415,      51.155,
  174,    15213.3,    405.500,      50.973,
  175,    15988.3,    405.444,      50.815,
  176,    16800.8,    405.332,      49.258,
  177,    17655.8,    405.305,      50.182,
  178,    18553.3,    405.209,      49.190,
  179,    19495.8,    405.323,      50.061,
  180,    20485.8,    405.200,      49.143,
  181,    21525.8,    405.212,      48.315,
  182,    22618.3,    405.222,      48.281,
  183,    23768.3,    405.036,      46.389,
  184,    24975.8,    405.121,      47.236,
  185,    26243.3,    405.138,      47.396,
  186,    27575.8,    405.002,      45.849,
  187,    28975.8,    405.026,      44.920,
  188,    30445.8,    404.909,      44.596,
  189,    31990.8,    404.868,      45.635,
  190,    33613.3,    404.964,      44.568,
  191,    35318.3,    404.885,      43.768,
  192,    37108.3,    404.830,      43.342,
  193,    38990.8,    404.777,      42.684,
  194,    40968.3,    404.854,      42.296,
  195,    43045.8,    404.782,      43.200,
  196,    45228.3,    404.761,      41.640,
  197,    47520.8,    404.710,      41.819,
  198,    49928.3,    404.720,      41.577,
  199,    52458.3,    404.687,      41.537,
  200,    55115.8,    404.783,      41.160,
  201,    57908.3,    404.576,      41.108,
  202,    60843.3,    404.632,      41.534,
  203,    63925.8,    404.689,      40.633,
  204,    67163.3,    404.669,      40.012,
  205,    70565.8,    404.590,      40.488,
  206,    74140.8,    404.601,      40.519,
  207,    77895.8,    404.632,      40.363,
  208,    81840.8,    404.565,      39.966,
  209,    85985.8,    404.588,      40.104,
  210,    90340.8,    404.390,      39.703,
  211,    94915.8,    404.420,      40.074,
  212,    99723.3,    404.506,      39.956,
  213,   104773.3,    404.556,      39.577,
  214,   110078.3,    404.255,      39.159,
  215,   115653.3,    404.403,      39.890,
  216,   121508.3,    404.457,      39.566,
  217,   127660.8,    404.361,      38.956,
  218,   134125.8,    404.304,      40.037,
  219,   140915.8,    404.288,      38.979,
  220,   148050.8,    404.298,      38.483,
  221,   155545.8,    404.368,      40.206,
  222,   163420.8,    404.228,      38.770,
  223,   171695.8,    404.267,      38.187,
  224,   180388.3,    404.278,      39.860,
  225,   189520.8,    404.249,      39.052,
  226,   199115.8,    404.164,      38.706,
  227,   209195.8,    404.150,      38.297,
  228,   219785.8,    404.115,      38.688,
  229,   219825.8,    406.035,      44.054,
  230,   219865.8,    406.238,      49.683,
  231,   219905.8,    406.460,      53.376,
  232,   219945.8,    406.607,      55.562,
  233,   219985.8,    406.607,      56.210,
  234,   220025.8,    406.755,      56.359,
  235,   220065.8,    406.881,      56.940,
  236,   220105.8,    406.953,      57.254,
  237,   220145.8,    407.043,      56.998,
  238,   220185.8,    407.044,      58.802,
  239,   220225.8,    407.136,      57.496,
  240,   220265.8,    407.265,      57.336,
  241,   220305.8,    407.267,      57.735,
  242,   220345.8,    407.303,      57.482,
  243,   220385.8,    407.321,      58.780,
  244,   220425.8,    407.302,      58.773,
  245,   220465.8,    407.450,      59.097,
  246,   220505.8,    407.432,      58.601,
  247,   220545.8,    407.578,      58.434,
  248,   220585.8,    407.541,      58.186,
  249,   220625.8,    407.431,      58.519,
  250,   220665.8,    407.375,      58.745,
  251,   220705.8,    407.483,      58.085,
  252,   220745.8,    407.594,      59.054,
  253,   220785.8,    407.613,      58.822,
  254,   220825.8,    407.666,      59.074,
  255,   220865.8,    407.723,      59.638,
  256,   220905.8,    407.540,      59.070,
  257,   220945.8,    407.632,      58.348,
  258,   220985.8,    407.578,      59.254,
  259,   221025.8,    407.687,      59.598,
  260,   221065.8,    407.652,      59.593,
  261,   221105.8,    407.652,      59.503,
  262,   221145.8,    407.669,      60.253,
  263,   221185.8,    407.615,      59.606,
  264,   221225.8,    407.727,      59.285,
  265,   221265.8,    407.673,      60.094,
  266,   221305.8,    407.745,      60.824,
  267,   221345.8,    407.727,      60.112,
  268,   221385.8,    407.784,      60.352,
  269,   221425.8,    407.824,      60.214,
  270,   221465.8,    407.767,      60.638,
  271,   221505.8,    407.840,      60.453,
  272,   221545.8,    407.821,      60.437,
  273,   221585.8,    407.785,      59.955,
  274,   221625.8,    407.805,      60.200,
  275,   221665.8,    407.770,      60.094,
  276,   221705.8,    407.770,      60.093,
  277,   221745.8,    407.845,      60.913,
  278,   221785.8,    407.808,      60.650,
  279,   221825.8,    407.827,      60.403,
  280,   221865.8,    407.846,      60.813,
  281,   221905.8,    407.808,      60.156,
  282,   221945.8,    407.750,      60.479,
  283,   221985.8,    407.825,      61.037,
  284,   222025.8,    407.770,      61.439,
  285,   222065.8,    407.898,      60.849,
  286,   222105.8,    407.732,      60.932,
  287,   222145.8,    407.753,      60.702,
  288,   222185.8,    407.697,      60.871,
  289,   222225.8,    407.882,      61.370,
  290,   222265.8,    407.825,      61.129,
  291,   222305.8,    407.826,      61.118,
  292,   222345.8,    407.844,      61.133,
  293,   222385.8,    407.861,      61.853,
  294,   222425.8,    407.863,      61.851,
  295,   222465.8,    407.788,      62.503,
  296,   222505.8,    407.880,      62.839,
  297,   222545.8,    407.770,      62.506,
  298,   222585.8,    407.787,      61.527,
  299,   222625.8,    407.885,      61.840,
  300,   222665.8,    407.922,      62.324,
  301,   222705.8,    407.848,      62.487,
  302,   222745.8,    407.829,      61.992,
  303,   222785.8,    407.772,      62.902,
  304,   222825.8,    407.807,      62.403,
  305,   222865.8,    407.844,      62.177,
  306,   222905.8,    407.901,      62.460,
  307,   222945.8,    407.921,      61.657,
  308,   222985.8,    407.772,      62.406,
  309,   223025.8,    407.827,      63.036,
  310,   223065.8,    407.866,      62.941,
  311,   223105.8,    407.923,      63.533,
  312,   223145.8,    407.887,      63.325,
  313,   223185.8,    407.832,      62.929,
  314,   223225.8,    407.923,      62.685,
  315,   223265.8,    407.925,      62.949,
  316,   223305.8,    407.779,      62.613,
  317,   223345.8,    407.723,      62.865,
  318,   223385.8,    407.855,      63.057,
  319,   223425.8,    407.762,      62.819,
  320,   223465.8,    407.928,      62.660,
  321,   223505.8,    407.926,      63.232,
  322,   223545.8,    407.984,      63.641,
  323,   223585.8,    407.928,      63.401,
  324,   223625.8,    407.873,      63.020,
  325,   223665.8,    407.797,      63.182,
  326,   223705.8,    407.852,      63.827,
  327,   223745.8,    407.963,      64.395,
  328,   223785.8,    407.927,      64.333,
  329,   223825.8,    407.927,      63.497,
  330,   223865.8,    407.926,      63.736,
  331,   223905.8,    407.816,      63.493,
  332,   223945.8,    407.908,      63.653,
  333,   223985.8,    407.985,      63.744,
  334,   224025.8,    407.910,      64.144,
  335,   224065.8,    407.929,      64.558,
  336,   224105.8,    407.984,      64.305,
  337,   224145.8,    407.948,      63.886,
  338,   224185.8,    407.927,      64.280,
  339,   224225.8,    407.905,      64.425,
  340,   224265.8,    407.904,      64.106,
  341,   224305.8,    407.923,      64.408,
  342,   224345.8,    407.961,      64.403,
  343,   224385.8,    407.926,      64.387,
  344,   224425.8,    407.909,      64.789,
  345,   224465.8,    407.852,      64.525,
  346,   224505.8,    407.852,      65.163,
  347,   224545.8,    407.777,      63.754,
  348,   224585.8,    407.795,      64.159,
  349,   224625.8,    407.905,      64.169,
  350,   224665.8,    407.868,      64.663,
  351,   224705.8,    407.944,      64.318,
  352,   224745.8,    407.889,      64.577,
  353,   224785.8,    407.888,      65.379,
  354,   224825.8,    407.854,      65.127,
  355,   224865.8,    407.778,      64.791,
  356,   224905.8,    407.924,      65.270,
  357,   224945.8,    407.908,      64.676,
  358,   224985.8,    407.793,      64.426,
  359,   225025.8,    407.904,      64.251,
  360,   225065.8,    407.941,      64.899,
  361,   225105.8,    407.906,      64.185,
  362,   225145.8,    407.798,      65.010,
  363,   225185.8,    407.928,      65.268,
  364,   225225.8,    407.984,      65.433,
  365,   225265.8,    407.964,      65.017,
  366,   225305.8,    408.018,      65.414,
  367,   225345.8,    407.925,      64.845,
  368,   225385.8,    407.962,      64.523,
  369,   225425.8,    407.889,      64.706,
  370,   225465.8,    407.855,      65.294,
  371,   225505.8,    407.947,      64.951,
  372,   225545.8,    407.967,      65.678,
  373,   225585.8,    407.928,      65.428,
  374,   225625.8,    407.946,      65.096,
  375,   225665.8,    407.982,      65.432,
  376,   225705.8,    407.870,      65.287,
  377,   225745.8,    407.964,      66.031,
  378,   225785.8,    407.929,      65.609,
  379,   225825.8,    407.872,      64.904,
  380,   225865.8,    407.875,      65.182,
  381,   225905.8,    407.970,      65.615,
  382,   225945.8,    407.970,      66.243,
  383,   225985.8,    407.968,      66.428,
  384,   226025.8,    408.078,      66.100,
  385,   226065.8,    408.043,      66.433,
  386,   226105.8,    407.986,      66.272,
  387,   226145.8,    407.894,      65.723,
  388,   226185.8,    407.896,      66.139,
  389,   226225.8,    407.951,      66.230,
  390,   226265.8,    407.933,      66.360,
  391,   226305.8,    407.931,      65.965,
  392,   226345.8,    407.969,      65.868,
  393,   226385.8,    407.969,      65.771,
  394,   226425.8,    408.043,      66.110,
  395,   226465.8,    408.024,      66.042,
  396,   226505.8,    407.989,      66.383,
  397,   226545.8,    408.025,      65.889,
  398,   226585.8,    407.936,      66.151,
  399,   226625.8,    407.974,      66.144,
  400,   226665.8,    407.900,      65.891,
  401,   226705.8,    407.972,      66.956,
  402,   226745.8,    407.933,      66.782,
  403,   226785.8,    407.914,      66.772,
  404,   226825.8,    407.987,      66.264,
  405,   226865.8,    407.915,      66.456,
  406,   226905.8,    407.899,      66.779,
  407,   226945.8,    407.863,      65.892,
  408,   226985.8,    407.954,      66.227,
  409,   227025.8,    408.008,      67.211,
  410,   227065.8,    408.063,      66.521,
  411,   227105.8,    408.009,      66.711,
  412,   227145.8,    407.971,      66.478,
  413,   227185.8,    407.862,      66.486,
  414,   227225.8,    407.900,      66.808,
  415,   227265.8,    407.939,      67.220,
  416,   227305.8,    407.995,      66.722,
  417,   227345.8,    407.992,      66.637,
  418,   227385.8,    407.899,      66.725,
  419,   227425.8,    407.934,      66.302,
  420,   227465.8,    407.895,      66.701,
  421,   227505.8,    407.947,      67.327,
  422,   227545.8,    408.021,      67.815,
  423,   227585.8,    407.985,      67.717,
  424,   227625.8,    407.892,      67.483,
  425,   227665.8,    407.912,      66.483,
  426,   227705.8,    407.968,      66.892,
  427,   227745.8,    407.894,      67.698,
  428,   227785.8,    407.912,      67.447,
  429,   227825.8,    407.985,      67.507,
  430,   227865.8,    407.931,      67.097,
  431,   227905.8,    407.910,      66.935,
  432,   227945.8,    407.981,      67.324,
  433,   227985.8,    407.962,      67.079,
  434,   228025.8,    408.053,      67.651,
  435,   228065.8,    407.997,      67.417,
  436,   228105.8,    407.979,      67.596,
  437,   228145.8,    408.091,      66.786,
  438,   228185.8,    407.998,      67.106,
  439,   228225.8,    408.035,      67.683,
  440,   228265.8,    408.054,      67.345,
  441,   228305.8,    407.962,      67.172,
  442,   228345.8,    408.018,      67.577,
  443,   228385.8,    408.018,      67.490,
  444,   228425.8,    408.038,      67.831,
  445,   228465.8,    407.909,      67.606,
  446,   228505.8,    407.946,      67.767,
  447,   228545.8,    408.077,      67.989,
  448,   228585.8,    408.007,      68.071,
  449,   228625.8,    408.063,      67.091,
  450,   228665.8,    408.008,      67.361,
  451,   228705.8,    408.099,      67.653,
  452,   228745.8,    408.027,      67.927,
  453,   228785.8,    408.048,      67.880,
  454,   228825.8,    408.086,      67.557,
  455,   228865.8,    407.994,      67.234,
  456,   228905.8,    407.976,      67.717,
  457,   228945.8,    407.943,      67.231,
  458,   228985.8,    407.999,      68.188,
  459,   229025.8,    408.076,      67.637,
  460,   229065.8,    408.059,      68.802,
  461,   229105.8,    408.006,      68.323,
  462,   229145.8,    407.970,      67.451,
  463,   229185.8,    407.933,      67.864,
  464,   229225.8,    407.970,      67.551,
  465,   229265.8,    408.006,      68.042,
  466,   229305.8,    407.933,      68.539,
  467,   229345.8,    408.118,      67.824,
  468,   229385.8,    408.211,      68.958,
  469,   229425.8,    408.157,      68.241,
  470,   229465.8,    408.063,      67.842,
  471,   229505.8,    407.972,      67.753,
  472,   229545.8,    407.937,      67.855,
  473,   229585.8,    408.067,      67.664,
  474,   229625.8,    407.994,      68.662,
  475,   229665.8,    408.050,      68.313,
  476,   229705.8,    407.973,      68.057,
  477,   229745.8,    408.082,      68.206,
  478,   229785.8,    408.081,      68.226,
  479,   229825.8,    408.026,      68.542,
  480,   229865.8,    408.006,      68.042,
  481,   229905.8,    408.098,      68.532,
  482,   229945.8,    408.024,      68.277,
  483,   229985.8,    408.095,      69.014,
  484,   230025.8,    408.039,      68.863,
  485,   230065.8,    408.055,      68.671,
  486,   230105.8,    407.999,      68.343,
  487,   230145.8,    408.108,      68.741,
  488,   230185.8,    408.087,      68.236,
  489,   230225.8,    408.013,      69.242,
  490,   230265.8,    408.088,      68.830,
  491,   230305.8,    408.033,      68.618,
  492,   230345.8,    408.071,      68.277,
  493,   230385.8,    408.031,      68.580,
  494,   230425.8,    407.975,      68.989,
  495,   230465.8,    407.993,      68.729,
  496,   230505.8,    408.067,      68.658,
  497,   230545.8,    408.066,      68.737,
  498,   230585.8,    408.066,      68.252,
  499,   230625.8,    408.031,      68.659,
  500,   230665.8,    408.029,      68.749,
  501,   230705.8,    408.086,      68.563,
  502,   230745.8,    408.011,      68.893,
  503,   230785.8,    408.087,      68.319,
  504,   230825.8,    408.013,      68.800,
  505,   230865.8,    408.051,      68.385,
  506,   230905.8,    408.013,      68.383,
  507,   230945.8,    408.032,      68.368,
  508,   230985.8,    408.030,      68.464,
  509,   231025.8,    407.991,      68.456,
  510,   231065.8,    408.064,      68.681,
  511,   231105.8,    408.064,      69.025,
  512,   231145.8,    408.009,      68.950,
  513,   231185.8,    408.120,      68.804,
  514,   231225.8,    408.156,      68.773,
  515,   231265.8,    408.154,      68.856,
  516,   231305.8,    408.025,      69.021,
  517,   231345.8,    408.044,      69.181,
  518,   231385.8,    408.081,      69.026,
  519,   231425.8,    408.026,      68.464,
  520,   231465.8,    408.044,      67.732,
  521,   231505.8,    408.191,      69.130,
  522,   231545.8,    408.189,      69.541,
  523,   231585.8,    408.058,      69.518,
  524,   231625.8,    408.133,      68.933,
  525,   231665.8,    407.984,      68.534,
  526,   231705.8,    408.131,      69.190,
  527,   231745.8,    408.129,      69.099,
  528,   231785.8,    408.071,      69.272,
  529,   231825.8,    408.163,      69.002,
  530,   231865.8,    407.997,      69.428,
  531,   231905.8,    407.962,      69.176,
  532,   231945.8,    408.071,      69.076,
  533,   231985.8,    408.146,      68.981,
  534,   232025.8,    408.033,      69.629,
  535,   232065.8,    408.069,      68.638,
  536,   232105.8,    407.996,      67.916,
  537,   232145.8,    408.106,      69.215,
  538,   232185.8,    408.123,      69.064,
  539,   232225.8,    408.102,      69.159,
  540,   232265.8,    408.065,      69.706,
  541,   232305.8,    408.043,      69.033,
  542,   232345.8,    408.061,      69.445,
  543,   232385.8,    408.096,      69.191,
  544,   232425.8,    408.168,      69.681,
  545,   232465.8,    408.242,      69.538,
  546,   232505.8,    408.132,      69.610,
  547,   232545.8,    408.058,      69.698,
  548,   232585.8,    408.040,      69.080,
  549,   232625.8,    408.060,      69.064,
  550,   232665.8,    408.117,      68.499,
  551,   232705.8,    408.026,      69.489,
  552,   232745.8,    408.210,      69.246,
  553,   232785.8,    408.099,      69.649,
  554,   232825.8,    408.099,      69.328,
  555,   232865.8,    408.137,      68.694,
  556,   232905.8,    408.045,      68.943,
  557,   232945.8,    408.208,      69.281,
  558,   232985.8,    408.095,      70.258,
  559,   233025.8,    408.166,      69.683,
  560,   233065.8,    408.167,      69.677,
  561,   233105.8,    408.205,      69.404,
  562,   233145.8,    408.096,      69.590,
  563,   233185.8,    408.134,      69.590,
  564,   233225.8,    408.131,      69.360,
  565,   233265.8,    408.020,      69.295,
  566,   233305.8,    408.153,      70.181,
  567,   233345.8,    408.082,      70.283,
  568,   233385.8,    408.120,      69.938,
  569,   233425.8,    408.159,      68.979,
  570,   233465.8,    408.083,      69.460,
  571,   233505.8,    408.064,      68.887,
  572,   233545.8,    408.156,      68.812,
  573,   233585.8,    408.138,      69.063,
  574,   233625.8,    408.122,      69.326,
  575,   233665.8,    408.215,      69.640,
  576,   233705.8,    408.270,      69.873,
  577,   233745.8,    408.124,      69.882,
  578,   233785.8,    408.089,      69.608,
  579,   233825.8,    408.091,      69.292,
  580,   233865.8,    408.110,      69.799,
  581,   233905.8,    408.148,      69.881,
  582,   233945.8,    408.186,      70.195,
  583,   233985.8,    408.278,      69.785,
  584,   234025.8,    408.117,      69.140,
  585,   234065.8,    408.081,      69.552,
  586,   234105.8,    408.118,      69.126,
  587,   234145.8,    408.135,      69.783,
  588,   234185.8,    408.191,      69.306,
  589,   234225.8,    408.267,      69.633,
  590,   234265.8,    408.250,      69.964,
  591,   234305.8,    408.103,      69.539,
  592,   234345.8,    408.139,      69.785,
  593,   234385.8,    408.194,      70.251,
  594,   234425.8,    408.156,      69.259,
  595,   234465.8,    408.175,      70.066,
  596,   234505.8,    408.211,      69.827,
  597,   234545.8,    408.120,      69.550,
  598,   234585.8,    408.175,      69.810,
  599,   234625.8,    408.231,      70.145,
  600,   234665.8,    408.120,      70.376,
  601,   234705.8,    408.066,      69.380,
  602,   234745.8,    408.176,      69.539,
  603,   234785.8,    408.214,      69.072,
  604,   234825.8,    408.198,      70.138,
  605,   234865.8,    408.255,      70.543,
  606,   234905.8,    408.197,      70.124,
  607,   234945.8,    408.047,      69.531,
  608,   234985.8,    408.156,      69.946,
  609,   235025.8,    408.155,      69.297,
  610,   235065.8,    408.100,      69.712,
  611,   235105.8,    408.156,      70.204,
  612,   235145.8,    408.211,      69.968,
  613,   235185.8,    408.229,      70.528,
  614,   235225.8,    408.171,      70.767,
  615,   235265.8,    408.205,      69.955,
  616,   235305.8,    408.185,      70.527,
  617,   235345.8,    408.109,      69.796,
  618,   235385.8,    408.127,      69.739,
  619,   235425.8,    408.107,      69.956,
  620,   235465.8,    408.105,      70.514,
  621,   235505.8,    408.178,      69.775,
  622,   235545.8,    408.122,      69.218,
  623,   235585.8,    408.159,      69.951,
  624,   235625.8,    408.120,      69.373,
  625,   235665.8,    408.176,      69.447,
  626,   235705.8,    408.214,      70.340,
  627,   235745.8,    408.288,      70.084,
  628,   235785.8,    408.177,      70.184,
  629,   235825.8,    408.157,      70.012,
  630,   235865.8,    408.156,      69.932,
  631,   235905.8,    408.208,      70.424,
  632,   235945.8,    408.245,      70.001,
  633,   235985.8,    408.153,      70.814,
  634,   236025.8,    408.192,      70.007,
  635,   236065.8,    408.192,      69.607,
  636,   236105.8,    408.212,      69.940,
  637,   236145.8,    408.176,      70.521,
  638,   236185.8,    408.176,      71.251,
  639,   236225.8,    408.232,      70.413,
  640,   236265.8,    408.231,      70.660,
  641,   236305.8,    408.231,      70.099,
  642,   236345.8,    408.157,      70.490,
  643,   236385.8,    408.360,      70.163,
  644,   236425.8,    408.249,      70.662,
  645,   236465.8,    408.197,      69.923,
  646,   236505.8,    408.252,      69.910,
  647,   236545.8,    408.215,      69.763,
  648,   236585.8,    408.291,      69.747,
  649,   236625.8,    408.256,      70.509,
  650,   236665.8,    408.273,      70.118,
  651,   236705.8,    408.161,      70.258,
  652,   236745.8,    408.179,      70.428,
  653,   236785.8,    408.140,      69.784,
  654,   236825.8,    408.232,      69.369,
  655,   236865.8,    408.158,      70.182,
  656,   236905.8,    408.250,      69.995,
  657,   236945.8,    408.250,      70.896,
  658,   236985.8,    408.286,      70.874,
  659,   237025.8,    408.121,      71.045,
  660,   237065.8,    408.142,      70.577,
  661,   237105.8,    408.142,      68.644,
  662,   237145.8,    408.125,      70.443,
  663,   237185.8,    408.253,      70.083,
  664,   237225.8,    408.308,      70.665,
  665,   237265.8,    408.269,      70.983,
  666,   237305.8,    408.250,      69.845,
  667,   237345.8,    408.213,      70.838,
  668,   237385.8,    408.197,      70.101,
  669,   237425.8,    408.290,      70.183,
  670,   237465.8,    408.233,      69.880,
  671,   237505.8,    408.215,      70.534,
  672,   237545.8,    408.251,      70.320,
  673,   237585.8,    408.158,      71.049,
  674,   237625.8,    408.320,      70.395,
  675,   237665.8,    408.303,      70.340,
  676,   237705.8,    408.283,      69.602,
  677,   237745.8,    408.082,      70.171,
  678,   237785.8,    408.102,      70.424,
  679,   237825.8,    408.286,      70.441,
  680,   237865.8,    408.248,      70.622,
  681,   237905.8,    408.304,      70.857,
  682,   237945.8,    408.248,      70.391,
  683,   237985.8,    408.120,      70.223,
  684,   238025.8,    408.175,      70.199,
  685,   238065.8,    408.137,      70.383,
  686,   238105.8,    408.120,      70.068,
  687,   238145.8,    408.159,      69.682,
  688,   238185.8,    408.233,      69.686,
  689,   238225.8,    408.231,      70.326,
  690,   238265.8,    408.178,      70.645,
