time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/12/08 21:44:38.758, 240, 485, 338
2022/12/08 21:44:40.264, 250, 476, 331
2022/12/08 21:44:41.770, 255, 489, 346
2022/12/08 21:44:43.277, 251, 512, 325
2022/12/08 21:44:44.783, 242, 507, 316
2022/12/08 21:44:46.290, 233, 474, 327
2022/12/08 21:44:47.796, 230, 474, 326
2022/12/08 21:44:49.302, 244, 486, 324
2022/12/08 21:44:50.809, 257, 470, 325
2022/12/08 21:44:52.314, 239, 471, 320
2022/12/08 21:44:53.821, 244, 474, 330
2022/12/08 21:44:55.327, 246, 467, 333
2022/12/08 21:44:56.833, 242, 467, 348
2022/12/08 21:44:58.340, 233, 474, 347
2022/12/08 21:44:59.846, 236, 472, 334
2022/12/08 21:45:01.353, 238, 471, 327
2022/12/08 21:45:02.858, 247, 472, 320
2022/12/08 21:45:04.364, 246, 471, 313
2022/12/08 21:45:05.871, 236, 465, 318
2022/12/08 21:45:07.377, 244, 469, 323
2022/12/08 21:45:08.883, 235, 474, 344
2022/12/08 21:45:10.390, 238, 474, 324
2022/12/08 21:45:11.896, 247, 478, 323
2022/12/08 21:45:13.403, 244, 476, 328
2022/12/08 21:45:14.909, 230, 474, 320
2022/12/08 21:45:16.415, 251, 470, 324
2022/12/08 21:45:17.921, 258, 473, 348
2022/12/08 21:45:19.427, 234, 473, 330
2022/12/08 21:45:20.933, 232, 472, 332
2022/12/08 21:45:22.439, 229, 478, 340
2022/12/08 21:45:23.945, 233, 495, 329
2022/12/08 21:45:25.452, 233, 504, 328
2022/12/08 21:45:26.958, 234, 476, 324
2022/12/08 21:45:28.464, 240, 469, 326
2022/12/08 21:45:29.971, 248, 473, 327
2022/12/08 21:45:31.476, 245, 473, 325
2022/12/08 21:45:32.983, 244, 475, 322
2022/12/08 21:45:34.490, 233, 488, 327
2022/12/08 21:45:35.996, 236, 485, 340
2022/12/08 21:45:37.502, 242, 481, 385
2022/12/08 21:45:39.009, 250, 485, 344
2022/12/08 21:45:40.514, 243, 484, 334
2022/12/08 21:45:42.021, 235, 503, 329
2022/12/08 21:45:43.527, 233, 479, 329
2022/12/08 21:45:45.033, 238, 486, 322
2022/12/08 21:45:46.539, 251, 476, 324
2022/12/08 21:45:48.046, 250, 479, 325
2022/12/08 21:45:49.552, 243, 474, 327
2022/12/08 21:45:51.058, 230, 479, 342
