time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/12/07 23:31:14.339, 163, 287, 226
2022/12/07 23:31:15.845, 161, 281, 196
2022/12/07 23:31:17.352, 165, 288, 206
2022/12/07 23:31:18.857, 172, 291, 211
2022/12/07 23:31:20.364, 164, 292, 209
2022/12/07 23:31:21.869, 154, 287, 213
2022/12/07 23:31:23.375, 155, 275, 221
2022/12/07 23:31:24.881, 175, 301, 228
2022/12/07 23:31:26.387, 155, 287, 223
2022/12/07 23:31:27.893, 177, 296, 228
2022/12/07 23:31:29.398, 160, 305, 219
2022/12/07 23:31:30.905, 161, 295, 217
2022/12/07 23:31:32.411, 175, 302, 220
2022/12/07 23:31:33.917, 159, 283, 220
2022/12/07 23:31:35.423, 175, 281, 234
2022/12/07 23:31:36.929, 160, 283, 227
2022/12/07 23:31:38.435, 159, 293, 234
2022/12/07 23:31:39.942, 175, 312, 210
2022/12/07 23:31:41.448, 172, 324, 215
2022/12/07 23:31:42.954, 156, 304, 238
2022/12/07 23:31:44.460, 173, 306, 230
2022/12/07 23:31:45.966, 183, 303, 220
2022/12/07 23:31:47.472, 170, 290, 222
2022/12/07 23:31:48.978, 151, 311, 221
2022/12/07 23:31:50.484, 173, 310, 231
2022/12/07 23:31:51.990, 173, 307, 241
2022/12/07 23:31:53.496, 161, 308, 232
2022/12/07 23:31:55.003, 167, 290, 210
2022/12/07 23:31:56.508, 169, 290, 223
2022/12/07 23:31:58.015, 164, 291, 219
2022/12/07 23:31:59.521, 162, 302, 216
2022/12/07 23:32:01.027, 157, 311, 232
2022/12/07 23:32:02.533, 189, 285, 220
2022/12/07 23:32:04.039, 167, 297, 227
2022/12/07 23:32:05.546, 161, 301, 216
2022/12/07 23:32:07.052, 169, 285, 226
2022/12/07 23:32:08.558, 163, 296, 234
2022/12/07 23:32:10.064, 151, 294, 227
2022/12/07 23:32:11.570, 172, 287, 236
2022/12/07 23:32:13.076, 176, 301, 228
2022/12/07 23:32:14.583, 152, 292, 225
2022/12/07 23:32:16.089, 172, 295, 228
2022/12/07 23:32:17.594, 173, 303, 233
2022/12/07 23:32:19.101, 163, 295, 219
2022/12/07 23:32:20.608, 182, 300, 229
2022/12/07 23:32:22.112, 168, 288, 236
