time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/12/08 17:40:19.977, 227, 435, 343
2022/12/08 17:40:21.483, 234, 437, 313
2022/12/08 17:40:22.989, 234, 432, 310
2022/12/08 17:40:24.495, 236, 432, 306
2022/12/08 17:40:26.002, 239, 443, 315
2022/12/08 17:40:27.508, 238, 436, 316
2022/12/08 17:40:29.014, 236, 435, 319
2022/12/08 17:40:30.521, 229, 441, 343
2022/12/08 17:40:32.027, 226, 439, 347
2022/12/08 17:40:33.532, 226, 460, 310
2022/12/08 17:40:35.040, 229, 441, 326
2022/12/08 17:40:36.546, 233, 437, 310
2022/12/08 17:40:38.052, 220, 437, 303
2022/12/08 17:40:39.559, 219, 433, 325
2022/12/08 17:40:41.065, 220, 434, 301
2022/12/08 17:40:42.570, 230, 438, 307
2022/12/08 17:40:44.077, 231, 433, 306
2022/12/08 17:40:45.584, 230, 439, 320
2022/12/08 17:40:47.090, 231, 438, 342
2022/12/08 17:40:48.596, 230, 439, 312
2022/12/08 17:40:50.103, 241, 435, 314
2022/12/08 17:40:51.609, 238, 438, 309
2022/12/08 17:40:53.115, 231, 437, 325
2022/12/08 17:40:54.621, 222, 467, 313
2022/12/08 17:40:56.128, 221, 432, 326
2022/12/08 17:40:57.634, 225, 436, 326
2022/12/08 17:40:59.139, 235, 433, 308
2022/12/08 17:41:00.646, 240, 456, 313
2022/12/08 17:41:02.153, 231, 433, 345
2022/12/08 17:41:03.659, 241, 453, 332
2022/12/08 17:41:05.165, 236, 440, 313
2022/12/08 17:41:06.672, 218, 439, 325
2022/12/08 17:41:08.178, 224, 450, 322
2022/12/08 17:41:09.684, 242, 447, 306
2022/12/08 17:41:11.190, 232, 467, 303
2022/12/08 17:41:12.696, 221, 455, 330
2022/12/08 17:41:14.203, 217, 463, 336
2022/12/08 17:41:15.709, 218, 451, 334
2022/12/08 17:41:17.216, 239, 436, 314
2022/12/08 17:41:18.722, 240, 443, 303
2022/12/08 17:41:20.228, 237, 436, 307
2022/12/08 17:41:21.733, 235, 428, 314
2022/12/08 17:41:23.239, 232, 434, 311
2022/12/08 17:41:24.746, 223, 443, 309
2022/12/08 17:41:26.252, 219, 441, 308
2022/12/08 17:41:27.758, 219, 442, 334
2022/12/08 17:41:29.265, 225, 442, 325
2022/12/08 17:41:30.770, 247, 448, 309
2022/12/08 17:41:32.277, 230, 455, 334
