amps1,amps2,amps3,amps4,amps5,amps6,amps7,amps8,amps9,amps10,amps11,amps12,amps13
0.0471881007216677,0,0.0060287398039858,0.00642765817263948,9.54606772307327e-05,0.00582114516948674,0.00384574600241222,0.0019553448880478,0.00132068865192106,0.00309922258205985,0.00340119343221834,0.00226051013739259,0.0225407790054498
0.0546137058004556,0,0.000225476261488109,0.00487709443930897,0,0.00347232825257522,0.0020119775175057,0,0,0.00223403376772887,0.00300792723440927,0.000914737722920218,0.0282082418422017
0.05014723117912,0,0.0155125940059852,0.0104393124778122,0.0032896925620344,0.0110551480957667,0.00391133452235909,0.00143711830810221,0.000855799876323245,0.00332452887980998,0.00402990287798231,0.00172739968791955,0.0298409186718354
0.0531524163675175,0,0.0168878002330869,0.0125946304155376,0.00389191866219254,0.0135130389815877,0.00422553137695388,0.00203034216129495,0.00175068401295428,0.00414378497603631,0.00541245290046874,0.00164765273016094,0.0322082776702195
0.08262599520491,0,0.01561411728604,0.0156346284648796,0.00226375237292058,0.0138905573561739,0.00437226431895453,0.000649156602832938,0.000411783066424824,0.00492704218295211,0.00599278703527749,0.00329975991621327,0.0448142119919309
0.063433687586654,0,0.0156087801695932,0.0134333005378175,0.00196982323908761,0.0124451236443107,0.00571619794817964,0.00231117456725816,0.0018023481720498,0.00481305274381989,0.00603327840103949,0.00274878791019243,0.0395198398665721
0.0501045641094745,0,0.0159534691703197,0.0109878824548719,0.0026058797694596,0.0107851128667606,0.00591612730101169,0.00267706155521947,0.00193784962545611,0.00434299485714838,0.00508703781987255,0.00269497758498117,0.0337154817315188
0.0450911929199016,0,0.0144778443282953,0.00997959449437498,0.00230097931018478,0.00983909678663671,0.0053153238059298,0.00240354563658469,0.00162273348971662,0.00364912791781891,0.0043024908874661,0.00196152794796252,0.0302800456062438
0.0437650421193826,0.00157207998083429,0.0188153222419285,0.0112913320700073,0.00363133362499836,0.0113914184204154,0.00627129636230761,0.00305957137407277,0.0018024538316401,0.00373526442523483,0.0043079269063679,0.00209055434280879,0.0306364577289893
0.0471275512438825,0.000881660394702513,0.0167612158075476,0.0104515933258216,0.00291488374026558,0.0100434363273327,0.0062746935141391,0.00255325775648479,0.00153457421205816,0.0035169729795095,0.00433730505438493,0.00161795057192359,0.0326580129977563
0.0560308685325924,0,0.00396723574754648,0.00572831847186882,0,0.00413507342757068,0.00309465445664586,4.62676144072248e-05,0,0.00212383105064372,0.00314071009193288,0.00123314338970213,0.0288110286972495
0.0318025061271154,0.00135709246018134,0.0135597454832494,0.00779881482052747,0.00273285336857352,0.00785487467894543,0.00513068798192272,0.00245907940385028,0.00140172540362709,0.00269218421658158,0.00312267927768081,0.00125146319324248,0.0230163822637482
