amps1,amps2,amps3,amps4,amps5,amps6,amps7,amps8,amps9,amps10,amps11,amps12,amps13
0.104454870284091,0,0.0433572454267377,0.0203555119131473,0.0288950113098135,0.0321895222426309,0.00600776769718258,0,0.00414916748456527,0.00372516360545464,0.0110979888868627,0.00531690345607757,0.0352176743154478
0.106587427442782,0,0.0390687658045829,0.0196280100131382,0.0271060641088395,0.0313146381729508,0.00381275190800092,0,0.00256350426429891,0.00291399301268872,0.0128815421894102,0.00275179419848419,0.0348705858895161
0.102300728770726,0,0.0447437591258903,0.0215121251262888,0.028787871349593,0.0337019164356936,0.0060750916765358,0,0.0040602574049608,0.00403272773196595,0.01023095183532,0.00632483718473347,0.0343938179958066
0.107431622905122,0,0.0436665236480751,0.0227551515773226,0.0280269241061462,0.0345787033237228,0.00574382048607783,0,0.00408765477684329,0.00386516116791534,0.0106603551392953,0.00545285530915321,0.0360849931339336
0.119725797384776,0,0.0393910434167532,0.0239107165040685,0.026742585261433,0.0352054334361569,0.00395506921075157,0,0.00339120667527538,0.0038486405068422,0.0105445414363523,0.00616738159535325,0.0373093524488838
0.125927020562755,0,0.0395976225051883,0.023584430238163,0.0278791308526974,0.0349721027926164,0.00327829008805003,0,0.00333303935878905,0.00414853379076711,0.0106144811942762,0.00730542867934999,0.0397964350596702
0.132566401130137,0,0.0404080325873554,0.0235207750108673,0.0302451416819401,0.0353161251479607,0.00372510903545113,0,0.00355532051163974,0.004244131127147,0.0120405167607151,0.00695377514157346,0.0436087683978532
0.128304998406415,0,0.0471452602577869,0.0239995809689701,0.0334435944291381,0.0369168814469934,0.00598492680737771,0,0.00462647845089942,0.00494145945969137,0.012576852561783,0.0079040789461855,0.0428666320416609
0.130742710151157,0,0.0477765318340723,0.023752460990248,0.0339744327889374,0.0370422527177775,0.00657614281965433,0,0.00503236770086657,0.00484990008402023,0.0130435486526588,0.00747674855729683,0.0431083475374399
0.120377750470395,0,0.0505504919508608,0.0231179384649486,0.0346161334098409,0.0369733097940013,0.00719058439252497,0,0.0049225950260808,0.00484403518302907,0.0124424803760052,0.00748723227446365,0.041472518281584
0.126949586743725,0,0.0511642664906186,0.0243649231050869,0.0352353780747751,0.0383719328862302,0.0074015489550914,0,0.00498085963471897,0.00511030111138941,0.0127145189284308,0.00802122434927181,0.0428778883158367
0.123378272871289,0,0.0557315937517904,0.024444835346251,0.0373829416794334,0.0398233615432337,0.00826211277639879,0,0.00514740846321801,0.00515401580156932,0.0123656428970465,0.00847652911641888,0.0430731333630726
