amps1,amps2,amps3,amps4,amps5,amps6,amps7,amps8,amps9,amps10,amps11,amps12,amps13
0,0.0382807879397757,0.0683349667653076,0.0278820215429038,0.0408342265929772,0.0357260728327056,0.00488177615679816,0,0.00303643049576782,0.00371516938541792,0.0128625043570498,0.00989002316184976,0.0400964439381669
0,0.0396979626322374,0.0715633146111356,0.0284068137560035,0.0424127916492619,0.0373991995580726,0.00443565233742718,0,0.00314352118512267,0.00313385115103177,0.01353642334972,0.0109305251473915,0.0409136112310384
0,0.0456806595841682,0.0779769680191447,0.0324165367264246,0.0454855997582588,0.0417543609102152,0.00500887969296511,0,0.00392087987968941,0.00255555389202347,0.0162483386774418,0.00883364109290363,0.0452447320507969
0,0.0447070865459921,0.0886504490817744,0.0351739956725544,0.047584078180646,0.0474796959323802,0.0033256869492509,0,0.00272024177552395,0.00463648568303066,0.0146008618454112,0.0113568953824588,0.0479395658950058
0,0.0545891232365922,0.0960351118986524,0.040144417692312,0.0538336505927029,0.052005288527441,0.00547606385526164,0,0.00418501563560953,0.00446581402397369,0.0165114191040759,0.0120204667304384,0.053944753425422
0,0.0519378701405607,0.100389130771134,0.0384770316854498,0.0578833032657849,0.0511889365611367,0.00244427125653131,0,0.00224657065106499,0.00524328279623421,0.0178279922798276,0.0152919842324259,0.0586357931242292
0,0.0537487898405271,0.108767694073843,0.0359150985239341,0.0677760205703549,0.0523406336335684,0.00500016851382995,0,0.00496243304257991,0.00579549509994931,0.0159846276792533,0.0232820504890395,0.0585536613341248
0,0.0560108493135659,0.10541265009687,0.0389222970817909,0.0632583761462989,0.0530662259238563,0.00592940309849348,0,0.00439889963812283,0.0060411986630943,0.0194010975288533,0.0165337460739727,0.0623146978970695
0,0.0559361803485111,0.104815055212812,0.0383219893523555,0.0628576700322404,0.0527175733975963,0.00410809151578943,0,0.00407931298842084,0.0066762233617335,0.016482455324537,0.0203609066862339,0.0588978508733428
0,0.0598501434771983,0.116322492166677,0.0339885237819532,0.0765287290872851,0.0510357314598795,0.00847503940216593,0,0.00507218129127961,0.00450005223341104,0.0211202816828692,0.0215307742214963,0.0608748726700448
0,0.0575303150971395,0.108305987781977,0.0405120896051769,0.0642047131853359,0.0551059263501338,0.00798948898322129,0,0.00568946497795887,0.00444618370827388,0.0220449620746198,0.0145107321373935,0.0636661577646419
0,0.0576052452765255,0.108220207678171,0.0390230970807779,0.0648217650223703,0.0542559184695631,0.00582241758794989,0,0.00716076915712773,0.00298674285736486,0.0208422750523903,0.0215030463768988,0.0594150348098977
0,0.0616366636513015,0.110859521379507,0.0405387755852596,0.0659485185092099,0.0558261064336573,0.0057620989244951,0,0.00581997157428929,0.00710195930144521,0.0162654789958008,0.0232296595645669,0.0612554159136185
0,0.0585645614243498,0.113374389203003,0.0429186093487167,0.0680857464245859,0.0577494798419138,0.00586230316461512,0,0.00464951183731197,0.00543854311852798,0.0212959697962187,0.0187931011632311,0.0651014967896093
0,0.0656713431346299,0.119702985371991,0.0498267240108288,0.0678154036779506,0.0649699264197705,0.00393483876745566,0,0.00380209713147559,0.00746782966786004,0.0205327536837072,0.0216086460033129,0.0658837885825009
