0,0.032641,0.00060688,1.3548e-06,5.2283e-09,1.3382e-09,1.8603e-19,6.5569e-28,6.2432e-32,1.3226e-63,1.123e-104,1.6955e-124,1.9789e-166
0,0.034885,0.0016707,6.8427e-06,3.3009e-08,6.7066e-09,3.1603e-18,2.0986e-26,1.6336e-30,4.5518e-61,8.721e-101,6.7083e-117,-3.847e-133
0,0.034524,0.0036398,2.5607e-05,1.535e-07,2.6312e-08,3.6039e-17,4.2104e-25,2.7976e-29,7.5019e-59,2.2266e-97,1.2723e-114,-7.2055e-131
0,0.032245,0.0067492,7.8396e-05,5.8365e-07,8.8086e-08,3.1853e-16,6.2801e-24,3.6689e-28,7.755e-57,2.7736e-94,2.7624e-112,-1.3519e-128
0,0.027767,0.012172,0.00025266,2.4629e-06,3.326e-07,3.6233e-15,1.3101e-22,6.7369e-27,1.5095e-54,9.4734e-91,3.3389e-109,-1.3802e-126
0,0.022036,0.01936,0.00072769,9.5383e-06,1.1969e-06,3.9313e-14,2.6413e-21,1.2212e-25,2.917e-52,3.18e-87,2.3126e-105,1.6123e-123
0,0.015411,0.027637,0.002036,3.8283e-05,4.6432e-06,5.1744e-13,7.0192e-20,2.9617e-24,9.8944e-50,2.648e-83,4.9416e-101,-1.3747e-120
0,0.010432,0.032495,0.0042779,0.0001122,1.3782e-05,4.2982e-12,1.0692e-18,4.2748e-23,1.3364e-47,5.4226e-80,2.2598e-97,-1.4035e-118
0,0.0063992,0.033336,0.0080524,0.00030549,3.9644e-05,3.5363e-11,1.6574e-17,6.421e-22,1.9834e-45,1.2882e-76,1.2338e-93,1.9308e-115
0,0.0037605,0.029894,0.012735,0.00069578,9.8777e-05,2.3003e-10,1.9498e-16,7.5039e-21,1.9067e-43,1.6113e-73,3.388e-90,3.2276e-113
0,0.0018507,0.022409,0.018465,0.001579,0.00026075,1.8024e-09,3.0422e-15,1.1946e-19,3.3495e-41,5.2365e-70,2.7321e-86,-2.3368e-110
0,0.00081205,0.013966,0.022555,0.0031278,0.00063465,1.2905e-08,4.3975e-14,1.8178e-18,5.6045e-39,1.6178e-66,2.1321e-82,1.0333e-107
0,0.00032188,0.0072661,0.022999,0.0053118,0.0013955,8.091e-08,5.5664e-13,2.4987e-17,8.0362e-37,4.0223e-63,1.3376e-78,2.5987e-107
0,0.00013351,0.0035763,0.020229,0.0074127,0.002538,3.5441e-07,4.4697e-12,2.2087e-16,5.1427e-35,2.8576e-60,2.107e-75,9.1075e-102
0,5.1345e-05,0.0015388,0.015554,0.0092247,0.0042796,1.4065e-06,3.2521e-11,1.8106e-15,2.9442e-33,1.7617e-57,2.906e-72,6.2898e-99
0,1.6205e-05,0.00051355,0.0099093,0.010284,0.0070057,5.8115e-06,2.6391e-10,1.7244e-14,2.3283e-31,1.8435e-54,7.405e-69,1.2432e-94
0,1.1747e-05,0.00037324,0.0085494,0.010336,0.0078597,8.2953e-06,4.506e-10,3.0868e-14,7.2534e-31,1.13e-53,5.7459e-68,1.8109e-93
0,4.1887e-06,0.00012989,0.0050434,0.009858,0.010743,2.3488e-05,2.2137e-09,1.7763e-13,2.244e-29,2.7309e-51,2.8737e-65,6.0865e-90
0,9.9832e-07,2.7892e-05,0.0021509,0.0080462,0.014688,8.0441e-05,1.5518e-08,1.5738e-12,1.6861e-27,2.7971e-48,7.5537e-62,1.8037e-85
0,2.3465e-07,5.5119e-06,0.00081137,0.0057398,0.017907,0.00022617,8.5692e-08,1.1163e-11,8.5387e-26,1.576e-45,1.0389e-58,2.3713e-81
0,4.7058e-08,8.5403e-07,0.0002464,0.0034728,0.01992,0.00058238,4.4548e-07,7.763e-11,4.3617e-24,9.276e-43,1.544e-55,3.4992e-77
0,9.784e-09,1.3053e-07,7.0016e-05,0.0019072,0.020086,0.001238,1.8094e-06,4.2381e-10,1.429e-22,2.7515e-40,1.0798e-52,1.9854e-73
0,1.6738e-09,1.4953e-08,1.5515e-05,0.00087335,0.018432,0.0024402,7.1018e-06,2.3454e-09,5.0655e-21,9.5652e-38,9.3164e-50,1.4991e-69
0,2.6983e-10,1.5115e-09,2.9937e-06,0.00035191,0.015411,0.0041927,2.3965e-05,1.1409e-08,1.4482e-19,2.4197e-35,5.743e-47,7.4277e-66
0,3.9604e-11,1.2932e-10,4.8896e-07,0.00012302,0.011732,0.0063731,7.1547e-05,5.0533e-08,3.5922e-18,5.0179e-33,2.9011e-44,2.8868e-62
0,4.4723e-12,7.5045e-12,5.7095e-08,3.3635e-05,0.0078597,0.0087331,0.00020346,2.274e-07,9.8715e-17,1.2887e-30,1.9535e-41,1.6877e-58
