ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20,ap21,ap22,ap23,ap24,ap25,ap26,ap27,ap28,ap29,ap30,ap31,ap32,ap33,ap34,ap35,ap36,ap37,ap38,ap39,ap40,ap41,ap42,ap43,ap44,ap45,ap46,ap47,ap48,ap49,ap50,ap51,ap52,ap53,ap54,ap55,ap56,ap57,ap58,ap59,ap60,ap61,ap62,ap63,ap64,ap65,ap66,ap67,ap68,ap69,ap70,ap71,ap72,ap73,ap74,ap75,ap76,ap77,ap78,ap79,ap80,ap81,ap82,ap83
0.0269619598854905,0.028773609565065,0.0298486663047901,0.0299959283807195,0.0319119196132617,0.0329226994848325,0.0332040047434158,0.0352342182239845,0.035788745528017,0.0352648586303865,0.0332400475109697,0.0290949309694779,0.0263043935456331,0.0241534351453469,0.0228889297342502,0.0206851085784733,0.0203663617024355,0.0192632148156844,0.0177523367367773,0.0172155766872445,0.0169444775700857,0.016653458494034,0.0161772831669052,0.0151957535776141,0.0139105659889528,0.0127522842013421,0.0115847386909639,0.0105505149478399,0.00971182981383234,0.0093233515750502,0.00883833084198636,0.00807424298614208,0.00709418210201546,0.00615380214008523,0.00518848128243956,0.00444330909098989,0.00381668359772259,0.00349646788647633,0.00335952698906065,0.00327422706421143,0.00329525634965878,0.00323445299373216,0.00294645665678058,0.00295523302416218,0.00312683937412222,0.00353550157701758,0.00417581967808757,0.00487132900386726,0.00542051424235441,0.00581231153796033,0.00579676767965265,0.00552837845950501,0.00508166390790093,0.00493602160816871,0.00564420512227272,0.00798231907660087,0.0121739911736591,0.0129512435482474,0.0173213272975138,0.0218314798645618,0.024278576130081,0.0238422478279298,0.0209231348348115,0.0162440463856032,0.0109677828368153,0.00632399807641971,0.00297846205184731,0.00108537530219655,0.000156234191228244,-0.000255864868101233,-0.000295920991682648,-0.000266514926876551,-0.000191582446504859,9.91044696320708e-05,0.000144449812821751,1.13511784282546e-05,0.00025580129719689,1.67260048046124e-05,0.000190087548959515,-0.000293537253333278,-0.000376725952993025,-0.000476899718346217,-0.00147605344712675
0.0276782373432743,0.0297405389429856,0.0322419876971031,0.0326792760366572,0.0335550156864838,0.0354015416100763,0.0361362662112135,0.0377739550444153,0.0383393711819498,0.0378773471643481,0.0352159502551764,0.0320319048369916,0.0295072832581356,0.0270582517659792,0.0250270107621671,0.0227738838307163,0.022353733224286,0.020888156298547,0.0195778409494255,0.0192458595940227,0.0192249232849333,0.0186300024761748,0.0178381426564675,0.0163338617481207,0.0148725408042158,0.0131926443295802,0.0119784256882664,0.0108089287269433,0.00990877533169718,0.0095227528826094,0.00903690666725347,0.008199188628505,0.0071984456429723,0.00619941705664376,0.00524797024938916,0.00430470916197348,0.00370568306051783,0.00339397690922804,0.00331643813726194,0.00334585513850215,0.00340988353012544,0.00346104208472672,0.00302387917332539,0.00311996939068026,0.00329079729642644,0.00366165920790641,0.00435659531898531,0.00501310624540028,0.00563708545479001,0.0059953415576481,0.00605285392480029,0.00573901257360107,0.00529812415856147,0.00504531677636117,0.00589639853606938,0.0083299810990064,0.0126683214378853,0.0134954264638586,0.0181408887642111,0.0228184131786322,0.0255502634088808,0.0251647171450898,0.0220995040903559,0.0171135645883586,0.0113276073005336,0.0064575423796394,0.00289435296950121,0.00105645759328834,0.000113478891232083,-0.000372839355893447,-0.00040233459912835,-0.000250509185852005,-0.000192399723658377,-8.36734194911137e-05,0.000372074126532569,0.000136911299078765,0.000389624038129298,0.000230561825995099,3.41326866355389e-05,-0.000132350248444803,-0.00055092598312922,-0.000606162701827118,-0.00153959394242674
0.0358847892010036,0.0377440671453783,0.0406720351611481,0.0421642123277078,0.0442860587765029,0.0464600511819085,0.0477836464947965,0.0488980033748332,0.0500394307247812,0.0490455440880002,0.0463685271841078,0.0427759334030821,0.0393476249856048,0.0377523398750683,0.0340845709102789,0.0313522179297938,0.030781924767061,0.0287945596717318,0.0270897448983935,0.026828645215305,0.0272111594071933,0.0262385537008313,0.024385608091242,0.0216410035707261,0.0189727999465952,0.0164339548571906,0.0144678463124258,0.012897756324533,0.0115579453924688,0.0110324780916967,0.0103545640710222,0.00935204892531972,0.00814111978877797,0.00701796311564531,0.00589521323766381,0.00488273937482643,0.00419146561920541,0.00382685759221971,0.00371372354286561,0.00378811865728183,0.003806216620002,0.00382831425392607,0.00343126987992791,0.00341375957596649,0.00355399259304329,0.00412299580276817,0.00486886115112613,0.00571839816056791,0.00642292168056601,0.00692042056763985,0.00692032398887208,0.00655062166604228,0.00597994617030308,0.00573239273900839,0.00654294057666199,0.00930330555628253,0.0143221347025565,0.0152997019556458,0.0207607778160308,0.0265639472406519,0.0300425453767267,0.0299249911336299,0.0264167979668228,0.0204803643306978,0.0135746650674267,0.00769420960205369,0.00351235364904076,0.00125938885351668,0.000110239871014799,-0.000363723139691859,-0.00048113898203066,-0.000301613526721068,-0.000160027131506783,-0.000218925838911698,0.000484751603357761,0.000243917272522915,0.000227818465681422,0.000243700167877417,6.8659504114882e-05,-9.16045242116321e-05,-0.000615459804176704,-0.00107346806412291,-0.00148833543878772
0.0442753681734784,0.0452387760891122,0.0469953339191699,0.0480963113796414,0.0505057700487352,0.0527978860300135,0.0545536357003526,0.0561150523635805,0.0569090258225124,0.0565372351469547,0.0531920453518174,0.0501723929780415,0.0467153337333961,0.0442728766081951,0.0404676274823574,0.0373118642533597,0.0367375899848406,0.0347101093841801,0.0328557824770623,0.0327334624620867,0.0326667598143792,0.0313752522065614,0.0291850755224954,0.026007792670504,0.0225433416380488,0.0197234369582796,0.0172849026077108,0.0153487469627228,0.0138635297651434,0.0132195164276678,0.0123839464203712,0.0112466899913514,0.00994839386452213,0.008743568354357,0.00746279187021527,0.00637464496499179,0.00555749041989121,0.00509323372855325,0.00493220730938259,0.00496626657924437,0.00489334765430789,0.00494066122512916,0.00452689104120796,0.00453330930678934,0.00461684336367035,0.00505323531538518,0.00587109863261253,0.00671135761573759,0.00746542125443433,0.00780513291279348,0.00788010127418343,0.00749440731856768,0.00672085857738296,0.00651342721113863,0.00729904044370386,0.0101026598683708,0.0153663156607179,0.0163918876308898,0.0221075300492383,0.0283077505343176,0.0321048687518091,0.0321495206454002,0.0285013495363562,0.0222555954960922,0.0148970457778292,0.00844563069367253,0.0039795623853044,0.00155633416046372,0.000290028068164401,-0.000156858173241939,-0.000436240932947029,-0.000362006285591786,-0.000185011160803567,-7.83695209973434e-05,0.000160076738998842,-2.45167049820521e-05,0.000214454203940725,0.000150019604203862,0.000153758581461156,-8.06022835573527e-05,-0.000595253389370521,-0.00127205751601933,-0.00209144788827332
0.0611236645536497,0.064557194635263,0.0675574674139846,0.0707074103988751,0.0730516398312821,0.0763187426725528,0.0784156091673869,0.0805755342848619,0.0817919440767571,0.0810347116006867,0.0767445987335133,0.0719102139807507,0.0672462923710958,0.062672405606612,0.0577986282853922,0.053701270608864,0.0527436469247585,0.0494669965241457,0.0466964718289479,0.0458754719485363,0.0459784991727604,0.0445050170549545,0.0417099442136176,0.0374992157810109,0.0332526808890133,0.0294336253457677,0.0260875132812471,0.0233595710138871,0.021211267404783,0.0203367882536555,0.019210977348839,0.0174774026454609,0.0154369808931566,0.0135724439780773,0.0116678915716374,0.0100026583666342,0.0087138009867242,0.00805588135600106,0.00773362344904807,0.00771106789467545,0.0076448216855801,0.00754678680942329,0.00696395885841365,0.00674908247852367,0.00694390515895831,0.00760421367441854,0.00864025502393094,0.00983483641377757,0.0108306319511795,0.0112868070478666,0.0113440481163904,0.0107314640519658,0.00982448303025226,0.00939475091378402,0.010437689249773,0.0144386063683968,0.0218736508790336,0.0233379200047141,0.0315062535640261,0.0402136464975549,0.0455449127153356,0.0452881360410018,0.0399146528404086,0.0311890175139092,0.0207505791023553,0.0118493711862358,0.0056817706175445,0.00213156163774251,0.000324416753808112,-0.000405946735423068,-0.000609039063807937,-0.000541819719244778,-0.000169050584451652,-6.49437420463494e-05,0.000613378927542047,0.000332468468585061,0.000517075283590787,0.000463007321529832,0.000167563565200761,-0.000506220302487863,-0.00110150337879924,-0.00204497078093748,-0.00299344121816642
0.0499913142207274,0.0531131023498622,0.0552055386082997,0.0576885274276126,0.0606848250607014,0.0619203528608609,0.0644692365054962,0.0664641601518414,0.0677081658670344,0.0665408306586752,0.0634886027914746,0.0585884395612516,0.0546606720276089,0.0514619405434514,0.0470698116193887,0.0437531973999957,0.0429501893324025,0.0402057222003156,0.037856068651265,0.0372372950292791,0.0370418209705607,0.0359646708927574,0.0341570135377343,0.0314237943819946,0.0284516314379011,0.0256939848646975,0.0233043851648088,0.0212294806403113,0.0194952234651184,0.0187947635078848,0.0179089415921915,0.0163770577831093,0.0145882801860591,0.0128991023422665,0.0111721289742527,0.00968692612121422,0.00847715821183253,0.00772459215809821,0.00750835548900647,0.00734294306823369,0.0072210841223435,0.00706584504199737,0.00661015355490874,0.00637334360512407,0.00647863623150074,0.00703356881390637,0.00784458093409559,0.00882103118944317,0.00958949277971446,0.0100240368652711,0.0100482064728518,0.0095667743920749,0.00865706714773585,0.00826860300238441,0.00925249758998038,0.0126246580396963,0.0190634026767721,0.0202957536181996,0.0271929277378633,0.0344616502432881,0.0386509705748872,0.0381088045848491,0.0333147315466469,0.0258927233803348,0.0172603882346363,0.00993627073484397,0.00472736838472092,0.00187450637599151,0.000302655880228879,-0.000354247466594566,-0.000544391018548521,-0.000454929494169721,-0.000100203964328591,-3.8864620073972e-05,0.000341437832380656,0.000464345135404544,0.000511260395541389,0.000342142828853503,0.000145791848398879,-0.000436497179237626,-0.00103296061453665,-0.00170428551392311,-0.00274974053816034
0.039893841957581,0.0444388314520054,0.0458303532695676,0.0473326118216437,0.0499010953718,0.0510746416500977,0.0528068883224786,0.0543380363548715,0.0559361650406817,0.0553609235967388,0.051463702344876,0.0476060347277357,0.0442756087265488,0.0409757675227025,0.0378834370485042,0.0351240611386298,0.0344738140353333,0.0322490922901149,0.0304625626941678,0.0298564754005859,0.0296753415987105,0.0287584093855286,0.0274903369414748,0.0255214809823002,0.0232399123873152,0.021105430132166,0.0192461238052938,0.0176156817010718,0.0161888406506649,0.0156207365162118,0.014906642578814,0.013552778167882,0.012171951490666,0.0107093180552675,0.00919179136682508,0.00793796463323012,0.00689170072919321,0.00623455780117394,0.00605210754920368,0.00595272062032379,0.00590624162848667,0.00574607687963353,0.00534917065437794,0.00511248181059177,0.00525844632420225,0.00574361660992158,0.00650279912984285,0.00732405056437708,0.0080655591987619,0.00854207987274019,0.0084644625609856,0.00805914721459602,0.00731668770313221,0.00699041696568232,0.00789537159098017,0.0109060476889447,0.0165769964110011,0.0176406069220419,0.023599644777762,0.0299459460786834,0.0335117808168733,0.0330328120031826,0.0289164143534443,0.0224896142556956,0.0150954291762013,0.00874621647383472,0.00415100866567603,0.00176188346885374,0.000362833719441613,-0.000298247197244472,-0.000304964868259395,-0.000423665399750621,-0.0001061356299495,1.06943152753219e-05,0.000323522669594381,0.000334184361829942,0.000177512696692599,7.8094363846262e-05,0.000242704785087957,-0.000512644102586688,-0.000862189419398367,-0.00147730494944159,-0.00250618997930107
0.0333968107766209,0.0350475458753974,0.0369843711443211,0.0387506828792674,0.0411381760572614,0.0425081744247782,0.0440229627594573,0.0457527948208898,0.0465510560824337,0.0463885631450634,0.0428495158722029,0.0395754941742529,0.0365921608723429,0.0343283012528591,0.0308494208463215,0.0283404969694597,0.0278754213067275,0.026217701045357,0.0246023266815271,0.0243077303488174,0.0241299781497978,0.0234592049300281,0.0223857854025813,0.0207290290117279,0.0187141111853463,0.0168158759324362,0.0152288312437736,0.0138974282399693,0.0126768315541133,0.012190644410088,0.0115779947851074,0.0105751644048427,0.00933996368859977,0.00813910402208169,0.00680020422341215,0.00577386219394815,0.00498596457839841,0.00445856833285632,0.00432722572716618,0.00426803588047317,0.00423631745519057,0.00419260195168363,0.00386280300294152,0.00370632675247886,0.0038306969869277,0.00437844609499178,0.00507744023065114,0.00590820513467885,0.00651982721276954,0.0069028542405857,0.00691736793801966,0.00657685404788028,0.00594495756167794,0.00570138252969393,0.00652000475391672,0.00925555278011039,0.0143167117413568,0.0152645998589131,0.0205772503122035,0.0261219169149931,0.0293554320585236,0.0289776920635303,0.0253959863850323,0.0197382128350302,0.0132124363713136,0.00751535955620292,0.00358658255268856,0.00129047586642252,0.000199124525466255,-0.000435825075382842,-0.000471722796884649,-0.00030852085883215,-0.000348982945974378,9.36595815860332e-05,0.000514495694635508,0.000117237744742866,0.00061632597214079,0.00011202809429154,6.70813400520481e-05,-0.000120262628867953,-0.000657833597695976,-0.00118147979463217,-0.00179832669159724
0.0328378363233197,0.0352617349739692,0.0382095765897214,0.0388792333887897,0.0415986602062955,0.0433637331613485,0.0446606193111539,0.0469317502583607,0.0480159666386867,0.0474609367858294,0.0440664797224646,0.0401614372384573,0.0371628986988408,0.0344240642260734,0.0308766917930008,0.0283672207966533,0.0278615681327028,0.0260688500726153,0.0245809425055887,0.0239261983831557,0.0238845626780707,0.0235062006807106,0.0223819831711777,0.0205987171639806,0.0185799181371121,0.0166954247398859,0.015123110594019,0.0137257866654867,0.0125625734131955,0.0120503740279904,0.0114078803378032,0.010272802816026,0.0090705921775783,0.00781981284976875,0.00656772047605289,0.00546864543599382,0.00463946934731782,0.00414084590196682,0.00403141307507058,0.00398215473436241,0.00402670785444558,0.00397077576130077,0.00359246493826014,0.00347905731715255,0.00367457764531467,0.00421849060669448,0.00499671659059417,0.00589512738247764,0.00664774605186142,0.00703131566480905,0.00710070959607989,0.00671329600583752,0.0060712629962506,0.00584450483612137,0.00675207769301447,0.00965907490748985,0.0149917026747881,0.0159983804083613,0.0216424445485058,0.0274539193305456,0.0308492815342572,0.0304851233925563,0.0267251799136417,0.0207920006030974,0.0139142346554429,0.00789654061087075,0.00373001770549879,0.0013200008805363,0.000190944363404397,-0.000469749886722374,-0.00048403574109326,-0.000306586240007624,-0.000341387592010955,0.000170779679628419,0.000284084786590112,-7.30876741497219e-05,0.00048384189102638,6.64843655233384e-05,0.000238598451199123,-0.000197326168980006,-0.000754030143008005,-0.000880100855447466,-0.00165242843494343
0.033277939839429,0.0365687041148053,0.0390523979149542,0.0391252618643125,0.0417407028646308,0.0433914873048302,0.0446762322084328,0.0468505202349453,0.047373174313639,0.0473300315976733,0.0441258946739451,0.0397840206127644,0.0357006369313327,0.0334427524666083,0.0304787385492355,0.027937852050894,0.0274096660484576,0.0255803501362177,0.0238623132275997,0.0231765928382821,0.0232091516694752,0.0226887894640996,0.0220126015398164,0.0204696345781945,0.0186472817421399,0.0169055676034436,0.0154286965670719,0.0139678051084459,0.0128790260442041,0.0123781486124578,0.0117517276501649,0.0106263775329803,0.00942799859275546,0.00817800886731669,0.00682331232721044,0.0056944831787537,0.00487682115867211,0.00443882472310982,0.00426939794650709,0.00431622163891942,0.00433301603560943,0.00431382466935251,0.00395182391113593,0.00389512733568298,0.00406828348255768,0.00465979324089439,0.00553898470224659,0.00641539864954852,0.00717264848085481,0.00767782804223334,0.00769405992692731,0.00730272524288398,0.00664892775147853,0.00641919580826785,0.00744186797349857,0.0104467079925989,0.0160605730665073,0.0170924386527311,0.0228878152987996,0.0288768641396313,0.0322088440283628,0.0318165722678195,0.0279407418150084,0.0217907743988832,0.0146492029970432,0.00838137278683126,0.00409461285355041,0.001677714433098,0.000331571537520142,-0.000334081949649283,-0.000387693248261406,-0.000354081658014087,-0.000268763701581506,-9.41142210214865e-05,0.000207003469963183,-8.17347797736485e-06,0.000185941295384265,0.000264972252446131,0.00030209946586133,-5.61479646684657e-05,-0.000336422682919169,-0.000715121038395953,-0.00106761942799413
