,,,,,,,,,,,,Gains,,,,,,,,Compensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Sample Number ,  Sample ID ,  Number of Events ,  Termination Count ,  Count Gate ,  Dilution Factor ,  Original Volume ,  Cells/µL ,  Total Volume (µL) ,  Acquisition Time (s) ,  Date of Acquisition ,  Time of Acquisition ,  FSC Gain ,  SSC ,  GRN ,  YEL ,  RED ,  NIR ,  RED2 ,  NIR2 ,  GRN - %YEL ,  YEL - %GRN ,  RED - %YEL ,  YEL - %RED ,  RED - %NIR ,  NIR - %RED ,  YEL - %NIR ,  NIR - %YEL ,  GRN - %RED ,  RED - %GRN ,  GRN - %NIR ,  NIR - %GRN ,  RED2 - %YEL ,   YEL - %RED2 ,   RED2 - %RED ,   RED - %RED2 ,   RED2 - %GRN ,   GRN - %RED2 ,   RED2 - %NIR ,   NIR - %RED2 ,   RED2 - %NIR2 ,   NIR2 - %RED2 ,  NIR2 - %YEL ,   YEL - %NIR2 ,   NIR2 - %RED ,   RED - %NIR2 ,   NIR2 - %GRN ,   GRN - %NIR2 ,   NIR2 - %NIR ,   NIR - %NIR2 ,  Threshold Parameter ,  Threshold Value ,  Flow Rate (µL/s) ,  High Concentration Warning Trigger ,  # of Errors & Warnings ,  User Login Name ,  User Full Name ,   WorkList 
34, POC_D_a_5,7,10000, All Events,1,0.2,7.96E-01,8.79,14.9, 07-DEC-2022 , 17:58:25 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
35, POC_D_b_5,159,10000, All Events,1,0.2,1.81E+01,8.79,14.9, 07-DEC-2022 , 17:59:09 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
36, POC_D_b_5,110,10000, All Events,1,0.2,1.25E+01,8.79,14.9, 07-DEC-2022 , 17:59:56 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
37, POC_D_c_5,7,10000, All Events,1,0.2,7.96E-01,8.79,14.9, 07-DEC-2022 , 18:00:34 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
38, POC_D_c_5,7,10000, All Events,1,0.2,7.96E-01,8.79,14.9, 07-DEC-2022 , 18:01:11 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
55, POC_A_a_6,27,10000, All Events,1,0.2,3.07E+00,8.79,14.9, 07-DEC-2022 , 20:02:38 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
56, POC_A_a_6,24,10000, All Events,1,0.2,2.73E+00,8.79,14.9, 07-DEC-2022 , 20:03:22 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
57, POC_A_b_6,9047,10000, All Events,1,0.2,1.03E+03,8.79,14.9, 07-DEC-2022 , 20:04:06 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
58, POC_A_b_6,9008,10000, All Events,1,0.2,1.03E+03,8.79,14.9, 07-DEC-2022 , 20:04:54 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
59, POC_A_c_6,175,10000, All Events,1,0.2,1.99E+01,8.79,14.9, 07-DEC-2022 , 20:05:32 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
60, POC_A_c_6,21,10000, All Events,1,0.2,2.39E+00,8.79,14.9, 07-DEC-2022 , 20:06:09 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
77, POC_A_a_7,83,10000, All Events,1,0.2,9.44E+00,8.79,14.9, 07-DEC-2022 , 22:07:40 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
78, POC_A_a_7,62,10000, All Events,1,0.2,7.05E+00,8.79,14.9, 07-DEC-2022 , 22:08:25 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
79, POC_A_b_7,2270,10000, All Events,1,0.2,2.58E+02,8.79,14.9, 07-DEC-2022 , 22:09:09 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
80, POC_A_b_7,2121,10000, All Events,1,0.2,2.41E+02,8.79,14.9, 07-DEC-2022 , 22:09:58 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
81, POC_A_c_7,129,10000, All Events,1,0.2,1.47E+01,8.79,14.9, 07-DEC-2022 , 22:10:36 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
82, POC_A_c_7,20,10000, All Events,1,0.2,2.28E+00,8.79,14.9, 07-DEC-2022 , 22:11:14 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate2.csv
11, POC_D_a_8,3,10000, All Events,1,0.2,3.41E-01,8.79,14.9, 08-DEC-2022 , 00:14:42 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
12, POC_D_a_8,1,10000, All Events,1,0.2,1.14E-01,8.79,14.9, 08-DEC-2022 , 00:15:27 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
13, POC_D_b_8,4,10000, All Events,1,0.2,4.55E-01,8.79,14.9, 08-DEC-2022 , 00:16:10 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
14, POC_D_b_8,5,10000, All Events,1,0.2,5.69E-01,8.79,14.9, 08-DEC-2022 , 00:16:57 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
15, POC_D_c_8,2,10000, All Events,1,0.2,2.28E-01,8.79,14.9, 08-DEC-2022 , 00:17:35 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
16, POC_D_c_8,1,10000, All Events,1,0.2,1.14E-01,8.79,14.9, 08-DEC-2022 , 00:18:12 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
33, POC_A_a_9,28,10000, All Events,1,0.2,3.19E+00,8.79,14.9, 08-DEC-2022 , 01:48:01 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
34, POC_A_a_9,19,10000, All Events,1,0.2,2.16E+00,8.79,14.9, 08-DEC-2022 , 01:48:46 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
35, POC_A_b_9,202,10000, All Events,1,0.2,2.30E+01,8.79,14.9, 08-DEC-2022 , 01:49:30 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
36, POC_A_b_9,200,10000, All Events,1,0.2,2.28E+01,8.79,14.9, 08-DEC-2022 , 01:50:18 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
37, POC_A_c_9,18,10000, All Events,1,0.2,2.05E+00,8.79,14.9, 08-DEC-2022 , 01:50:56 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
38, POC_A_c_9,18,10000, All Events,1,0.2,2.05E+00,8.79,14.9, 08-DEC-2022 , 01:51:33 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
39, POC_B_a_9,28,10000, All Events,1,0.2,3.19E+00,8.79,14.9, 08-DEC-2022 , 01:52:11 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
40, POC_B_a_9,28,10000, All Events,1,0.2,3.19E+00,8.79,14.9, 08-DEC-2022 , 01:52:49 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
41, POC_B_b_9,58,10000, All Events,1,0.2,6.60E+00,8.79,14.9, 08-DEC-2022 , 01:53:26 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
42, POC_B_b_9,7,10000, All Events,1,0.2,7.96E-01,8.79,14.9, 08-DEC-2022 , 01:54:04 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
43, POC_B_c_9,7,10000, All Events,1,0.2,7.96E-01,8.79,14.9, 08-DEC-2022 , 01:54:41 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
44, POC_B_c_9,2,10000, All Events,1,0.2,2.28E-01,8.79,14.9, 08-DEC-2022 , 01:55:19 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
45, POC_C_a_9,11,10000, All Events,1,0.2,1.25E+00,8.79,14.9, 08-DEC-2022 , 01:55:57 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
46, POC_C_a_9,10,10000, All Events,1,0.2,1.14E+00,8.79,14.9, 08-DEC-2022 , 01:56:31 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
47, POC_C_b_9,48,10000, All Events,1,0.2,5.46E+00,8.79,14.9, 08-DEC-2022 , 01:57:15 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
48, POC_C_b_9,50,10000, All Events,1,0.2,5.69E+00,8.79,14.9, 08-DEC-2022 , 01:58:03 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
49, POC_C_c_9,9,10000, All Events,1,0.2,1.02E+00,8.79,14.9, 08-DEC-2022 , 01:58:41 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
50, POC_C_c_9,6,10000, All Events,1,0.2,6.83E-01,8.79,14.9, 08-DEC-2022 , 01:59:18 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
51, POC_D_a_9,14,10000, All Events,1,0.2,1.59E+00,8.79,14.9, 08-DEC-2022 , 01:59:56 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
52, POC_D_a_9,11,10000, All Events,1,0.2,1.25E+00,8.79,14.9, 08-DEC-2022 , 02:00:34 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
53, POC_D_b_9,19,10000, All Events,1,0.2,2.16E+00,8.79,14.9, 08-DEC-2022 , 02:01:11 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
54, POC_D_b_9,19,10000, All Events,1,0.2,2.16E+00,8.79,14.9, 08-DEC-2022 , 02:01:49 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
55, POC_D_c_9,4,10000, All Events,1,0.2,4.55E-01,8.79,14.9, 08-DEC-2022 , 02:02:27 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
56, POC_D_c_9,9,10000, All Events,1,0.2,1.02E+00,8.79,14.9, 08-DEC-2022 , 02:03:01 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
73, POC_D_a_10,104,10000, All Events,1,0.2,1.18E+01,8.79,14.9, 08-DEC-2022 , 03:57:29 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
74, POC_D_a_10,97,10000, All Events,1,0.2,1.10E+01,8.79,14.9, 08-DEC-2022 , 03:58:13 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
75, POC_D_b_10,4553,10000, All Events,1,0.2,5.18E+02,8.79,14.9, 08-DEC-2022 , 03:58:57 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
76, POC_D_b_10,4657,10000, All Events,1,0.2,5.30E+02,8.79,14.9, 08-DEC-2022 , 03:59:46 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,3, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
77, POC_D_c_10,6,10000, All Events,1,0.2,6.83E-01,8.79,14.9, 08-DEC-2022 , 04:00:24 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
78, POC_D_c_10,8,10000, All Events,1,0.2,9.10E-01,8.79,14.9, 08-DEC-2022 , 04:01:02 ,30.64,1.09,1,17.45,2.28, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,5,0.59,500,2, GUAVAHT\GTI, Unknown,C:/Documents and Settings/GTI/Desktop/Nick Baetge/OL/OL22-3/Plate3.csv
