Current Date: 26-Aug-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Serial Number: 6735115039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software Name: InCyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number: 2.2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Gains,,,,,,,,Compensation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Sample Number ,  Sample ID ,  Number of Events ,  Termination Count ,  Count Gate ,  Dilution Factor ,  Original Volume ,  Cells/µL ,  Total Volume (µL) ,  Acquisition Time (s) ,  Date of Acquisition ,  Time of Acquisition ,  FSC Gain ,  SSC ,  GRN ,  YEL ,  RED ,  NIR ,  RED2 ,  NIR2 ,  GRN - %YEL ,  YEL - %GRN ,  RED - %YEL ,  YEL - %RED ,  RED - %NIR ,  NIR - %RED ,  YEL - %NIR ,  NIR - %YEL ,  GRN - %RED ,  RED - %GRN ,  GRN - %NIR ,  NIR - %GRN ,  RED2 - %YEL ,   YEL - %RED2 ,   RED2 - %RED ,   RED - %RED2 ,   RED2 - %GRN ,   GRN - %RED2 ,   RED2 - %NIR ,   NIR - %RED2 ,   RED2 - %NIR2 ,   NIR2 - %RED2 ,  NIR2 - %YEL ,   YEL - %NIR2 ,   NIR2 - %RED ,   RED - %NIR2 ,   NIR2 - %GRN ,   GRN - %NIR2 ,   NIR2 - %NIR ,   NIR - %NIR2 ,  Threshold Parameter ,  Threshold Value ,  Flow Rate (µL/s) ,  High Concentration Warning Trigger ,  # of Errors & Warnings ,  User Login Name ,  User Full Name ,   WorkList 
1,POC_ D_a_1,1,10000, All Events,1,0.2,1.72E-01,5.83,9.88, 24-AUG-2022 , 09:35:53 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-5/plate_maps/Plate1.csv
2,POC_ D_a_1,0,10000, All Events,1,0.2,0.00E+00,5.83,9.88, 24-AUG-2022 , 09:36:35 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-5/plate_maps/Plate1.csv
3,POC_ D_b_1,0,10000, All Events,1,0.2,0.00E+00,5.83,9.88, 24-AUG-2022 , 09:37:08 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-5/plate_maps/Plate1.csv
4,POC_ D_b_1,1,10000, All Events,1,0.2,1.72E-01,5.83,9.88, 24-AUG-2022 , 09:37:40 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-5/plate_maps/Plate1.csv
5,POC_ D_c_1,1,10000, All Events,1,0.2,1.72E-01,5.83,9.88, 24-AUG-2022 , 09:38:12 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-5/plate_maps/Plate1.csv
6,POC_ D_c_1,0,10000, All Events,1,0.2,0.00E+00,5.83,9.88, 24-AUG-2022 , 09:38:40 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-5/plate_maps/Plate1.csv
7,POC_ D_a_2,5,10000, All Events,1,0.2,8.58E-01,5.83,9.88, 24-AUG-2022 , 12:02:03 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,2, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-5/plate_maps/Plate1.csv
8,POC_ D_b_2,131,10000, All Events,1,0.2,2.25E+01,5.83,9.88, 24-AUG-2022 , 12:02:45 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,1, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-5/plate_maps/Plate1.csv
9,POC_ D_b_2,142,10000, All Events,1,0.2,2.44E+01,5.83,9.88, 24-AUG-2022 , 12:03:18 ,36.44,6.17,1,1,1, ---, ---, ---,0,0,0,0, ---, ---, ---, ---,0,0, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, ---, RED-HLin,2,0.59,500,1, GUAVAHT\GTI, Unknown, C:/Documents and Settings/GTI/Desktop/Nick Baetge/Syn/2022/8/SYN22-5/plate_maps/Plate1.csv
