exp,exp_no,phyto,source,tp,datetime,date,time,plot_date,plot_datetime,wl,mean_cp,sd_cp,mean_ap,sd_ap,mean_bp,sd_bp,mean_abs_line_height,sd_abs_line_height,mean_chl_line_height,sd_chl_line_height
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,444.8,0.34451795291666665,0.11122894558109035,0.03990605564983567,0.006100834711766159,0.30461189726683097,0.10530850805423399,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,449.9,0.3452011175,0.11044268721462155,0.03698872231650233,0.006552476818665286,0.30821239518349763,0.10404185259109619,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,455,0.34533274833333333,0.11073254743488882,0.034576043983169,0.005623698875828354,0.31075670435016434,0.1053167190881906,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,459.4,0.3448040275,0.11046802888688005,0.03263898064983554,0.0050109117652204545,0.3121650468501645,0.10562296829298527,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,463.8,0.34386606166666667,0.10956656974277101,0.031169124399835532,0.0052601371262240544,0.3126969372668311,0.10468258728305746,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,468.7,0.3430118258333333,0.10912783644878457,0.02930071148316887,0.005471806821482004,0.3137111143501644,0.10375526006671039,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,470,0.3427515721698113,0.10899841122289373,0.028941203841659432,0.005315517423674264,0.3138103683281519,0.1038138684937529,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,474,0.34195079166666664,0.10860019199710591,0.027835026483168865,0.004870633062946463,0.3141157651834978,0.1039954918150151,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,479.2,0.34031046,0.10850123841691642,0.026444278983168836,0.0047977648678333784,0.31386618101683117,0.10383194588472786,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,484.1,0.338366365,0.10813336474261989,0.025642601066502197,0.004586580034715691,0.3127237639334978,0.10368791058687458,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,489.2,0.3365982451166667,0.10715840101752232,0.025065543983168865,0.004647296425214246,0.31153270113349785,0.10263261849701276,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,493.9,0.33465641083333336,0.10709729280813968,0.02450470106650217,0.0045040614233112525,0.31015170976683115,0.10266190247655892,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,498.9,0.33294605625,0.10664681286351564,0.023816806483168834,0.004267613273972704,0.30912924976683115,0.10241473973695715,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,503.8,0.3316836266666667,0.1064992992594811,0.022869216483168867,0.0040753544132745385,0.30881441018349776,0.10244353845548528,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,508.7,0.3304430892667007,0.1061955275774862,0.021724211010386064,0.003891469955911077,0.3087188782563146,0.10232605656522449,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,514,0.32905947926670065,0.10516380770591877,0.0205667668437194,0.0035737061620186123,0.30849271242298126,0.10160396596830822,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,519.7,0.32740742968336733,0.10520968441943516,0.0193554714270527,0.003411430251683673,0.30805195825631465,0.1018153959867238,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,524.8,0.32557493354586736,0.10423575322384518,0.018265871010386067,0.00323549966505585,0.3073090625354813,0.10100604907845254,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,529.9,0.32358474333333337,0.1043081817063064,0.017271981899835535,0.0030600049831634208,0.30631276143349784,0.1012521150750562,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,532,0.3227804321631206,0.1040488404881202,0.016848472032814255,0.002918367067207861,0.3059319601303063,0.10113330969303,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,534.6,0.32178461833333333,0.10372785322552777,0.016324126483168867,0.0027432502143656047,0.3054604918501645,0.10098626490873167,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,539.6,0.3199671941666667,0.10324121609223831,0.0154026843998355,0.0026838429755181325,0.30456450976683114,0.10055755576420582,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,544.4,0.31811665590416666,0.10291527456025834,0.0143963298165022,0.002486474113065936,0.30372032608766447,0.10043464250018028,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,549.7,0.31619345083333333,0.10252260405431779,0.013370516899835533,0.0026126458199418785,0.3028229339334978,0.09992026721841357,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,554.6,0.3142163229166667,0.10192831488742128,0.0123883510665022,0.0027649284183277815,0.30182797185016447,0.09918108598326329,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,560.1,0.31202691083333334,0.10171614760423912,0.011499516483168867,0.0030092147139848193,0.30052739435016446,0.0987482613836969,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,565.2,0.30962734583333335,0.10149813144151403,0.010739518983168867,0.00289735460858556,0.29888782685016446,0.0986539860145677,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,569.8,0.3072686783333333,0.1010007011026884,0.010208624816502166,0.002814861679102724,0.2970600535168312,0.09823658099207236,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,574.2,0.30512319176670066,0.1007310796082664,0.009836913510386068,0.0026018852631183136,0.2952862782563146,0.09816089430266066,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,579,0.30289348598338434,0.10006094936579048,0.009513117440661334,0.0022699232306249016,0.293380368542723,0.09779999045875033,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,583.4,0.30076685163343536,0.09954287036007219,0.009274059231487134,0.0018969591887206365,0.2914927924019482,0.09765061804853443,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,587.8,0.29889732896516635,0.09921853503544771,0.009034414166533134,0.0016410465627367016,0.2898629147986332,0.09757797588415443,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,592.7,0.297210492068549,0.09860098162666274,0.008728020772664767,0.0015520011278079171,0.2884824712958842,0.0970517457783979,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,597.4,0.295222654203629,0.09811925992780604,0.008568011119958533,0.0015155123466877025,0.28665464308367045,0.09660402006011352,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,602.1,0.29303522016700634,0.09801950989674843,0.008521824672007567,0.0014808667180105561,0.28451339549499877,0.09653869191750855,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,607,0.290675228083673,0.09769974304060092,0.008635198838674233,0.001464286262217237,0.28204002924499877,0.0962357301594351,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,612,0.2881244550669723,0.0974359706253488,0.0088875222281237,0.0015313997979781216,0.27923693283884865,0.09591426289100219,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,616.9,0.28560173169688935,0.09707530290602748,0.009177264011441534,0.0016104008789188094,0.2764244676854478,0.0954691106842431,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,621.9,0.28325778555933834,0.09667605974526836,0.0093921201372824,0.0015942644363491517,0.2738656654220559,0.09508291399949756,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,626.5,0.28100843196676867,0.09632185527467886,0.009477577981487134,0.001578227671942483,0.2715308539852815,0.09474468335417967,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,631.2,0.27895314516504766,0.09592742599136223,0.0093444974879396,0.0014667921771815326,0.269608647677108,0.094461613970928393,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,635.8,0.27691202126416997,0.09579904361455988,0.009077366852557233,0.0013718868392073686,0.26783465441161275,0.09442728344900314,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,640.8,0.27467011650833334,0.09542157197251265,0.008783589399835532,0.0012617439699001973,0.2658865271084978,0.09416167533050915,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,645.3,0.27209459583333334,0.09494032952064475,0.008763705649835534,0.0012544473346741576,0.2633308901834978,0.09369284760067734,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,650.2,0.2691031725,0.09464233866049501,0.009448465649835534,0.0010864400957248997,0.25965470685016445,0.09359179546931005,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,654.9,0.2658183684333673,0.09406895210726307,0.011203480177052734,0.0011663696668870985,0.2546148882563146,0.09292728640177564,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,659.3,0.2629020041233893,0.09382950247291671,0.014043028411410566,0.001253125592492675,0.2488589757119788,0.09260862438288821,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,660,0.2626182886441158,0.09379883638863751,0.014574627122642821,0.0012651560688916094,0.24804366152147297,0.0925620222261519,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,663.9,0.26103758811673466,0.09362799353001977,0.0175363913709366,0.0013371549329737969,0.2435011967457981,0.09230248986614142,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,668.8,0.260573270100034,0.09356081993692512,0.020685522260386068,0.0016817082259668738,0.23988774783964792,0.091880237854160135,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,673.2,0.2624867425,0.09323391183511019,0.022472521483168865,0.0018969005521579127,0.24001422101683115,0.09133708657265827,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,677.6,0.26540465531663265,0.0933600758503563,0.022377078205951667,0.001972073169304746,0.24302757711068101,0.0913894897533925,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,681.9,0.268532124899966,0.09358285380878072,0.020531551955951632,0.002157746937916322,0.24800057294401437,0.09144384619725476,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,686.1,0.27120551927996767,0.09369583326997624,0.017390719640645834,0.002158055613464811,0.25381479963932185,0.09157472472818226,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,690,0.2724161155,0.09336190755117262,0.013717410649835534,0.002135303117925073,0.25869870485016444,0.09126490955631612,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,693.9,0.2724587870700663,0.09323828867809396,0.0102241449362424,0.0020107913333527105,0.2622346421338239,0.09128343379985213,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,697.8,0.271503137980163,0.09286697128117365,0.0073945767138114335,0.001598801371095243,0.26410856126635157,0.09129601857382337,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,701.8,0.26963803254696567,0.09255438330439113,0.0053770977393469005,0.0010512873413562288,0.26426093480761875,0.09151113007391758,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,705.5,0.2682686182672103,0.09232517272690349,0.0041742680853108,7.845832811912106e-4,0.26409435018189953,0.09154170086857788,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,709.1,0.2667921246674733,0.09219267743507197,0.0034231625462441003,8.436438059613101e-4,0.26336896212122923,0.09134963676688092,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,712.8,0.265792460524502,0.0918055327193147,0.0030390656361073336,7.765761074129138e-4,0.26275339488839466,0.09103065070643243,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,716.6,0.26569172185495366,0.09190346469948678,0.00288575768142949,8.88102898008484e-4,0.2628059641735242,0.09102662170169215,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,719.8,0.26547821162877633,0.09195638099155701,0.00282460004002388,6.674999826262588e-4,0.26265361158875244,0.09130400429490734,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,723.2,0.2661366258193503,0.09193442221264751,0.0029718691333279735,8.035497023210959e-4,0.26316475668602235,0.0911449524998189,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,726.5,0.2669755981074447,0.0919724195499587,0.00304015377629571,7.163736215860814e-4,0.26393544433114896,0.09127496535667273,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,729.4,0.26719624867124697,0.09195695722344353,0.0029763280852264464,8.53746758654224e-4,0.26421992058602056,0.09111197669786576,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,732.3,0.2676975632508127,0.09212608845494753,0.0031091231550285903,8.683343601504367e-4,0.2645884400957841,0.09126824091621724,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,735.3,0.267601382087792,0.09198404095233745,0.0029634621387602065,7.579964582586068e-4,0.2646379199490318,0.09122622692533362,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
TP22-14,2,italic('T. Pseudonana'),Optics,1,2022-05-18T16:00:00Z,2022-05-18,09:00:00,2022-11-27,2022-11-27T09:00:00Z,738.3,0.2668808528879533,0.09181031159883125,0.0029461734347085797,4.541403424630604e-4,0.2639346794532448,0.09135917672458692,0.01557935173528878,0.0010037749084487358,1.9699536953777699,0.07169820774633813
