time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2022/12/07 21:51:09.247, 190, 359, 265
2022/12/07 21:51:10.754, 196, 365, 262
2022/12/07 21:51:12.261, 185, 358, 269
2022/12/07 21:51:13.767, 196, 364, 266
2022/12/07 21:51:15.273, 199, 352, 259
2022/12/07 21:51:16.780, 195, 365, 273
2022/12/07 21:51:18.286, 190, 356, 266
2022/12/07 21:51:19.792, 178, 358, 256
2022/12/07 21:51:21.298, 194, 376, 262
2022/12/07 21:51:22.803, 187, 381, 261
2022/12/07 21:51:24.309, 185, 357, 266
2022/12/07 21:51:25.816, 186, 356, 265
2022/12/07 21:51:27.321, 188, 363, 259
2022/12/07 21:51:28.828, 192, 362, 253
2022/12/07 21:51:30.334, 181, 367, 266
2022/12/07 21:51:31.840, 182, 359, 272
2022/12/07 21:51:33.346, 199, 363, 260
2022/12/07 21:51:34.852, 194, 361, 280
2022/12/07 21:51:36.359, 197, 355, 261
2022/12/07 21:51:37.865, 188, 351, 258
2022/12/07 21:51:39.371, 192, 348, 255
2022/12/07 21:51:40.877, 189, 349, 266
2022/12/07 21:51:42.384, 194, 356, 274
2022/12/07 21:51:43.890, 212, 358, 259
2022/12/07 21:51:45.396, 201, 350, 256
2022/12/07 21:51:46.902, 200, 364, 265
2022/12/07 21:51:48.409, 185, 363, 262
2022/12/07 21:51:49.915, 184, 370, 265
2022/12/07 21:51:51.421, 195, 349, 266
2022/12/07 21:51:52.927, 201, 353, 261
2022/12/07 21:51:54.434, 199, 354, 260
2022/12/07 21:51:55.940, 181, 348, 266
2022/12/07 21:51:57.446, 185, 364, 262
2022/12/07 21:51:58.953, 194, 377, 262
2022/12/07 21:52:00.459, 205, 363, 269
2022/12/07 21:52:01.965, 194, 363, 265
2022/12/07 21:52:03.472, 186, 356, 252
2022/12/07 21:52:04.978, 198, 365, 259
2022/12/07 21:52:06.484, 188, 356, 265
2022/12/07 21:52:07.991, 192, 363, 259
2022/12/07 21:52:09.497, 198, 355, 260
2022/12/07 21:52:11.003, 197, 363, 245
2022/12/07 21:52:12.509, 193, 366, 262
2022/12/07 21:52:14.015, 203, 351, 262
2022/12/07 21:52:15.522, 196, 348, 273
2022/12/07 21:52:17.028, 190, 351, 246
