----,
DateTime:,      2022/12/07, 11:34:57, 1670441696,
PIF:,             14.47,
PARs:,        0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Light:,       0.0,     0.0,     0.0,     0.0,     0.0,     0.0,
Lamps:,    #01110,
Gain:,          10,    5, 
S/N Ratio:,  1085.20,
Position:,    0.0,        0.0,   NoData,
Cycles:,        2,
     1,        99,        100,        227,
   228,      3226,       3227,       3354,
DataPt,  Time(us),         EX,         EM,       Fit,
==========,==========,==========,==========,=========,
    0,        0.0,      0.000,       0.000,      0.000,
    1,        0.8,    403.336,      43.868,      0.000,
    2,        3.3,    410.653,      53.317,      0.000,
    3,        5.8,    411.061,      62.584,      0.000,
    4,        8.3,    411.302,      68.435,      0.000,
    5,       10.8,    411.561,      72.025,      0.000,
    6,       13.3,    411.857,      73.788,      0.000,
    7,       15.8,    412.080,      74.803,      0.000,
    8,       18.3,    412.302,      75.440,      0.000,
    9,       20.8,    412.395,      75.809,      0.000,
   10,       23.3,    412.673,      75.972,      0.000,
   11,       25.8,    412.710,      76.106,      0.000,
   12,       28.3,    412.895,      76.084,      0.000,
   13,       30.8,    413.025,      76.164,      0.000,
   14,       33.3,    413.136,      76.101,      0.000,
   15,       35.8,    413.265,      76.174,      0.000,
   16,       38.3,    413.265,      75.962,      0.000,
   17,       40.8,    413.469,      76.101,      0.000,
   18,       43.3,    413.506,      75.816,      0.000,
   19,       45.8,    413.451,      75.830,      0.000,
   20,       48.3,    413.580,      75.763,      0.000,
   21,       50.8,    413.599,      75.626,      0.000,
   22,       53.3,    413.710,      75.622,      0.000,
   23,       55.8,    413.784,      75.495,      0.000,
   24,       58.3,    413.821,      75.391,      0.000,
   25,       60.8,    413.821,      75.400,      0.000,
   26,       63.3,    413.877,      75.262,      0.000,
   27,       65.8,    413.969,      75.207,      0.000,
   28,       68.3,    413.969,      75.239,      0.000,
   29,       70.8,    414.025,      75.133,      0.000,
   30,       73.3,    414.099,      74.954,      0.000,
   31,       75.8,    414.080,      74.959,      0.000,
