cp_corr1,cp_corr2,cp_corr3,cp_corr4,cp_corr5,cp_corr6,cp_corr7,cp_corr8,cp_corr9,cp_corr10,cp_corr11,cp_corr12,cp_corr13,cp_corr14,cp_corr15,cp_corr16,cp_corr17,cp_corr18,cp_corr19,cp_corr20,cp_corr21,cp_corr22,cp_corr23,cp_corr24,cp_corr25,cp_corr26,cp_corr27,cp_corr28,cp_corr29,cp_corr30,cp_corr31,cp_corr32,cp_corr33,cp_corr34,cp_corr35,cp_corr36,cp_corr37,cp_corr38,cp_corr39,cp_corr40,cp_corr41,cp_corr42,cp_corr43,cp_corr44,cp_corr45,cp_corr46,cp_corr47,cp_corr48,cp_corr49,cp_corr50,cp_corr51,cp_corr52,cp_corr53,cp_corr54,cp_corr55,cp_corr56,cp_corr57,cp_corr58,cp_corr59,cp_corr60,cp_corr61,cp_corr62,cp_corr63,cp_corr64,cp_corr65,cp_corr66,cp_corr67,cp_corr68,cp_corr69,cp_corr70,cp_corr71,cp_corr72,cp_corr73,cp_corr74,cp_corr75,cp_corr76,cp_corr77,cp_corr78,cp_corr79,cp_corr80
1.12881298215777,1.11701206715777,1.103591758225,1.09454336491444,1.08457794,1.07634477,1.070308775,1.0657211475,1.0608217625,1.0549905075,1.0442265671,1.025358835,1.002678505,0.981027029575,0.961677652225,0.9430550275,0.924780085,0.9080491125,0.8970479725,0.8910756675,0.8864222975,0.87606512175,0.8556960775,0.828162134482769,0.797075652157769,0.766293537157769,0.740082877157769,0.7186558,0.701883079525,0.6879140525,0.675238935,0.661772875,0.6483309775,0.6336316975,0.6195280575,0.6071755625,0.595787432157769,0.583361814486653,0.570950477298306,0.559675739448067,0.549933973476832,0.540550943022589,0.531278239077688,0.522710996577688,0.514418314419919,0.506061426758386,0.498681129771732,0.491454381473306,0.484458927645876,0.477701815465777,0.47064413,0.4633654725,0.456410165,0.450816617157769,0.447327073935319,0.447322634565538,0.450476064657769,0.45580462075,0.460957797842231,0.463369915342231,0.46010016232512,0.45147069,0.438856575332649,0.42554338235729,0.413887060988365,0.404796814524301,0.398244206872009,0.394947077727247,0.393510099675572,0.393798584972442,0.395515862963735,0.397820616974689,0.399425481251899,0.400616099730682,0.400624595082155,0.399441753456557,0.395211863123908,0.389651308523291,0.384314839521579,0.377009218457238
1.21201873780083,1.19852163280083,1.18499937,1.17544371070021,1.165259725,1.1549669775,1.14865212585,1.1427690137,1.13869577785,1.1331404725,1.12055072,1.10139348335,1.0773802875,1.0542966,1.033843005,1.0136444425,0.9947648625,0.9778641752,0.9663193925,0.960176055,0.9560280425,0.945144705,0.9227510743,0.892716065300825,0.858912320300825,0.825420147800825,0.796492815300825,0.773487355,0.75449783045,0.7393468525,0.725039545,0.7112190275,0.6962312725,0.6809229675,0.665849697475,0.6526932675,0.640587082800826,0.627411741701238,0.614345550227477,0.602140886299045,0.591682438785242,0.581523496367182,0.571698035508255,0.562350388008255,0.55333697248243,0.544566928845407,0.536704661144169,0.529062866177476,0.521681417921156,0.514343606280083,0.5068340405,0.4990051095,0.491608284875,0.485206610300825,0.481835346121362,0.481617420601651,0.485224497800825,0.4908564,0.496507829699175,0.499347654699175,0.495646552839216,0.4859905075,0.47269166496161,0.458014621443962,0.445088198647264,0.435519107313208,0.427862211519606,0.423991165348397,0.422104175599377,0.421577787431264,0.423179053765215,0.425138882779661,0.426355769781053,0.427254094340753,0.426694810108347,0.424978540912269,0.421241032350659,0.415511887406077,0.409666120960051,0.402416501750558
1.39020558707212,1.37363025707212,1.35752865,1.34518279989303,1.3322418225,1.3210526975,1.31083737005,1.3028653061,1.29673345605,1.288635575,1.274862645,1.25294698505,1.22726106,1.201198295,1.17827129,1.1557394175,1.1341542125,1.1144200206,1.1011165575,1.092935295,1.087038055,1.074297275,1.0499718104,1.01709618207212,0.979972967072123,0.943305292072123,0.911517432072123,0.885371725,0.86384279385,0.846197155,0.82985853,0.81351212,0.79692343,0.77981784,0.762952749925,0.7483335225,0.734619687072123,0.719928571858185,0.705279771691369,0.692033342628403,0.679978278282982,0.668848590777471,0.657327433221231,0.647020733221231,0.636782660474108,0.626480182697406,0.617246072839222,0.608327257041369,0.599702098400972,0.591180248457212,0.5827162215,0.573570666,0.565174924625,0.557948247072123,0.553469903294003,0.552580076644246,0.555615412072123,0.5606100525,0.565762082927877,0.567978562927877,0.563796255906483,0.5539616325,0.53910040116564,0.524320260946191,0.510330152234683,0.500505940653969,0.493345767337923,0.489461466781034,0.487848666590271,0.488074909428844,0.490296961197724,0.493254323709878,0.495240489355176,0.496512286777622,0.496048401341155,0.49461625430874,0.4892416748431,0.483326622517816,0.476442556141318,0.467878610061903
1.60849239059618,1.58880648809618,1.570377965,1.55330752014904,1.5355781025,1.524126125,1.5091615,1.499168385,1.49063982,1.4803375075,1.463815325,1.440642765,1.4117505225,1.3843823075,1.3582036,1.33358818,1.3089240575,1.2863958975,1.2696263225,1.2593433175,1.2516462975,1.2381264275,1.2134308825,1.18003543809618,1.14213599309618,1.10394612059618,1.07044307559618,1.04178881,1.0185968075,0.9986750575,0.9801856825,0.9617260425,0.9430141575,0.923836995,0.905216445,0.8884916175,0.873374850596178,0.856937540894268,0.840832926788535,0.826022384921274,0.812826944285733,0.799879693686752,0.787481833461784,0.775097353461784,0.763391855365606,0.751529390404969,0.740893772010701,0.730190729288535,0.72000111533465,0.710321065559618,0.7005151875,0.6902899325,0.6804544025,0.672189110596179,0.666392232983694,0.664332676192357,0.665773558096179,0.6701919075,0.674500234403821,0.675690311903822,0.671045308433631,0.6600452025,0.645252142162548,0.629251011861657,0.61524750174637,0.604874939538855,0.596622244159238,0.592834095008538,0.590959501937712,0.591058907522681,0.593133417098097,0.59642747003122,0.598694172258482,0.599500829263579,0.599441030748421,0.597434136080269,0.591969003917721,0.58464064910893,0.577461625756828,0.567983121400775
2.05002083517174,2.02668284017174,2.002803315,1.97936875004293,1.9607361175,1.9427352175,1.9237555715,1.91085803,1.8981151025,1.883722966875,1.8633980625,1.8330167025,1.7978428875,1.7642359075,1.7308370925,1.6975538475,1.66580736,1.6360716375,1.613514675,1.598761675,1.5866857825,1.5675416925,1.5342036225,1.48991246767174,1.44042690017174,1.38982018292174,1.34624989767174,1.308467795,1.278148265,1.251745015,1.2277344575,1.203976895,1.1803061825,1.15556973,1.1319226825,1.1103065325,1.09103308767174,1.07008315340761,1.04947508801522,1.03057931484152,1.01404175459054,0.997471005994124,0.981600129217383,0.965691289217383,0.950280041545645,0.934855814124886,0.920675698867279,0.906789385515215,0.893442546740434,0.880612781017174,0.867693746475,0.854454385,0.8417807325,0.830744367671738,0.822941364283368,0.819397220343477,0.820213590171738,0.82424108,0.827959939828262,0.828818349828262,0.822958812836848,0.809412945,0.79155783483489,0.772903121324344,0.755327024511297,0.743243142747814,0.733404924078786,0.728388432407799,0.727176127691919,0.727452564164951,0.73075594606733,0.73549162157275,0.738050471942739,0.739782313960665,0.740245650040658,0.737620150856415,0.730605291021525,0.721154332068377,0.711103740314687,0.699149178339697
2.21536519924111,2.18472502924111,2.15653129,2.13607925668528,2.1116090725,2.0913615625,2.0735518995,2.0546574875,2.041576455,2.027131018125,2.003408985,1.974298125,1.9384265175,1.9032212575,1.8696854925,1.8354627875,1.8022791925,1.772716235,1.7477094825,1.7326321175,1.720373715,1.70007123,1.667557545,1.62423760924111,1.57448486924111,1.52419009499111,1.47906739924111,1.4402993775,1.4084924625,1.3814621875,1.3560241975,1.3320684125,1.3069881925,1.28235118,1.256940655,1.234925665,1.21465357924111,1.19289789706166,1.17163385772332,1.15185564353143,1.13408421980603,1.11679286014763,1.09996934991107,1.08289245491107,1.06644733316997,1.05031648265425,1.03509179504259,1.02013678272332,1.00624988853755,0.992151362674111,0.978620709425,0.96474642,0.9507589375,0.939006063616107,0.930320524122827,0.925887483482215,0.925406206741107,0.9289201175,0.932192015758893,0.932463013258893,0.927075059595948,0.913542345,0.895739604645159,0.876719145857315,0.859475639371745,0.846359500357717,0.836553975101299,0.831128727394092,0.82938392055082,0.829599380622766,0.83275098754748,0.837156715516858,0.839588632044139,0.84055841957715,0.840638287270338,0.837286789290598,0.830103059645438,0.821660693732293,0.810123341022209,0.797984555999475
2.04978185084977,2.02214463834977,1.995452985,1.97452046458744,1.956039105,1.9358778675,1.9192033475,1.9023762875,1.8922175275,1.8766326425,1.8575547575,1.82723797,1.794428585,1.7601035625,1.728673875,1.696759895,1.6658404525,1.637134185,1.613082975,1.5999796,1.5895761775,1.57051168,1.5398530375,1.49822882584977,1.45082670334977,1.40412462834977,1.36056834084977,1.3247346775,1.29396992,1.2687493225,1.245358305,1.2219532875,1.199037595,1.1745282625,1.15164706,1.12995682,1.11054135584977,1.09045140752465,1.0698604300493,1.05109387541385,1.03482661602101,1.01820805614296,1.00346991599766,0.987291500997656,0.97173726264789,0.956556553690964,0.941944558666316,0.928647380049297,0.915087876989672,0.902162501334977,0.8895404725,0.876265905,0.8633180275,0.852372841474766,0.844131300777113,0.840206036699531,0.839758688349766,0.8432104075,0.846911861650234,0.847717619150234,0.842645231067723,0.8296446325,0.812917022282043,0.794446484078875,0.777243427127937,0.764887568596249,0.755094375806932,0.748989751731936,0.747292539283818,0.747016741520442,0.74937393713148,0.754290073252378,0.755058432479143,0.756014730563888,0.757576490906731,0.753367935568118,0.746987380786075,0.738135202944876,0.727711085491587,0.717080879469283
2.02335517025179,1.99749083775179,1.9729492175,1.95138246506295,1.93156921125,1.9131315347,1.895391115,1.8832681475,1.87173726,1.85834567,1.83814001,1.807939365,1.7737729,1.7391886,1.70568468,1.6736744492625,1.6409088275,1.6127049925,1.5902295875,1.5757545775,1.56544174625,1.54630732875,1.51442650625,1.47085279775179,1.42117544400179,1.37143670525179,1.32736672525179,1.2897958275,1.2598521175,1.2335497025,1.20978284625,1.18696505625,1.16255839625,1.13839805125,1.114577845,1.0930565075,1.07396368275179,1.05261919787769,1.03153162825538,1.01279158348378,0.995836840598884,0.979095867690597,0.962542545017928,0.946975593767928,0.931375793516135,0.916159704899243,0.901817275771554,0.887869515755379,0.87482375760251,0.861698304025179,0.848854945,0.835565835,0.82277225625,0.811668367751793,0.803749086415458,0.800156143003586,0.801270424001793,0.8058651775,0.810284247248207,0.812323437248207,0.806409471760797,0.79365933875,0.775742043490996,0.755606636958605,0.738431997965777,0.725282965278685,0.714538943480079,0.709932753411672,0.706950005010517,0.707293858386333,0.710335227391632,0.713403879298006,0.716434107272746,0.717159746906312,0.717280651797806,0.714583539243822,0.707671955752826,0.698298252355376,0.688647257267288,0.677326493446671
1.76219777638292,1.73988057513292,1.71661142375,1.70074515315823,1.6841036089125,1.6677560816,1.654085905,1.6444635675,1.6342483416875,1.62263634375,1.60490670125,1.57861364625,1.54734348375,1.516068125,1.48652352,1.4575452627875,1.42899382,1.4033156275,1.383613515,1.37197858,1.36288749125,1.34689649375,1.31747942,1.27786166388292,1.23269019388292,1.18783267763292,1.14806497763292,1.1146675675,1.08795799625,1.06507248375,1.0443857925,1.02396363625,1.0031242425,0.9814138525,0.96010742,0.94129733875,0.923880041382918,0.905384556449377,0.886601282898753,0.869567682651297,0.854411213219028,0.839644684656385,0.825059081329178,0.811316327579178,0.79813732244626,0.784518791745612,0.771995336546235,0.760134099148753,0.748773009686085,0.737392733013292,0.72648347875,0.71454828625,0.70330231625,0.694060926382918,0.687412637844315,0.685188519015836,0.687161720132918,0.69181796875,0.697264316117082,0.698706979867082,0.694255430748728,0.6825019975,0.66580613938419,0.647817013388006,0.631485421419677,0.619428140876685,0.609870625031798,0.604778801572373,0.60291394359018,0.602791458754197,0.605279404250508,0.60801730032657,0.610723901160836,0.611076632122621,0.611624920570465,0.609890151826824,0.602433294705135,0.595392152079941,0.58643498460964,0.575571906481086
1.73557065176954,1.71522837301954,1.69404780125,1.67906920137988,1.6636294854875,1.6484071025,1.6353670975,1.6251140775,1.6163587425625,1.60628421875,1.58894566375,1.56182308125,1.52993424125,1.498754795,1.4696519925,1.44141981,1.41345501,1.3882744375,1.369613635,1.3584597925,1.350191665,1.33456124,1.30510861625,1.26535265176954,1.22008711301954,1.17493494551954,1.13561994389454,1.102569075,1.07628430875,1.05425710375,1.03396280125,1.0143398825,0.99302798875,0.97184958625,0.950919375,0.93191627125,0.914765049269537,0.896183048279306,0.877633549058612,0.860462960545733,0.845762386549062,0.831511857269975,0.817171900195373,0.803455380195373,0.790518459675836,0.77758998690297,0.765765178623664,0.753854025308612,0.742594522477352,0.731730328301954,0.72083076375,0.70965639375,0.69831597,0.689360801769537,0.683140810107237,0.681440082289075,0.684324329269537,0.69026099125,0.696104260730463,0.698618460730463,0.69398673800644,0.68181307375,0.665013912513098,0.646661670993779,0.629628190571929,0.617500773312597,0.608013708589012,0.602831889622084,0.601256831281931,0.601182531763269,0.60315872729345,0.607264438885353,0.609550547054968,0.609951589409532,0.610698574439275,0.608694409407078,0.60251914868148,0.593990735510548,0.585859563217925,0.575410432018246
