amps1,amps2,amps3,amps4,amps5,amps6,amps7,amps8,amps9,amps10,amps11,amps12,amps13
0,0.0443296774608982,0.0981000513342914,0.0524473517099939,0.030098289024827,0.0952266944250857,0.00575995053078272,0.0202762840425455,0.00251259300524904,0.00586683708960682,0.0170243504194033,0,0.0714447353665959
0,0.0380717365630697,0.110363999613304,0.0464017895045653,0.0359592479105755,0.0968857371292526,0.000129747854612371,0.0182929720531586,0.00134371961510977,0.00413151008316006,0.016350523775482,0,0.0752092740262817
0,0.0317935961595852,0.10135768031155,0.0504179851628912,0.0307647634675236,0.0930508230112994,7.97583754470269e-05,0.0141245467192355,0,0.00300242886071479,0.0151098112792189,0,0.0713851172072789
0,0.0221821994230872,0.0961738871570284,0.0414812241659567,0.0295365196641059,0.0814632690021431,0,0.00747098340115988,0,0,0.0152089801834737,0,0.073647899431006
0,0.0343898139816433,0.123500806178955,0.0550190783731512,0.044128221295149,0.0995122530713896,0,0.0056614106606588,0,0,0.0156390948825513,0,0.0825107125384173
0,0.0233452918003642,0.136266256466924,0.0488058433173224,0.0508512068414787,0.100760510673893,0,0.00513068818667403,0,0,0.015905133055706,0,0.0839544540093881
0,0.042001141536885,0.117490693865574,0.0670341699247614,0.0364465129686586,0.109085050613862,0,0.00656057442737717,0,0,0.0181677335395983,0,0.0881959367388585
0,0.0203578454596615,0.121441773349449,0.0378274187573318,0.0536519317628697,0.0972412812260732,0,0.0123246327461327,0,0.00146177171474403,0.0157475312261101,0.00544421490857554,0.0830693484659054
0,0.0423068873291975,0.121492883254773,0.0721061611315129,0.0290854976096239,0.115766924435147,0,0.010194324837319,0,0,0.0154694043653847,0.00285216002367317,0.0840327035540671
0,0.0405252805210611,0.124848313375262,0.0630668596904104,0.0398887569575234,0.108318265466013,0,0.0135214040988876,0,0.000959036183111683,0.0171140072043595,0,0.0874402350881813
0,0.0510839611877258,0.145733284364597,0.0684927211406384,0.0442491769079415,0.126233666688643,0,0.0179792770877586,0,0.00215536707523944,0.0184653054164976,0.00243603192204641,0.100637252818762
0,0.0594867234829939,0.140442541248874,0.072289433327948,0.0419468820465164,0.125903497925116,0,0.0209356244196009,0,0.00355304778273083,0.020014691488299,0,0.100539443458875
0,0.0557325019947463,0.141059116699759,0.0750518644559185,0.040618045904871,0.13041928919795,0.00102214471937409,0.0252428455951142,0,0.0047247343547858,0.0193942848476839,0.00517914958143688,0.0966093457563908
0,0.0606680460831323,0.160782101332251,0.0809716436546848,0.0507100376861504,0.139500333767367,0.00171306312861649,0.025882953645635,0,0.00694111859341859,0.0205653314308476,0.00556742519932159,0.109476657512009
0,0.0571922441249791,0.161148621141927,0.0797059801875408,0.0540247978348372,0.140321252002558,0,0.020274088401652,0,0.00394954636449862,0.0201364548018751,0.00948316417963517,0.0905921918477087
